T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2018-2019

"YEAR","REGION","COUNTY NAME","GENDER","GRADE","ENROLLMENT"
"2018-2019",02,"LIVE OAK COUNTY","MALE","Grade 8",74
"2018-2019",02,"LIVE OAK COUNTY","FEMALE","Grade 9",53
"2018-2019",02,"LIVE OAK COUNTY","MALE","Grade 9",77
"2018-2019",02,"LIVE OAK COUNTY","FEMALE","Grade 10",61
"2018-2019",02,"LIVE OAK COUNTY","MALE","Grade 10",66
"2018-2019",02,"LIVE OAK COUNTY","FEMALE","Grade 11",70
"2018-2019",02,"LIVE OAK COUNTY","MALE","Grade 11",67
"2018-2019",02,"LIVE OAK COUNTY","FEMALE","Grade 12",59
"2018-2019",02,"LIVE OAK COUNTY","MALE","Grade 12",74
"2018-2019",13,"LLANO COUNTY","FEMALE","Early Education",-999
"2018-2019",13,"LLANO COUNTY","MALE","Early Education",-999
"2018-2019",13,"LLANO COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",13,"LLANO COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",13,"LLANO COUNTY","FEMALE","Kindergarten",43
"2018-2019",13,"LLANO COUNTY","MALE","Kindergarten",72
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 1",60
"2018-2019",13,"LLANO COUNTY","MALE","Grade 1",74
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 2",63
"2018-2019",13,"LLANO COUNTY","MALE","Grade 2",61
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 3",67
"2018-2019",13,"LLANO COUNTY","MALE","Grade 3",60
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 4",75
"2018-2019",13,"LLANO COUNTY","MALE","Grade 4",79
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 5",65
"2018-2019",13,"LLANO COUNTY","MALE","Grade 5",70
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 6",73
"2018-2019",13,"LLANO COUNTY","MALE","Grade 6",63
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 7",67
"2018-2019",13,"LLANO COUNTY","MALE","Grade 7",67
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 8",67
"2018-2019",13,"LLANO COUNTY","MALE","Grade 8",70
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 9",55
"2018-2019",13,"LLANO COUNTY","MALE","Grade 9",90
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 10",50
"2018-2019",13,"LLANO COUNTY","MALE","Grade 10",65
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 11",61
"2018-2019",13,"LLANO COUNTY","MALE","Grade 11",66
"2018-2019",13,"LLANO COUNTY","FEMALE","Grade 12",54
"2018-2019",13,"LLANO COUNTY","MALE","Grade 12",64
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Early Education",73
"2018-2019",17,"LUBBOCK COUNTY","MALE","Early Education",156
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Pre-kindergarten",1159
"2018-2019",17,"LUBBOCK COUNTY","MALE","Pre-kindergarten",1146
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Kindergarten",1827
"2018-2019",17,"LUBBOCK COUNTY","MALE","Kindergarten",1897
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 1",1790
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 1",1928
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 2",1739
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 2",1926
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 3",1876
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 3",2024
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 4",1920
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 4",2057
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 5",2008
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 5",1998
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 6",2011
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 6",2079
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 7",1800
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 7",1802
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 8",1837
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 8",1906
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 9",1796
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 9",1941
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 10",1716
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 10",1831
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 11",1619
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 11",1657
"2018-2019",17,"LUBBOCK COUNTY","FEMALE","Grade 12",1633
"2018-2019",17,"LUBBOCK COUNTY","MALE","Grade 12",1553
"2018-2019",17,"LYNN COUNTY","FEMALE","Early Education",-999
"2018-2019",17,"LYNN COUNTY","MALE","Early Education",-999
"2018-2019",17,"LYNN COUNTY","FEMALE","Pre-kindergarten",47
"2018-2019",17,"LYNN COUNTY","MALE","Pre-kindergarten",49
"2018-2019",17,"LYNN COUNTY","FEMALE","Kindergarten",39
"2018-2019",17,"LYNN COUNTY","MALE","Kindergarten",53
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 1",56
"2018-2019",17,"LYNN COUNTY","MALE","Grade 1",58
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 2",49
"2018-2019",17,"LYNN COUNTY","MALE","Grade 2",56
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 3",55
"2018-2019",17,"LYNN COUNTY","MALE","Grade 3",48
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 4",53
"2018-2019",17,"LYNN COUNTY","MALE","Grade 4",79
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 5",45
"2018-2019",17,"LYNN COUNTY","MALE","Grade 5",71
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 6",72
"2018-2019",17,"LYNN COUNTY","MALE","Grade 6",83
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 7",54
"2018-2019",17,"LYNN COUNTY","MALE","Grade 7",55
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 8",55
"2018-2019",17,"LYNN COUNTY","MALE","Grade 8",62
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 9",-999
"2018-2019",17,"LYNN COUNTY","MALE","Grade 9",-999
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 10",52
"2018-2019",17,"LYNN COUNTY","MALE","Grade 10",60
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 11",38
"2018-2019",17,"LYNN COUNTY","MALE","Grade 11",50
"2018-2019",17,"LYNN COUNTY","FEMALE","Grade 12",-999
"2018-2019",17,"LYNN COUNTY","MALE","Grade 12",-999
"2018-2019",06,"MADISON COUNTY","FEMALE","Early Education",-999
"2018-2019",06,"MADISON COUNTY","MALE","Early Education",-999
"2018-2019",06,"MADISON COUNTY","FEMALE","Pre-kindergarten",81
"2018-2019",06,"MADISON COUNTY","MALE","Pre-kindergarten",108
"2018-2019",06,"MADISON COUNTY","FEMALE","Kindergarten",96
"2018-2019",06,"MADISON COUNTY","MALE","Kindergarten",95
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 1",103
"2018-2019",06,"MADISON COUNTY","MALE","Grade 1",101
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 2",-999
"2018-2019",06,"MADISON COUNTY","MALE","Grade 2",-999
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 3",87
"2018-2019",06,"MADISON COUNTY","MALE","Grade 3",98
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 4",107
"2018-2019",06,"MADISON COUNTY","MALE","Grade 4",96
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 5",107
"2018-2019",06,"MADISON COUNTY","MALE","Grade 5",101
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 6",101
"2018-2019",06,"MADISON COUNTY","MALE","Grade 6",94
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 7",103
"2018-2019",06,"MADISON COUNTY","MALE","Grade 7",101
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 8",101
"2018-2019",06,"MADISON COUNTY","MALE","Grade 8",101
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 9",-999
"2018-2019",06,"MADISON COUNTY","MALE","Grade 9",-999
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 10",104
"2018-2019",06,"MADISON COUNTY","MALE","Grade 10",84
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 11",89
"2018-2019",06,"MADISON COUNTY","MALE","Grade 11",111
"2018-2019",06,"MADISON COUNTY","FEMALE","Grade 12",95
"2018-2019",06,"MADISON COUNTY","MALE","Grade 12",106
"2018-2019",08,"MARION COUNTY","FEMALE","Pre-kindergarten",33
"2018-2019",08,"MARION COUNTY","MALE","Pre-kindergarten",43
"2018-2019",08,"MARION COUNTY","FEMALE","Kindergarten",42
"2018-2019",08,"MARION COUNTY","MALE","Kindergarten",48
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 1",54
"2018-2019",08,"MARION COUNTY","MALE","Grade 1",50
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 2",41
"2018-2019",08,"MARION COUNTY","MALE","Grade 2",42
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 3",50
"2018-2019",08,"MARION COUNTY","MALE","Grade 3",54
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 4",54
"2018-2019",08,"MARION COUNTY","MALE","Grade 4",46
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 5",61
"2018-2019",08,"MARION COUNTY","MALE","Grade 5",49
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 6",56
"2018-2019",08,"MARION COUNTY","MALE","Grade 6",50
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 7",39
"2018-2019",08,"MARION COUNTY","MALE","Grade 7",41
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 8",49
"2018-2019",08,"MARION COUNTY","MALE","Grade 8",48
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 9",46
"2018-2019",08,"MARION COUNTY","MALE","Grade 9",53
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 10",46
"2018-2019",08,"MARION COUNTY","MALE","Grade 10",56
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 11",45
"2018-2019",08,"MARION COUNTY","MALE","Grade 11",53
"2018-2019",08,"MARION COUNTY","FEMALE","Grade 12",36
"2018-2019",08,"MARION COUNTY","MALE","Grade 12",39
"2018-2019",18,"MARTIN COUNTY","MALE","Early Education",-999
"2018-2019",18,"MARTIN COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",18,"MARTIN COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",18,"MARTIN COUNTY","FEMALE","Kindergarten",45
"2018-2019",18,"MARTIN COUNTY","MALE","Kindergarten",53
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 1",59
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 1",59
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 2",48
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 2",50
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 3",41
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 3",54
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 4",57
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 4",71
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 5",54
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 5",56
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 6",43
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 6",59
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 7",48
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 7",48
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 8",42
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 8",60
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 9",51
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 9",50
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 10",41
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 10",49
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 11",40
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 11",47
"2018-2019",18,"MARTIN COUNTY","FEMALE","Grade 12",37
"2018-2019",18,"MARTIN COUNTY","MALE","Grade 12",38
"2018-2019",15,"MASON COUNTY","FEMALE","Pre-kindergarten",15
"2018-2019",15,"MASON COUNTY","MALE","Pre-kindergarten",23
"2018-2019",15,"MASON COUNTY","FEMALE","Kindergarten",20
"2018-2019",15,"MASON COUNTY","MALE","Kindergarten",29
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 1",27
"2018-2019",15,"MASON COUNTY","MALE","Grade 1",33
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 2",27
"2018-2019",15,"MASON COUNTY","MALE","Grade 2",25
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 3",20
"2018-2019",15,"MASON COUNTY","MALE","Grade 3",17
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 4",22
"2018-2019",15,"MASON COUNTY","MALE","Grade 4",22
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 5",24
"2018-2019",15,"MASON COUNTY","MALE","Grade 5",35
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 6",17
"2018-2019",15,"MASON COUNTY","MALE","Grade 6",30
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 7",29
"2018-2019",15,"MASON COUNTY","MALE","Grade 7",25
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 8",29
"2018-2019",15,"MASON COUNTY","MALE","Grade 8",30
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 9",34
"2018-2019",15,"MASON COUNTY","MALE","Grade 9",29
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 10",18
"2018-2019",15,"MASON COUNTY","MALE","Grade 10",32
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 11",21
"2018-2019",15,"MASON COUNTY","MALE","Grade 11",22
"2018-2019",15,"MASON COUNTY","FEMALE","Grade 12",27
"2018-2019",15,"MASON COUNTY","MALE","Grade 12",33
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Early Education",-999
"2018-2019",03,"MATAGORDA COUNTY","MALE","Early Education",-999
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",03,"MATAGORDA COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Kindergarten",235
"2018-2019",03,"MATAGORDA COUNTY","MALE","Kindergarten",267
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 1",265
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 1",257
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 2",276
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 2",255
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 3",283
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 3",266
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 4",278
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 4",276
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 5",264
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 5",310
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 6",279
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 6",289
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 7",248
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 7",274
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 8",268
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 8",267
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 9",232
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 9",275
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 10",238
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 10",268
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 11",227
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 11",247
"2018-2019",03,"MATAGORDA COUNTY","FEMALE","Grade 12",228
"2018-2019",03,"MATAGORDA COUNTY","MALE","Grade 12",264
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Early Education",35
"2018-2019",20,"MAVERICK COUNTY","MALE","Early Education",71
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Pre-kindergarten",262
"2018-2019",20,"MAVERICK COUNTY","MALE","Pre-kindergarten",265
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Kindergarten",536
"2018-2019",20,"MAVERICK COUNTY","MALE","Kindergarten",511
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 1",521
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 1",556
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 2",485
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 2",510
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 3",492
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 3",502
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 4",462
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 4",554
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 5",505
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 5",589
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 6",533
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 6",573
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 7",535
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 7",541
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 8",559
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 8",546
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 9",595
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 9",650
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 10",518
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 10",563
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 11",559
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 11",557
"2018-2019",20,"MAVERICK COUNTY","FEMALE","Grade 12",460
"2018-2019",20,"MAVERICK COUNTY","MALE","Grade 12",516
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Early Education",-999
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Early Education",-999
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Kindergarten",47
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Kindergarten",55
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 1",42
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 1",67
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 2",34
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 2",62
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 3",42
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 3",54
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 4",46
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 4",57
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 5",53
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 5",55
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 6",53
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 6",64
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 7",49
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 7",52
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 8",50
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 8",53
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 9",49
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 9",51
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 10",61
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 10",50
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 11",39
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 11",54
"2018-2019",15,"MCCULLOCH COUNTY","FEMALE","Grade 12",-999
"2018-2019",15,"MCCULLOCH COUNTY","MALE","Grade 12",-999
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Early Education",65
"2018-2019",12,"MCLENNAN COUNTY","MALE","Early Education",101
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Pre-kindergarten",1142
"2018-2019",12,"MCLENNAN COUNTY","MALE","Pre-kindergarten",1151
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Kindergarten",1869
"2018-2019",12,"MCLENNAN COUNTY","MALE","Kindergarten",2036
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 1",1924
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 1",2051
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 2",1943
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 2",1997
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 3",1937
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 3",2076
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 4",2033
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 4",2129
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 5",1968
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 5",2156
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 6",1981
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 6",2220
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 7",2059
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 7",2156
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 8",2063
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 8",2144
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 9",2091
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 9",2211
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 10",1886
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 10",1988
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 11",1683
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 11",1745
"2018-2019",12,"MCLENNAN COUNTY","FEMALE","Grade 12",1659
"2018-2019",12,"MCLENNAN COUNTY","MALE","Grade 12",1693
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Pre-kindergarten",-999
"2018-2019",02,"MCMULLEN COUNTY","MALE","Pre-kindergarten",-999
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Kindergarten",7
"2018-2019",02,"MCMULLEN COUNTY","MALE","Kindergarten",11
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 1",11
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 1",8
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 2",8
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 2",11
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 3",10
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 3",13
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 4",10
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 4",9
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 5",14
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 5",7
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 6",10
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 6",12
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 7",8
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 7",13
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 8",14
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 8",11
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 9",13
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 9",14
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 10",-999
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 10",-999
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 11",12
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 11",13
"2018-2019",02,"MCMULLEN COUNTY","FEMALE","Grade 12",5
"2018-2019",02,"MCMULLEN COUNTY","MALE","Grade 12",11
"2018-2019",20,"MEDINA COUNTY","FEMALE","Early Education",21
"2018-2019",20,"MEDINA COUNTY","MALE","Early Education",37
"2018-2019",20,"MEDINA COUNTY","FEMALE","Pre-kindergarten",251
"2018-2019",20,"MEDINA COUNTY","MALE","Pre-kindergarten",249
"2018-2019",20,"MEDINA COUNTY","FEMALE","Kindergarten",338
"2018-2019",20,"MEDINA COUNTY","MALE","Kindergarten",377
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 1",340
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 1",417
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 2",352
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 2",378
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 3",380
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 3",373
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 4",407
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 4",413
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 5",413
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 5",414
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 6",385
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 6",430
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 7",429
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 7",465
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 8",378
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 8",429
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 9",437
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 9",405
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 10",385
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 10",417
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 11",368
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 11",400
"2018-2019",20,"MEDINA COUNTY","FEMALE","Grade 12",355
"2018-2019",20,"MEDINA COUNTY","MALE","Grade 12",373
"2018-2019",15,"MENARD COUNTY","FEMALE","Pre-kindergarten",12
"2018-2019",15,"MENARD COUNTY","MALE","Pre-kindergarten",11
"2018-2019",15,"MENARD COUNTY","FEMALE","Kindergarten",12
"2018-2019",15,"MENARD COUNTY","MALE","Kindergarten",12
"2018-2019",15,"MENARD COUNTY","FEMALE","Grade 1",8
"2018-2019",15,"MENARD COUNTY","MALE","Grade 1",12
