"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2017-2018",13,"TRAVIS COUNTY","LAGO VISTA ISD",227912,"TRADITIONAL ISD/CSD","Female",682
"2017-2018",13,"TRAVIS COUNTY","LAGO VISTA ISD",227912,"TRADITIONAL ISD/CSD","Male",793
"2017-2018",11,"DENTON COUNTY","LAKE DALLAS ISD",061912,"TRADITIONAL ISD/CSD","Female",1910
"2017-2018",11,"DENTON COUNTY","LAKE DALLAS ISD",061912,"TRADITIONAL ISD/CSD","Male",2054
"2017-2018",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"TRADITIONAL ISD/CSD","Female",4988
"2017-2018",13,"TRAVIS COUNTY","LAKE TRAVIS ISD",227913,"TRADITIONAL ISD/CSD","Male",5422
"2017-2018",11,"TARRANT COUNTY","LAKE WORTH ISD",220910,"TRADITIONAL ISD/CSD","Female",1607
"2017-2018",11,"TARRANT COUNTY","LAKE WORTH ISD",220910,"TRADITIONAL ISD/CSD","Male",1745
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"TRADITIONAL ISD/CSD","Female",15530
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"TRADITIONAL ISD/CSD","Male",16616
"2017-2018",17,"DAWSON COUNTY","LAMESA ISD",058906,"TRADITIONAL ISD/CSD","Female",924
"2017-2018",17,"DAWSON COUNTY","LAMESA ISD",058906,"TRADITIONAL ISD/CSD","Male",997
"2017-2018",12,"LAMPASAS COUNTY","LAMPASAS ISD",141901,"TRADITIONAL ISD/CSD","Female",1660
"2017-2018",12,"LAMPASAS COUNTY","LAMPASAS ISD",141901,"TRADITIONAL ISD/CSD","Male",1688
"2017-2018",10,"DALLAS COUNTY","LANCASTER ISD",057913,"TRADITIONAL ISD/CSD","Female",3530
"2017-2018",10,"DALLAS COUNTY","LANCASTER ISD",057913,"TRADITIONAL ISD/CSD","Male",3841
"2017-2018",07,"RUSK COUNTY","LANEVILLE ISD",201903,"TRADITIONAL ISD/CSD","Female",87
"2017-2018",07,"RUSK COUNTY","LANEVILLE ISD",201903,"TRADITIONAL ISD/CSD","Male",95
"2017-2018",07,"HENDERSON COUNTY","LAPOYNOR ISD",107910,"TRADITIONAL ISD/CSD","Female",229
"2017-2018",07,"HENDERSON COUNTY","LAPOYNOR ISD",107910,"TRADITIONAL ISD/CSD","Male",224
"2017-2018",01,"WEBB COUNTY","LAREDO ISD",240901,"TRADITIONAL ISD/CSD","Female",11886
"2017-2018",01,"WEBB COUNTY","LAREDO ISD",240901,"TRADITIONAL ISD/CSD","Male",12183
"2017-2018",01,"WILLACY COUNTY","LASARA ISD",245901,"TRADITIONAL ISD/CSD","Female",209
"2017-2018",01,"WILLACY COUNTY","LASARA ISD",245901,"TRADITIONAL ISD/CSD","Male",201
"2017-2018",06,"HOUSTON COUNTY","LATEXO ISD",113905,"TRADITIONAL ISD/CSD","Female",243
"2017-2018",06,"HOUSTON COUNTY","LATEXO ISD",113905,"TRADITIONAL ISD/CSD","Male",242
"2017-2018",16,"PARMER COUNTY","LAZBUDDIE ISD",185904,"TRADITIONAL ISD/CSD","Female",102
"2017-2018",16,"PARMER COUNTY","LAZBUDDIE ISD",185904,"TRADITIONAL ISD/CSD","Male",99
"2017-2018",10,"DENTON COUNTY","LEADERSHIP PREP SCHOOL",061804,"OPEN ENROLLMENT CHARTER","Female",557
"2017-2018",10,"DENTON COUNTY","LEADERSHIP PREP SCHOOL",061804,"OPEN ENROLLMENT CHARTER","Male",542
"2017-2018",20,"REAL COUNTY","LEAKEY ISD",193902,"TRADITIONAL ISD/CSD","Female",149
"2017-2018",20,"REAL COUNTY","LEAKEY ISD",193902,"TRADITIONAL ISD/CSD","Male",160
"2017-2018",13,"WILLIAMSON COUNTY","LEANDER ISD",246913,"TRADITIONAL ISD/CSD","Female",18993
"2017-2018",13,"WILLIAMSON COUNTY","LEANDER ISD",246913,"TRADITIONAL ISD/CSD","Male",20035
"2017-2018",08,"BOWIE COUNTY","LEARY ISD",019914,"TRADITIONAL ISD/CSD","Female",54
"2017-2018",08,"BOWIE COUNTY","LEARY ISD",019914,"TRADITIONAL ISD/CSD","Male",49
"2017-2018",16,"GRAY COUNTY","LEFORS ISD",090902,"TRADITIONAL ISD/CSD","Female",78
"2017-2018",16,"GRAY COUNTY","LEFORS ISD",090902,"TRADITIONAL ISD/CSD","Male",76
"2017-2018",10,"DALLAS COUNTY","LEGACY PREPARATORY",057846,"OPEN ENROLLMENT CHARTER","Female",686
"2017-2018",10,"DALLAS COUNTY","LEGACY PREPARATORY",057846,"OPEN ENROLLMENT CHARTER","Male",707
"2017-2018",06,"POLK COUNTY","LEGGETT ISD",187906,"TRADITIONAL ISD/CSD","Female",89
"2017-2018",06,"POLK COUNTY","LEGGETT ISD",187906,"TRADITIONAL ISD/CSD","Male",90
"2017-2018",06,"LEON COUNTY","LEON ISD",145911,"TRADITIONAL ISD/CSD","Female",393
"2017-2018",06,"LEON COUNTY","LEON ISD",145911,"TRADITIONAL ISD/CSD","Male",366
"2017-2018",10,"FANNIN COUNTY","LEONARD ISD",074909,"TRADITIONAL ISD/CSD","Female",459
"2017-2018",10,"FANNIN COUNTY","LEONARD ISD",074909,"TRADITIONAL ISD/CSD","Male",461
"2017-2018",17,"HOCKLEY COUNTY","LEVELLAND ISD",110902,"TRADITIONAL ISD/CSD","Female",1460
"2017-2018",17,"HOCKLEY COUNTY","LEVELLAND ISD",110902,"TRADITIONAL ISD/CSD","Male",1538
"2017-2018",07,"RUSK COUNTY","LEVERETTS CHAPEL ISD",201904,"TRADITIONAL ISD/CSD","Female",122
"2017-2018",07,"RUSK COUNTY","LEVERETTS CHAPEL ISD",201904,"TRADITIONAL ISD/CSD","Male",137
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"TRADITIONAL ISD/CSD","Female",25497
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"TRADITIONAL ISD/CSD","Male",26975
"2017-2018",13,"LEE COUNTY","LEXINGTON ISD",144902,"TRADITIONAL ISD/CSD","Female",520
"2017-2018",13,"LEE COUNTY","LEXINGTON ISD",144902,"TRADITIONAL ISD/CSD","Male",502
"2017-2018",13,"WILLIAMSON COUNTY","LIBERTY HILL ISD",246908,"TRADITIONAL ISD/CSD","Female",1985
"2017-2018",13,"WILLIAMSON COUNTY","LIBERTY HILL ISD",246908,"TRADITIONAL ISD/CSD","Male",2038
"2017-2018",05,"LIBERTY COUNTY","LIBERTY ISD",146906,"TRADITIONAL ISD/CSD","Female",1039
"2017-2018",05,"LIBERTY COUNTY","LIBERTY ISD",146906,"TRADITIONAL ISD/CSD","Male",1069
"2017-2018",08,"BOWIE COUNTY","LIBERTY-EYLAU ISD",019908,"TRADITIONAL ISD/CSD","Female",1222
"2017-2018",08,"BOWIE COUNTY","LIBERTY-EYLAU ISD",019908,"TRADITIONAL ISD/CSD","Male",1284
"2017-2018",10,"DALLAS COUNTY","LIFE SCHOOL",057807,"OPEN ENROLLMENT CHARTER","Female",2839
"2017-2018",10,"DALLAS COUNTY","LIFE SCHOOL",057807,"OPEN ENROLLMENT CHARTER","Male",2823
"2017-2018",20,"BEXAR COUNTY","LIGHTHOUSE CHARTER SCHOOL",015825,"OPEN ENROLLMENT CHARTER","Female",167
"2017-2018",20,"BEXAR COUNTY","LIGHTHOUSE CHARTER SCHOOL",015825,"OPEN ENROLLMENT CHARTER","Male",135
"2017-2018",07,"SMITH COUNTY","LINDALE ISD",212903,"TRADITIONAL ISD/CSD","Female",1988
"2017-2018",07,"SMITH COUNTY","LINDALE ISD",212903,"TRADITIONAL ISD/CSD","Male",2087
"2017-2018",08,"CASS COUNTY","LINDEN-KILDARE CISD",034905,"TRADITIONAL ISD/CSD","Female",354
"2017-2018",08,"CASS COUNTY","LINDEN-KILDARE CISD",034905,"TRADITIONAL ISD/CSD","Male",343
"2017-2018",11,"COOKE COUNTY","LINDSAY ISD",049907,"TRADITIONAL ISD/CSD","Female",248
"2017-2018",11,"COOKE COUNTY","LINDSAY ISD",049907,"TRADITIONAL ISD/CSD","Male",248
"2017-2018",11,"ERATH COUNTY","LINGLEVILLE ISD",072909,"TRADITIONAL ISD/CSD","Female",124
"2017-2018",11,"ERATH COUNTY","LINGLEVILLE ISD",072909,"TRADITIONAL ISD/CSD","Male",151
"2017-2018",11,"HOOD COUNTY","LIPAN ISD",111902,"TRADITIONAL ISD/CSD","Female",196
"2017-2018",11,"HOOD COUNTY","LIPAN ISD",111902,"TRADITIONAL ISD/CSD","Male",194
"2017-2018",05,"ORANGE COUNTY","LITTLE CYPRESS-MAURICEVILLE CISD",181908,"TRADITIONAL ISD/CSD","Female",1457
"2017-2018",05,"ORANGE COUNTY","LITTLE CYPRESS-MAURICEVILLE CISD",181908,"TRADITIONAL ISD/CSD","Male",1696
"2017-2018",11,"DENTON COUNTY","LITTLE ELM ISD",061914,"TRADITIONAL ISD/CSD","Female",3588
"2017-2018",11,"DENTON COUNTY","LITTLE ELM ISD",061914,"TRADITIONAL ISD/CSD","Male",3938
"2017-2018",17,"LAMB COUNTY","LITTLEFIELD ISD",140904,"TRADITIONAL ISD/CSD","Female",650
"2017-2018",17,"LAMB COUNTY","LITTLEFIELD ISD",140904,"TRADITIONAL ISD/CSD","Male",699
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Female",1958
"2017-2018",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Male",2106
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Female",865
"2017-2018",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Male",928
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Female",2899
"2017-2018",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Male",3026
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Female",223
"2017-2018",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Male",236
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Female",55
"2017-2018",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Male",52
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Female",137
"2017-2018",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Male",145
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Female",531
"2017-2018",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Male",515
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Female",495
"2017-2018",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Male",551
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Female",60
"2017-2018",10,"COLLIN COUNTY","LONE STAR LANGUAGE ACADEMY",043802,"OPEN ENROLLMENT CHARTER","Male",51
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Female",4173
"2017-2018",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Male",4398
"2017-2018",17,"GAINES COUNTY","LOOP ISD",083902,"TRADITIONAL ISD/CSD","Female",82
"2017-2018",17,"GAINES COUNTY","LOOP ISD",083902,"TRADITIONAL ISD/CSD","Male",73
"2017-2018",14,"MITCHELL COUNTY","LORAINE ISD",168902,"TRADITIONAL ISD/CSD","Female",70
"2017-2018",14,"MITCHELL COUNTY","LORAINE ISD",168902,"TRADITIONAL ISD/CSD","Male",89
"2017-2018",12,"MCLENNAN COUNTY","LORENA ISD",161907,"TRADITIONAL ISD/CSD","Female",862
"2017-2018",12,"MCLENNAN COUNTY","LORENA ISD",161907,"TRADITIONAL ISD/CSD","Male",901
"2017-2018",17,"CROSBY COUNTY","LORENZO ISD",054902,"TRADITIONAL ISD/CSD","Female",143
"2017-2018",17,"CROSBY COUNTY","LORENZO ISD",054902,"TRADITIONAL ISD/CSD","Male",116
"2017-2018",01,"CAMERON COUNTY","LOS FRESNOS CISD",031906,"TRADITIONAL ISD/CSD","Female",5178
"2017-2018",01,"CAMERON COUNTY","LOS FRESNOS CISD",031906,"TRADITIONAL ISD/CSD","Male",5611
"2017-2018",03,"WHARTON COUNTY","LOUISE ISD",241906,"TRADITIONAL ISD/CSD","Female",255
"2017-2018",03,"WHARTON COUNTY","LOUISE ISD",241906,"TRADITIONAL ISD/CSD","Male",264
"2017-2018",10,"COLLIN COUNTY","LOVEJOY ISD",043919,"TRADITIONAL ISD/CSD","Female",2041
"2017-2018",10,"COLLIN COUNTY","LOVEJOY ISD",043919,"TRADITIONAL ISD/CSD","Male",2181
"2017-2018",06,"HOUSTON COUNTY","LOVELADY ISD",113903,"TRADITIONAL ISD/CSD","Female",262
"2017-2018",06,"HOUSTON COUNTY","LOVELADY ISD",113903,"TRADITIONAL ISD/CSD","Male",285
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"TRADITIONAL ISD/CSD","Female",13793
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"TRADITIONAL ISD/CSD","Male",14205
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK-COOPER ISD",152906,"TRADITIONAL ISD/CSD","Female",3091
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK-COOPER ISD",152906,"TRADITIONAL ISD/CSD","Male",3234
"2017-2018",14,"JONES COUNTY","LUEDERS-AVOCA ISD",127905,"TRADITIONAL ISD/CSD","Female",45
"2017-2018",14,"JONES COUNTY","LUEDERS-AVOCA ISD",127905,"TRADITIONAL ISD/CSD","Male",61
"2017-2018",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"TRADITIONAL ISD/CSD","Female",3896
"2017-2018",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"TRADITIONAL ISD/CSD","Male",4096
"2017-2018",13,"CALDWELL COUNTY","LULING ISD",028903,"TRADITIONAL ISD/CSD","Female",710
"2017-2018",13,"CALDWELL COUNTY","LULING ISD",028903,"TRADITIONAL ISD/CSD","Male",722
"2017-2018",05,"HARDIN COUNTY","LUMBERTON ISD",100907,"TRADITIONAL ISD/CSD","Female",1929
"2017-2018",05,"HARDIN COUNTY","LUMBERTON ISD",100907,"TRADITIONAL ISD/CSD","Male",2057
"2017-2018",10,"DALLAS COUNTY","LUMIN EDUCATION",057805,"OPEN ENROLLMENT CHARTER","Female",153
"2017-2018",10,"DALLAS COUNTY","LUMIN EDUCATION",057805,"OPEN ENROLLMENT CHARTER","Male",160
"2017-2018",01,"WILLACY COUNTY","LYFORD CISD",245902,"TRADITIONAL ISD/CSD","Female",776
"2017-2018",01,"WILLACY COUNTY","LYFORD CISD",245902,"TRADITIONAL ISD/CSD","Male",775
"2017-2018",20,"ATASCOSA COUNTY","LYTLE ISD",007904,"TRADITIONAL ISD/CSD","Female",816
"2017-2018",20,"ATASCOSA COUNTY","LYTLE ISD",007904,"TRADITIONAL ISD/CSD","Male",882
"2017-2018",10,"KAUFMAN COUNTY","MABANK ISD",129905,"TRADITIONAL ISD/CSD","Female",1665
"2017-2018",10,"KAUFMAN COUNTY","MABANK ISD",129905,"TRADITIONAL ISD/CSD","Male",1848
"2017-2018",06,"MADISON COUNTY","MADISONVILLE CISD",154901,"TRADITIONAL ISD/CSD","Female",1144
"2017-2018",06,"MADISON COUNTY","MADISONVILLE CISD",154901,"TRADITIONAL ISD/CSD","Male",1214
"2017-2018",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"TRADITIONAL ISD/CSD","Female",6288
"2017-2018",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"TRADITIONAL ISD/CSD","Male",6705
"2017-2018",07,"HENDERSON COUNTY","MALAKOFF ISD",107906,"TRADITIONAL ISD/CSD","Female",674
"2017-2018",07,"HENDERSON COUNTY","MALAKOFF ISD",107906,"TRADITIONAL ISD/CSD","Male",716
"2017-2018",12,"HILL COUNTY","MALONE ISD",109908,"TRADITIONAL ISD/CSD","Female",71
"2017-2018",12,"HILL COUNTY","MALONE ISD",109908,"TRADITIONAL ISD/CSD","Male",87
"2017-2018",08,"BOWIE COUNTY","MALTA ISD",019910,"TRADITIONAL ISD/CSD","Female",76
"2017-2018",08,"BOWIE COUNTY","MALTA ISD",019910,"TRADITIONAL ISD/CSD","Male",111
"2017-2018",10,"DALLAS COUNTY","MANARA ACADEMY",057844,"OPEN ENROLLMENT CHARTER","Female",477
"2017-2018",10,"DALLAS COUNTY","MANARA ACADEMY",057844,"OPEN ENROLLMENT CHARTER","Male",402
"2017-2018",13,"TRAVIS COUNTY","MANOR ISD",227907,"TRADITIONAL ISD/CSD","Female",4437
"2017-2018",13,"TRAVIS COUNTY","MANOR ISD",227907,"TRADITIONAL ISD/CSD","Male",4672
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"TRADITIONAL ISD/CSD","Female",16890
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"TRADITIONAL ISD/CSD","Male",18164
"2017-2018",18,"BREWSTER COUNTY","MARATHON ISD",022902,"TRADITIONAL ISD/CSD","Female",31
"2017-2018",18,"BREWSTER COUNTY","MARATHON ISD",022902,"TRADITIONAL ISD/CSD","Male",32
"2017-2018",13,"BURNET COUNTY","MARBLE FALLS ISD",027904,"TRADITIONAL ISD/CSD","Female",1997
"2017-2018",13,"BURNET COUNTY","MARBLE FALLS ISD",027904,"TRADITIONAL ISD/CSD","Male",2235
"2017-2018",18,"PRESIDIO COUNTY","MARFA ISD",189901,"TRADITIONAL ISD/CSD","Female",162
"2017-2018",18,"PRESIDIO COUNTY","MARFA ISD",189901,"TRADITIONAL ISD/CSD","Male",174
"2017-2018",20,"GUADALUPE COUNTY","MARION ISD",094904,"TRADITIONAL ISD/CSD","Female",707
"2017-2018",20,"GUADALUPE COUNTY","MARION ISD",094904,"TRADITIONAL ISD/CSD","Male",767
"2017-2018",12,"FALLS COUNTY","MARLIN ISD",073903,"TRADITIONAL ISD/CSD","Female",393
"2017-2018",12,"FALLS COUNTY","MARLIN ISD",073903,"TRADITIONAL ISD/CSD","Male",444
"2017-2018",07,"HARRISON COUNTY","MARSHALL ISD",102902,"TRADITIONAL ISD/CSD","Female",2667
"2017-2018",07,"HARRISON COUNTY","MARSHALL ISD",102902,"TRADITIONAL ISD/CSD","Male",2772
"2017-2018",12,"MCLENNAN COUNTY","MART ISD",161908,"TRADITIONAL ISD/CSD","Female",262
"2017-2018",12,"MCLENNAN COUNTY","MART ISD",161908,"TRADITIONAL ISD/CSD","Male",257
"2017-2018",07,"VAN ZANDT COUNTY","MARTINS MILL ISD",234905,"TRADITIONAL ISD/CSD","Female",264
"2017-2018",07,"VAN ZANDT COUNTY","MARTINS MILL ISD",234905,"TRADITIONAL ISD/CSD","Male",267
"2017-2018",07,"NACOGDOCHES COUNTY","MARTINSVILLE ISD",174909,"TRADITIONAL ISD/CSD","Female",199
"2017-2018",07,"NACOGDOCHES COUNTY","MARTINSVILLE ISD",174909,"TRADITIONAL ISD/CSD","Male",201
"2017-2018",15,"MASON COUNTY","MASON ISD",157901,"TRADITIONAL ISD/CSD","Female",348
"2017-2018",15,"MASON COUNTY","MASON ISD",157901,"TRADITIONAL ISD/CSD","Male",380
"2017-2018",03,"MATAGORDA COUNTY","MATAGORDA ISD",158904,"TRADITIONAL ISD/CSD","Female",83
"2017-2018",03,"MATAGORDA COUNTY","MATAGORDA ISD",158904,"TRADITIONAL ISD/CSD","Male",75
"2017-2018",02,"SAN PATRICIO COUNTY","MATHIS ISD",205904,"TRADITIONAL ISD/CSD","Female",762
"2017-2018",02,"SAN PATRICIO COUNTY","MATHIS ISD",205904,"TRADITIONAL ISD/CSD","Male",873
"2017-2018",08,"BOWIE COUNTY","MAUD ISD",019903,"TRADITIONAL ISD/CSD","Female",228
"2017-2018",08,"BOWIE COUNTY","MAUD ISD",019903,"TRADITIONAL ISD/CSD","Male",260
"2017-2018",15,"BROWN COUNTY","MAY ISD",025905,"TRADITIONAL ISD/CSD","Female",134
"2017-2018",15,"BROWN COUNTY","MAY ISD",025905,"TRADITIONAL ISD/CSD","Male",164
"2017-2018",10,"ELLIS COUNTY","MAYPEARL ISD",070915,"TRADITIONAL ISD/CSD","Female",552
"2017-2018",10,"ELLIS COUNTY","MAYPEARL ISD",070915,"TRADITIONAL ISD/CSD","Male",635
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"TRADITIONAL ISD/CSD","Female",11562
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"TRADITIONAL ISD/CSD","Male",12159
"2017-2018",18,"UPTON COUNTY","MCCAMEY ISD",231901,"TRADITIONAL ISD/CSD","Female",281
"2017-2018",18,"UPTON COUNTY","MCCAMEY ISD",231901,"TRADITIONAL ISD/CSD","Male",275
"2017-2018",13,"BASTROP COUNTY","MCDADE ISD",011905,"TRADITIONAL ISD/CSD","Female",175
"2017-2018",13,"BASTROP COUNTY","MCDADE ISD",011905,"TRADITIONAL ISD/CSD","Male",150
"2017-2018",12,"MCLENNAN COUNTY","MCGREGOR ISD",161909,"TRADITIONAL ISD/CSD","Female",690
"2017-2018",12,"MCLENNAN COUNTY","MCGREGOR ISD",161909,"TRADITIONAL ISD/CSD","Male",769
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"TRADITIONAL ISD/CSD","Female",12116
"2017-2018",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"TRADITIONAL ISD/CSD","Male",12843
"2017-2018",16,"GRAY COUNTY","MCLEAN ISD",090903,"TRADITIONAL ISD/CSD","Female",120
"2017-2018",16,"GRAY COUNTY","MCLEAN ISD",090903,"TRADITIONAL ISD/CSD","Male",131
"2017-2018",08,"CASS COUNTY","MCLEOD ISD",034906,"TRADITIONAL ISD/CSD","Female",178
"2017-2018",08,"CASS COUNTY","MCLEOD ISD",034906,"TRADITIONAL ISD/CSD","Male",204
"2017-2018",02,"MCMULLEN COUNTY","MCMULLEN COUNTY ISD",162904,"TRADITIONAL ISD/CSD","Female",132
"2017-2018",02,"MCMULLEN COUNTY","MCMULLEN COUNTY ISD",162904,"TRADITIONAL ISD/CSD","Male",125
"2017-2018",17,"TERRY COUNTY","MEADOW ISD",223902,"TRADITIONAL ISD/CSD","Female",156
"2017-2018",17,"TERRY COUNTY","MEADOW ISD",223902,"TRADITIONAL ISD/CSD","Male",126
"2017-2018",20,"KENDALL COUNTY","MEADOWLAND CHARTER DISTRICT",130801,"OPEN ENROLLMENT CHARTER","Female",36
"2017-2018",20,"KENDALL COUNTY","MEADOWLAND CHARTER DISTRICT",130801,"OPEN ENROLLMENT CHARTER","Male",103
"2017-2018",20,"BANDERA COUNTY","MEDINA ISD",010901,"TRADITIONAL ISD/CSD","Female",162
"2017-2018",20,"BANDERA COUNTY","MEDINA ISD",010901,"TRADITIONAL ISD/CSD","Male",160
"2017-2018",20,"MEDINA COUNTY","MEDINA VALLEY ISD",163908,"TRADITIONAL ISD/CSD","Female",2430
"2017-2018",20,"MEDINA COUNTY","MEDINA VALLEY ISD",163908,"TRADITIONAL ISD/CSD","Male",2658
"2017-2018",10,"COLLIN COUNTY","MELISSA ISD",043908,"TRADITIONAL ISD/CSD","Female",1310
"2017-2018",10,"COLLIN COUNTY","MELISSA ISD",043908,"TRADITIONAL ISD/CSD","Male",1482
"2017-2018",16,"HALL COUNTY","MEMPHIS ISD",096904,"TRADITIONAL ISD/CSD","Female",240
"2017-2018",16,"HALL COUNTY","MEMPHIS ISD",096904,"TRADITIONAL ISD/CSD","Male",263
"2017-2018",15,"MENARD COUNTY","MENARD ISD",164901,"TRADITIONAL ISD/CSD","Female",149
"2017-2018",15,"MENARD COUNTY","MENARD ISD",164901,"TRADITIONAL ISD/CSD","Male",166
"2017-2018",01,"HIDALGO COUNTY","MERCEDES ISD",108907,"TRADITIONAL ISD/CSD","Female",2660
"2017-2018",01,"HIDALGO COUNTY","MERCEDES ISD",108907,"TRADITIONAL ISD/CSD","Male",2870
"2017-2018",12,"BOSQUE COUNTY","MERIDIAN ISD",018902,"TRADITIONAL ISD/CSD","Female",214
"2017-2018",12,"BOSQUE COUNTY","MERIDIAN ISD",018902,"TRADITIONAL ISD/CSD","Male",260
"2017-2018",13,"WILLIAMSON COUNTY","MERIDIAN WORLD SCHOOL LLC",246801,"OPEN ENROLLMENT CHARTER","Female",794
"2017-2018",13,"WILLIAMSON COUNTY","MERIDIAN WORLD SCHOOL LLC",246801,"OPEN ENROLLMENT CHARTER","Male",800
"2017-2018",14,"TAYLOR COUNTY","MERKEL ISD",221904,"TRADITIONAL ISD/CSD","Female",593
"2017-2018",14,"TAYLOR COUNTY","MERKEL ISD",221904,"TRADITIONAL ISD/CSD","Male",575
"2017-2018",10,"DALLAS COUNTY","MESQUITE ISD",057914,"TRADITIONAL ISD/CSD","Female",19977
"2017-2018",10,"DALLAS COUNTY","MESQUITE ISD",057914,"TRADITIONAL ISD/CSD","Male",21045
"2017-2018",12,"LIMESTONE COUNTY","MEXIA ISD",147903,"TRADITIONAL ISD/CSD","Female",830
"2017-2018",12,"LIMESTONE COUNTY","MEXIA ISD",147903,"TRADITIONAL ISD/CSD","Male",969
"2017-2018",04,"HARRIS COUNTY","MEYERPARK ELEMENTARY",101855,"OPEN ENROLLMENT CHARTER","Female",117
"2017-2018",04,"HARRIS COUNTY","MEYERPARK ELEMENTARY",101855,"OPEN ENROLLMENT CHARTER","Male",128
"2017-2018",03,"DEWITT COUNTY","MEYERSVILLE ISD",062906,"TRADITIONAL ISD/CSD","Female",54
"2017-2018",03,"DEWITT COUNTY","MEYERSVILLE ISD",062906,"TRADITIONAL ISD/CSD","Male",66
"2017-2018",16,"ROBERTS COUNTY","MIAMI ISD",197902,"TRADITIONAL ISD/CSD","Female",111
"2017-2018",16,"ROBERTS COUNTY","MIAMI ISD",197902,"TRADITIONAL ISD/CSD","Male",108
"2017-2018",18,"MIDLAND COUNTY","MIDLAND ACADEMY CHARTER SCHOOL",165802,"OPEN ENROLLMENT CHARTER","Female",239
"2017-2018",18,"MIDLAND COUNTY","MIDLAND ACADEMY CHARTER SCHOOL",165802,"OPEN ENROLLMENT CHARTER","Male",174
"2017-2018",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"TRADITIONAL ISD/CSD","Female",12436
"2017-2018",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"TRADITIONAL ISD/CSD","Male",13280
"2017-2018",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"TRADITIONAL ISD/CSD","Female",4291
"2017-2018",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"TRADITIONAL ISD/CSD","Male",4581
"2017-2018",01,"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT",108804,"OPEN ENROLLMENT CHARTER","Female",205
"2017-2018",01,"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT",108804,"OPEN ENROLLMENT CHARTER","Male",179
"2017-2018",09,"CLAY COUNTY","MIDWAY ISD",039905,"TRADITIONAL ISD/CSD","Female",71
"2017-2018",12,"MCLENNAN COUNTY","MIDWAY ISD",161903,"TRADITIONAL ISD/CSD","Female",3938
