"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2016-2017",06,"LEON COUNTY","LEON ISD",145911,"TRADITIONAL ISD/CSD","Female",396
"2016-2017",06,"LEON COUNTY","LEON ISD",145911,"TRADITIONAL ISD/CSD","Male",376
"2016-2017",10,"FANNIN COUNTY","LEONARD ISD",074909,"TRADITIONAL ISD/CSD","Female",448
"2016-2017",10,"FANNIN COUNTY","LEONARD ISD",074909,"TRADITIONAL ISD/CSD","Male",470
"2016-2017",17,"HOCKLEY COUNTY","LEVELLAND ISD",110902,"TRADITIONAL ISD/CSD","Female",1493
"2016-2017",17,"HOCKLEY COUNTY","LEVELLAND ISD",110902,"TRADITIONAL ISD/CSD","Male",1518
"2016-2017",07,"RUSK COUNTY","LEVERETTS CHAPEL ISD",201904,"TRADITIONAL ISD/CSD","Female",121
"2016-2017",07,"RUSK COUNTY","LEVERETTS CHAPEL ISD",201904,"TRADITIONAL ISD/CSD","Male",139
"2016-2017",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"TRADITIONAL ISD/CSD","Female",25883
"2016-2017",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"TRADITIONAL ISD/CSD","Male",27374
"2016-2017",13,"LEE COUNTY","LEXINGTON ISD",144902,"TRADITIONAL ISD/CSD","Female",514
"2016-2017",13,"LEE COUNTY","LEXINGTON ISD",144902,"TRADITIONAL ISD/CSD","Male",472
"2016-2017",13,"WILLIAMSON COUNTY","LIBERTY HILL ISD",246908,"TRADITIONAL ISD/CSD","Female",1851
"2016-2017",13,"WILLIAMSON COUNTY","LIBERTY HILL ISD",246908,"TRADITIONAL ISD/CSD","Male",1826
"2016-2017",04,"LIBERTY COUNTY","LIBERTY ISD",146906,"TRADITIONAL ISD/CSD","Female",1062
"2016-2017",04,"LIBERTY COUNTY","LIBERTY ISD",146906,"TRADITIONAL ISD/CSD","Male",1081
"2016-2017",08,"BOWIE COUNTY","LIBERTY-EYLAU ISD",019908,"TRADITIONAL ISD/CSD","Female",1251
"2016-2017",08,"BOWIE COUNTY","LIBERTY-EYLAU ISD",019908,"TRADITIONAL ISD/CSD","Male",1292
"2016-2017",10,"DALLAS COUNTY","LIFE SCHOOL",057807,"OPEN ENROLLMENT CHARTER","Female",2919
"2016-2017",10,"DALLAS COUNTY","LIFE SCHOOL",057807,"OPEN ENROLLMENT CHARTER","Male",2749
"2016-2017",20,"BEXAR COUNTY","LIGHTHOUSE CHARTER SCHOOL",015825,"OPEN ENROLLMENT CHARTER","Female",152
"2016-2017",20,"BEXAR COUNTY","LIGHTHOUSE CHARTER SCHOOL",015825,"OPEN ENROLLMENT CHARTER","Male",143
"2016-2017",07,"SMITH COUNTY","LINDALE ISD",212903,"TRADITIONAL ISD/CSD","Female",1967
"2016-2017",07,"SMITH COUNTY","LINDALE ISD",212903,"TRADITIONAL ISD/CSD","Male",2079
"2016-2017",08,"CASS COUNTY","LINDEN-KILDARE CISD",034905,"TRADITIONAL ISD/CSD","Female",368
"2016-2017",08,"CASS COUNTY","LINDEN-KILDARE CISD",034905,"TRADITIONAL ISD/CSD","Male",340
"2016-2017",11,"COOKE COUNTY","LINDSAY ISD",049907,"TRADITIONAL ISD/CSD","Female",241
"2016-2017",11,"COOKE COUNTY","LINDSAY ISD",049907,"TRADITIONAL ISD/CSD","Male",249
"2016-2017",11,"ERATH COUNTY","LINGLEVILLE ISD",072909,"TRADITIONAL ISD/CSD","Female",122
"2016-2017",11,"ERATH COUNTY","LINGLEVILLE ISD",072909,"TRADITIONAL ISD/CSD","Male",149
"2016-2017",11,"HOOD COUNTY","LIPAN ISD",111902,"TRADITIONAL ISD/CSD","Female",183
"2016-2017",11,"HOOD COUNTY","LIPAN ISD",111902,"TRADITIONAL ISD/CSD","Male",196
"2016-2017",05,"ORANGE COUNTY","LITTLE CYPRESS-MAURICEVILLE CISD",181908,"TRADITIONAL ISD/CSD","Female",1560
"2016-2017",05,"ORANGE COUNTY","LITTLE CYPRESS-MAURICEVILLE CISD",181908,"TRADITIONAL ISD/CSD","Male",1795
"2016-2017",11,"DENTON COUNTY","LITTLE ELM ISD",061914,"TRADITIONAL ISD/CSD","Female",3492
"2016-2017",11,"DENTON COUNTY","LITTLE ELM ISD",061914,"TRADITIONAL ISD/CSD","Male",3883
"2016-2017",17,"LAMB COUNTY","LITTLEFIELD ISD",140904,"TRADITIONAL ISD/CSD","Female",682
"2016-2017",17,"LAMB COUNTY","LITTLEFIELD ISD",140904,"TRADITIONAL ISD/CSD","Male",712
"2016-2017",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Female",1972
"2016-2017",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Male",2097
"2016-2017",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Female",877
"2016-2017",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Male",982
"2016-2017",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Female",2794
"2016-2017",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Male",2886
"2016-2017",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Female",222
"2016-2017",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Male",242
"2016-2017",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Female",53
"2016-2017",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Male",43
"2016-2017",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Female",139
"2016-2017",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Male",136
"2016-2017",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Female",487
"2016-2017",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Male",472
"2016-2017",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Female",490
"2016-2017",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Male",542
"2016-2017",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Female",4226
"2016-2017",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Male",4479
"2016-2017",17,"GAINES COUNTY","LOOP ISD",083902,"TRADITIONAL ISD/CSD","Female",72
"2016-2017",17,"GAINES COUNTY","LOOP ISD",083902,"TRADITIONAL ISD/CSD","Male",62
"2016-2017",14,"MITCHELL COUNTY","LORAINE ISD",168902,"TRADITIONAL ISD/CSD","Female",77
"2016-2017",14,"MITCHELL COUNTY","LORAINE ISD",168902,"TRADITIONAL ISD/CSD","Male",93
"2016-2017",12,"MCLENNAN COUNTY","LORENA ISD",161907,"TRADITIONAL ISD/CSD","Female",840
"2016-2017",12,"MCLENNAN COUNTY","LORENA ISD",161907,"TRADITIONAL ISD/CSD","Male",856
"2016-2017",17,"CROSBY COUNTY","LORENZO ISD",054902,"TRADITIONAL ISD/CSD","Female",152
"2016-2017",17,"CROSBY COUNTY","LORENZO ISD",054902,"TRADITIONAL ISD/CSD","Male",125
"2016-2017",01,"CAMERON COUNTY","LOS FRESNOS CISD",031906,"TRADITIONAL ISD/CSD","Female",5218
"2016-2017",01,"CAMERON COUNTY","LOS FRESNOS CISD",031906,"TRADITIONAL ISD/CSD","Male",5622
"2016-2017",03,"WHARTON COUNTY","LOUISE ISD",241906,"TRADITIONAL ISD/CSD","Female",236
"2016-2017",03,"WHARTON COUNTY","LOUISE ISD",241906,"TRADITIONAL ISD/CSD","Male",246
"2016-2017",10,"COLLIN COUNTY","LOVEJOY ISD",043919,"TRADITIONAL ISD/CSD","Female",1962
"2016-2017",10,"COLLIN COUNTY","LOVEJOY ISD",043919,"TRADITIONAL ISD/CSD","Male",2108
"2016-2017",06,"HOUSTON COUNTY","LOVELADY ISD",113903,"TRADITIONAL ISD/CSD","Female",255
"2016-2017",06,"HOUSTON COUNTY","LOVELADY ISD",113903,"TRADITIONAL ISD/CSD","Male",279
"2016-2017",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"TRADITIONAL ISD/CSD","Female",13956
"2016-2017",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"TRADITIONAL ISD/CSD","Male",14559
"2016-2017",17,"LUBBOCK COUNTY","LUBBOCK-COOPER ISD",152906,"TRADITIONAL ISD/CSD","Female",2908
"2016-2017",17,"LUBBOCK COUNTY","LUBBOCK-COOPER ISD",152906,"TRADITIONAL ISD/CSD","Male",3061
"2016-2017",14,"JONES COUNTY","LUEDERS-AVOCA ISD",127905,"TRADITIONAL ISD/CSD","Female",41
"2016-2017",14,"JONES COUNTY","LUEDERS-AVOCA ISD",127905,"TRADITIONAL ISD/CSD","Male",67
"2016-2017",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"TRADITIONAL ISD/CSD","Female",3987
"2016-2017",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"TRADITIONAL ISD/CSD","Male",4229
"2016-2017",13,"CALDWELL COUNTY","LULING ISD",028903,"TRADITIONAL ISD/CSD","Female",718
"2016-2017",13,"CALDWELL COUNTY","LULING ISD",028903,"TRADITIONAL ISD/CSD","Male",727
"2016-2017",05,"HARDIN COUNTY","LUMBERTON ISD",100907,"TRADITIONAL ISD/CSD","Female",1901
"2016-2017",05,"HARDIN COUNTY","LUMBERTON ISD",100907,"TRADITIONAL ISD/CSD","Male",2010
"2016-2017",10,"DALLAS COUNTY","LUMIN EDUCATION",057805,"OPEN ENROLLMENT CHARTER","Female",138
"2016-2017",10,"DALLAS COUNTY","LUMIN EDUCATION",057805,"OPEN ENROLLMENT CHARTER","Male",155
"2016-2017",01,"WILLACY COUNTY","LYFORD CISD",245902,"TRADITIONAL ISD/CSD","Female",792
"2016-2017",01,"WILLACY COUNTY","LYFORD CISD",245902,"TRADITIONAL ISD/CSD","Male",777
"2016-2017",20,"ATASCOSA COUNTY","LYTLE ISD",007904,"TRADITIONAL ISD/CSD","Female",778
"2016-2017",20,"ATASCOSA COUNTY","LYTLE ISD",007904,"TRADITIONAL ISD/CSD","Male",822
"2016-2017",10,"KAUFMAN COUNTY","MABANK ISD",129905,"TRADITIONAL ISD/CSD","Female",1630
"2016-2017",10,"KAUFMAN COUNTY","MABANK ISD",129905,"TRADITIONAL ISD/CSD","Male",1829
"2016-2017",06,"MADISON COUNTY","MADISONVILLE CISD",154901,"TRADITIONAL ISD/CSD","Female",1148
"2016-2017",06,"MADISON COUNTY","MADISONVILLE CISD",154901,"TRADITIONAL ISD/CSD","Male",1171
"2016-2017",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"TRADITIONAL ISD/CSD","Female",6214
"2016-2017",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"TRADITIONAL ISD/CSD","Male",6602
"2016-2017",07,"HENDERSON COUNTY","MALAKOFF ISD",107906,"TRADITIONAL ISD/CSD","Female",652
"2016-2017",07,"HENDERSON COUNTY","MALAKOFF ISD",107906,"TRADITIONAL ISD/CSD","Male",705
"2016-2017",12,"HILL COUNTY","MALONE ISD",109908,"TRADITIONAL ISD/CSD","Female",66
"2016-2017",12,"HILL COUNTY","MALONE ISD",109908,"TRADITIONAL ISD/CSD","Male",72
"2016-2017",08,"BOWIE COUNTY","MALTA ISD",019910,"TRADITIONAL ISD/CSD","Female",65
"2016-2017",08,"BOWIE COUNTY","MALTA ISD",019910,"TRADITIONAL ISD/CSD","Male",84
"2016-2017",10,"DALLAS COUNTY","MANARA ACADEMY",057844,"OPEN ENROLLMENT CHARTER","Female",498
"2016-2017",10,"DALLAS COUNTY","MANARA ACADEMY",057844,"OPEN ENROLLMENT CHARTER","Male",419
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"TRADITIONAL ISD/CSD","Female",4342
"2016-2017",13,"TRAVIS COUNTY","MANOR ISD",227907,"TRADITIONAL ISD/CSD","Male",4528
"2016-2017",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"TRADITIONAL ISD/CSD","Female",16546
"2016-2017",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"TRADITIONAL ISD/CSD","Male",17763
"2016-2017",18,"BREWSTER COUNTY","MARATHON ISD",022902,"TRADITIONAL ISD/CSD","Female",37
"2016-2017",18,"BREWSTER COUNTY","MARATHON ISD",022902,"TRADITIONAL ISD/CSD","Male",33
"2016-2017",13,"BURNET COUNTY","MARBLE FALLS ISD",027904,"TRADITIONAL ISD/CSD","Female",2030
"2016-2017",13,"BURNET COUNTY","MARBLE FALLS ISD",027904,"TRADITIONAL ISD/CSD","Male",2253
"2016-2017",18,"PRESIDIO COUNTY","MARFA ISD",189901,"TRADITIONAL ISD/CSD","Female",165
"2016-2017",18,"PRESIDIO COUNTY","MARFA ISD",189901,"TRADITIONAL ISD/CSD","Male",192
"2016-2017",20,"GUADALUPE COUNTY","MARION ISD",094904,"TRADITIONAL ISD/CSD","Female",701
"2016-2017",20,"GUADALUPE COUNTY","MARION ISD",094904,"TRADITIONAL ISD/CSD","Male",742
"2016-2017",12,"FALLS COUNTY","MARLIN ISD",073903,"TRADITIONAL ISD/CSD","Female",416
"2016-2017",12,"FALLS COUNTY","MARLIN ISD",073903,"TRADITIONAL ISD/CSD","Male",454
"2016-2017",07,"HARRISON COUNTY","MARSHALL ISD",102902,"TRADITIONAL ISD/CSD","Female",2693
"2016-2017",07,"HARRISON COUNTY","MARSHALL ISD",102902,"TRADITIONAL ISD/CSD","Male",2799
"2016-2017",12,"MCLENNAN COUNTY","MART ISD",161908,"TRADITIONAL ISD/CSD","Female",262
"2016-2017",12,"MCLENNAN COUNTY","MART ISD",161908,"TRADITIONAL ISD/CSD","Male",265
"2016-2017",07,"VAN ZANDT COUNTY","MARTINS MILL ISD",234905,"TRADITIONAL ISD/CSD","Female",269
"2016-2017",07,"VAN ZANDT COUNTY","MARTINS MILL ISD",234905,"TRADITIONAL ISD/CSD","Male",254
"2016-2017",07,"NACOGDOCHES COUNTY","MARTINSVILLE ISD",174909,"TRADITIONAL ISD/CSD","Female",190
"2016-2017",07,"NACOGDOCHES COUNTY","MARTINSVILLE ISD",174909,"TRADITIONAL ISD/CSD","Male",195
"2016-2017",15,"MASON COUNTY","MASON ISD",157901,"TRADITIONAL ISD/CSD","Female",338
"2016-2017",15,"MASON COUNTY","MASON ISD",157901,"TRADITIONAL ISD/CSD","Male",369
"2016-2017",03,"MATAGORDA COUNTY","MATAGORDA ISD",158904,"TRADITIONAL ISD/CSD","Female",75
"2016-2017",03,"MATAGORDA COUNTY","MATAGORDA ISD",158904,"TRADITIONAL ISD/CSD","Male",98
"2016-2017",02,"SAN PATRICIO COUNTY","MATHIS ISD",205904,"TRADITIONAL ISD/CSD","Female",792
"2016-2017",02,"SAN PATRICIO COUNTY","MATHIS ISD",205904,"TRADITIONAL ISD/CSD","Male",894
"2016-2017",08,"BOWIE COUNTY","MAUD ISD",019903,"TRADITIONAL ISD/CSD","Female",225
"2016-2017",08,"BOWIE COUNTY","MAUD ISD",019903,"TRADITIONAL ISD/CSD","Male",253
"2016-2017",15,"BROWN COUNTY","MAY ISD",025905,"TRADITIONAL ISD/CSD","Female",135
"2016-2017",15,"BROWN COUNTY","MAY ISD",025905,"TRADITIONAL ISD/CSD","Male",163
"2016-2017",10,"ELLIS COUNTY","MAYPEARL ISD",070915,"TRADITIONAL ISD/CSD","Female",528
"2016-2017",10,"ELLIS COUNTY","MAYPEARL ISD",070915,"TRADITIONAL ISD/CSD","Male",571
"2016-2017",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"TRADITIONAL ISD/CSD","Female",11538
"2016-2017",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"TRADITIONAL ISD/CSD","Male",12288
"2016-2017",18,"UPTON COUNTY","MCCAMEY ISD",231901,"TRADITIONAL ISD/CSD","Female",259
"2016-2017",18,"UPTON COUNTY","MCCAMEY ISD",231901,"TRADITIONAL ISD/CSD","Male",283
"2016-2017",13,"BASTROP COUNTY","MCDADE ISD",011905,"TRADITIONAL ISD/CSD","Female",181
"2016-2017",13,"BASTROP COUNTY","MCDADE ISD",011905,"TRADITIONAL ISD/CSD","Male",164
"2016-2017",12,"MCLENNAN COUNTY","MCGREGOR ISD",161909,"TRADITIONAL ISD/CSD","Female",682
"2016-2017",12,"MCLENNAN COUNTY","MCGREGOR ISD",161909,"TRADITIONAL ISD/CSD","Male",779
"2016-2017",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"TRADITIONAL ISD/CSD","Female",12126
"2016-2017",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"TRADITIONAL ISD/CSD","Male",12725
"2016-2017",16,"GRAY COUNTY","MCLEAN ISD",090903,"TRADITIONAL ISD/CSD","Female",120
"2016-2017",16,"GRAY COUNTY","MCLEAN ISD",090903,"TRADITIONAL ISD/CSD","Male",125
"2016-2017",08,"CASS COUNTY","MCLEOD ISD",034906,"TRADITIONAL ISD/CSD","Female",172
"2016-2017",08,"CASS COUNTY","MCLEOD ISD",034906,"TRADITIONAL ISD/CSD","Male",197
"2016-2017",02,"MCMULLEN COUNTY","MCMULLEN COUNTY ISD",162904,"TRADITIONAL ISD/CSD","Female",138
"2016-2017",02,"MCMULLEN COUNTY","MCMULLEN COUNTY ISD",162904,"TRADITIONAL ISD/CSD","Male",127
"2016-2017",17,"TERRY COUNTY","MEADOW ISD",223902,"TRADITIONAL ISD/CSD","Female",169
"2016-2017",17,"TERRY COUNTY","MEADOW ISD",223902,"TRADITIONAL ISD/CSD","Male",149
"2016-2017",20,"KENDALL COUNTY","MEADOWLAND CHARTER SCHOOL",130801,"OPEN ENROLLMENT CHARTER","Female",33
"2016-2017",20,"KENDALL COUNTY","MEADOWLAND CHARTER SCHOOL",130801,"OPEN ENROLLMENT CHARTER","Male",53
"2016-2017",20,"BANDERA COUNTY","MEDINA ISD",010901,"TRADITIONAL ISD/CSD","Female",150
"2016-2017",20,"BANDERA COUNTY","MEDINA ISD",010901,"TRADITIONAL ISD/CSD","Male",148
"2016-2017",20,"MEDINA COUNTY","MEDINA VALLEY ISD",163908,"TRADITIONAL ISD/CSD","Female",2296
"2016-2017",20,"MEDINA COUNTY","MEDINA VALLEY ISD",163908,"TRADITIONAL ISD/CSD","Male",2409
"2016-2017",10,"COLLIN COUNTY","MELISSA ISD",043908,"TRADITIONAL ISD/CSD","Female",1242
"2016-2017",10,"COLLIN COUNTY","MELISSA ISD",043908,"TRADITIONAL ISD/CSD","Male",1388
"2016-2017",16,"HALL COUNTY","MEMPHIS ISD",096904,"TRADITIONAL ISD/CSD","Female",245
"2016-2017",16,"HALL COUNTY","MEMPHIS ISD",096904,"TRADITIONAL ISD/CSD","Male",278
"2016-2017",15,"MENARD COUNTY","MENARD ISD",164901,"TRADITIONAL ISD/CSD","Female",145
"2016-2017",15,"MENARD COUNTY","MENARD ISD",164901,"TRADITIONAL ISD/CSD","Male",149
"2016-2017",01,"HIDALGO COUNTY","MERCEDES ISD",108907,"TRADITIONAL ISD/CSD","Female",2691
"2016-2017",01,"HIDALGO COUNTY","MERCEDES ISD",108907,"TRADITIONAL ISD/CSD","Male",2847
"2016-2017",12,"BOSQUE COUNTY","MERIDIAN ISD",018902,"TRADITIONAL ISD/CSD","Female",223
"2016-2017",12,"BOSQUE COUNTY","MERIDIAN ISD",018902,"TRADITIONAL ISD/CSD","Male",256
"2016-2017",13,"WILLIAMSON COUNTY","MERIDIAN WORLD SCHOOL LLC",246801,"OPEN ENROLLMENT CHARTER","Female",717
"2016-2017",13,"WILLIAMSON COUNTY","MERIDIAN WORLD SCHOOL LLC",246801,"OPEN ENROLLMENT CHARTER","Male",704
"2016-2017",14,"TAYLOR COUNTY","MERKEL ISD",221904,"TRADITIONAL ISD/CSD","Female",546
"2016-2017",14,"TAYLOR COUNTY","MERKEL ISD",221904,"TRADITIONAL ISD/CSD","Male",559
"2016-2017",10,"DALLAS COUNTY","MESQUITE ISD",057914,"TRADITIONAL ISD/CSD","Female",20065
"2016-2017",10,"DALLAS COUNTY","MESQUITE ISD",057914,"TRADITIONAL ISD/CSD","Male",20973
"2016-2017",12,"LIMESTONE COUNTY","MEXIA ISD",147903,"TRADITIONAL ISD/CSD","Female",860
"2016-2017",12,"LIMESTONE COUNTY","MEXIA ISD",147903,"TRADITIONAL ISD/CSD","Male",961
"2016-2017",04,"HARRIS COUNTY","MEYERPARK ELEMENTARY",101855,"OPEN ENROLLMENT CHARTER","Female",115
"2016-2017",04,"HARRIS COUNTY","MEYERPARK ELEMENTARY",101855,"OPEN ENROLLMENT CHARTER","Male",128
"2016-2017",03,"DEWITT COUNTY","MEYERSVILLE ISD",062906,"TRADITIONAL ISD/CSD","Female",57
"2016-2017",03,"DEWITT COUNTY","MEYERSVILLE ISD",062906,"TRADITIONAL ISD/CSD","Male",53
"2016-2017",16,"ROBERTS COUNTY","MIAMI ISD",197902,"TRADITIONAL ISD/CSD","Female",91
"2016-2017",16,"ROBERTS COUNTY","MIAMI ISD",197902,"TRADITIONAL ISD/CSD","Male",104
"2016-2017",18,"MIDLAND COUNTY","MIDLAND ACADEMY CHARTER SCHOOL",165802,"OPEN ENROLLMENT CHARTER","Female",246
"2016-2017",18,"MIDLAND COUNTY","MIDLAND ACADEMY CHARTER SCHOOL",165802,"OPEN ENROLLMENT CHARTER","Male",182
"2016-2017",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"TRADITIONAL ISD/CSD","Female",11911
"2016-2017",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"TRADITIONAL ISD/CSD","Male",12781
"2016-2017",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"TRADITIONAL ISD/CSD","Female",4120
"2016-2017",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"TRADITIONAL ISD/CSD","Male",4321
"2016-2017",01,"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT",108804,"OPEN ENROLLMENT CHARTER","Female",201
"2016-2017",01,"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT",108804,"OPEN ENROLLMENT CHARTER","Male",182
"2016-2017",09,"CLAY COUNTY","MIDWAY ISD",039905,"TRADITIONAL ISD/CSD","Female",64
"2016-2017",12,"MCLENNAN COUNTY","MIDWAY ISD",161903,"TRADITIONAL ISD/CSD","Female",3867
"2016-2017",09,"CLAY COUNTY","MIDWAY ISD",039905,"TRADITIONAL ISD/CSD","Male",65
"2016-2017",12,"MCLENNAN COUNTY","MIDWAY ISD",161903,"TRADITIONAL ISD/CSD","Male",4031
"2016-2017",06,"MILAM COUNTY","MILANO ISD",166903,"TRADITIONAL ISD/CSD","Female",209
"2016-2017",06,"MILAM COUNTY","MILANO ISD",166903,"TRADITIONAL ISD/CSD","Male",203
"2016-2017",12,"NAVARRO COUNTY","MILDRED ISD",175910,"TRADITIONAL ISD/CSD","Female",359
"2016-2017",12,"NAVARRO COUNTY","MILDRED ISD",175910,"TRADITIONAL ISD/CSD","Male",368
"2016-2017",15,"RUNNELS COUNTY","MILES ISD",200902,"TRADITIONAL ISD/CSD","Female",214
"2016-2017",15,"RUNNELS COUNTY","MILES ISD",200902,"TRADITIONAL ISD/CSD","Male",241
"2016-2017",10,"ELLIS COUNTY","MILFORD ISD",070909,"TRADITIONAL ISD/CSD","Female",119
"2016-2017",10,"ELLIS COUNTY","MILFORD ISD",070909,"TRADITIONAL ISD/CSD","Male",139
"2016-2017",08,"HOPKINS COUNTY","MILLER GROVE ISD",112907,"TRADITIONAL ISD/CSD","Female",181
"2016-2017",08,"HOPKINS COUNTY","MILLER GROVE ISD",112907,"TRADITIONAL ISD/CSD","Male",135
"2016-2017",11,"PARKER COUNTY","MILLSAP ISD",184904,"TRADITIONAL ISD/CSD","Female",459
"2016-2017",11,"PARKER COUNTY","MILLSAP ISD",184904,"TRADITIONAL ISD/CSD","Male",515
"2016-2017",07,"WOOD COUNTY","MINEOLA ISD",250903,"TRADITIONAL ISD/CSD","Female",821
"2016-2017",07,"WOOD COUNTY","MINEOLA ISD",250903,"TRADITIONAL ISD/CSD","Male",804
"2016-2017",11,"PALO PINTO COUNTY","MINERAL WELLS ISD",182903,"TRADITIONAL ISD/CSD","Female",1561
"2016-2017",11,"PALO PINTO COUNTY","MINERAL WELLS ISD",182903,"TRADITIONAL ISD/CSD","Male",1705
"2016-2017",01,"HIDALGO COUNTY","MISSION CISD",108908,"TRADITIONAL ISD/CSD","Female",7605
"2016-2017",01,"HIDALGO COUNTY","MISSION CISD",108908,"TRADITIONAL ISD/CSD","Male",8277
"2016-2017",18,"WARD COUNTY","MONAHANS-WICKETT-PYOTE ISD",238902,"TRADITIONAL ISD/CSD","Female",1154
"2016-2017",18,"WARD COUNTY","MONAHANS-WICKETT-PYOTE ISD",238902,"TRADITIONAL ISD/CSD","Male",1173
"2016-2017",09,"MONTAGUE COUNTY","MONTAGUE ISD",169908,"TRADITIONAL ISD/CSD","Female",82
"2016-2017",09,"MONTAGUE COUNTY","MONTAGUE ISD",169908,"TRADITIONAL ISD/CSD","Male",64
"2016-2017",01,"HIDALGO COUNTY","MONTE ALTO ISD",108915,"TRADITIONAL ISD/CSD","Female",502
"2016-2017",01,"HIDALGO COUNTY","MONTE ALTO ISD",108915,"TRADITIONAL ISD/CSD","Male",573
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"OPEN ENROLLMENT CHARTER","Female",206
"2016-2017",13,"TRAVIS COUNTY","MONTESSORI FOR ALL",227826,"OPEN ENROLLMENT CHARTER","Male",171
"2016-2017",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"TRADITIONAL ISD/CSD","Female",4118
"2016-2017",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"TRADITIONAL ISD/CSD","Male",4178
"2016-2017",12,"MCLENNAN COUNTY","MOODY ISD",161910,"TRADITIONAL ISD/CSD","Female",317
"2016-2017",12,"MCLENNAN COUNTY","MOODY ISD",161910,"TRADITIONAL ISD/CSD","Male",352
"2016-2017",14,"SHACKELFORD COUNTY","MORAN ISD",209902,"TRADITIONAL ISD/CSD","Female",59
"2016-2017",14,"SHACKELFORD COUNTY","MORAN ISD",209902,"TRADITIONAL ISD/CSD","Male",60
"2016-2017",12,"BOSQUE COUNTY","MORGAN ISD",018903,"TRADITIONAL ISD/CSD","Female",55
"2016-2017",12,"BOSQUE COUNTY","MORGAN ISD",018903,"TRADITIONAL ISD/CSD","Male",70
"2016-2017",11,"ERATH COUNTY","MORGAN MILL ISD",072910,"TRADITIONAL ISD/CSD","Female",56
"2016-2017",11,"ERATH COUNTY","MORGAN MILL ISD",072910,"TRADITIONAL ISD/CSD","Male",58
"2016-2017",17,"COCHRAN COUNTY","MORTON ISD",040901,"TRADITIONAL ISD/CSD","Female",203
"2016-2017",17,"COCHRAN COUNTY","MORTON ISD",040901,"TRADITIONAL ISD/CSD","Male",219
"2016-2017",17,"MOTLEY COUNTY","MOTLEY COUNTY ISD",173901,"TRADITIONAL ISD/CSD","Female",76
"2016-2017",17,"MOTLEY COUNTY","MOTLEY COUNTY ISD",173901,"TRADITIONAL ISD/CSD","Male",83
"2016-2017",03,"LAVACA COUNTY","MOULTON ISD",143902,"TRADITIONAL ISD/CSD","Female",138
"2016-2017",03,"LAVACA COUNTY","MOULTON ISD",143902,"TRADITIONAL ISD/CSD","Male",156
