"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Gender Name","Enrollment by Gender"
"2015-2016",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"MONTEREY H S",152901023,"Male",1059
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY CO J J A E P",170903003,"Female",-9999999
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"MONTGOMERY EL",101912207,"Female",315
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY EL",170903103,"Female",376
"2015-2016",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"MONTGOMERY EL",015910122,"Female",286
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"MONTGOMERY EL",101912207,"Male",380
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY EL",170903103,"Male",378
"2015-2016",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"MONTGOMERY EL",015910122,"Male",317
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY H S",170903002,"Female",1234
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY H S",170903002,"Male",1276
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY INT",170903102,"Female",336
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY INT",170903102,"Male",335
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY J H",170903042,"Female",652
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY J H",170903042,"Male",693
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY MIDDLE",170903051,"Female",319
"2015-2016",06,"MONTGOMERY COUNTY","MONTGOMERY ISD",170903,"MONTGOMERY MIDDLE",170903051,"Male",347
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO SCHOOL FOR INQUIRY & C",015820,"MONTICELLO",015820002,"Female",89
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO SCHOOL FOR INQUIRY & C",015820,"MONTICELLO",015820002,"Male",98
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"MONTWOOD H S",071909002,"Female",1261
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"MONTWOOD H S",071909002,"Male",1356
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"MONTWOOD MIDDLE",071909045,"Female",299
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"MONTWOOD MIDDLE",071909045,"Male",345
"2015-2016",12,"MCLENNAN COUNTY","MOODY ISD",161910,"MOODY EL",161910101,"Female",122
"2015-2016",12,"MCLENNAN COUNTY","MOODY ISD",161910,"MOODY EL",161910101,"Male",122
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"MOODY H S",178904004,"Female",796
"2015-2016",12,"MCLENNAN COUNTY","MOODY ISD",161910,"MOODY H S",161910001,"Female",96
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"MOODY H S",178904004,"Male",870
"2015-2016",12,"MCLENNAN COUNTY","MOODY ISD",161910,"MOODY H S",161910001,"Male",112
"2015-2016",12,"MCLENNAN COUNTY","MOODY ISD",161910,"MOODY MIDDLE",161910041,"Female",97
"2015-2016",12,"MCLENNAN COUNTY","MOODY ISD",161910,"MOODY MIDDLE",161910041,"Male",105
"2015-2016",12,"MCLENNAN COUNTY","MOODY ISD",161910,"MOODY PRE-K",161910102,"Female",14
"2015-2016",12,"MCLENNAN COUNTY","MOODY ISD",161910,"MOODY PRE-K",161910102,"Male",11
"2015-2016",10,"COLLIN COUNTY","FRISCO ISD",043905,"MOONEYHAM EL",043905124,"Female",380
"2015-2016",10,"COLLIN COUNTY","FRISCO ISD",043905,"MOONEYHAM EL",043905124,"Male",388
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"MOORE EL",178904148,"Female",327
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"MOORE EL",101907115,"Female",493
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"MOORE EL",101917129,"Female",225
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"MOORE EL",220901144,"Female",386
"2015-2016",02,"NUECES COUNTY","CORPUS CHRISTI ISD",178904,"MOORE EL",178904148,"Male",323
"2015-2016",04,"HARRIS COUNTY","CYPRESS-FAIRBANKS ISD",101907,"MOORE EL",101907115,"Male",580
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"MOORE EL",101917129,"Male",296
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"MOORE EL",220901144,"Male",389
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"MOORE M H EL",220905146,"Female",295
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"MOORE M H EL",220905146,"Male",292
"2015-2016",07,"SMITH COUNTY","TYLER ISD",212905,"MOORE MST MAGNET SCHOOL",212905045,"Female",395
"2015-2016",07,"SMITH COUNTY","TYLER ISD",212905,"MOORE MST MAGNET SCHOOL",212905045,"Male",397
"2015-2016",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"MOORHEAD J H",170902051,"Female",512
"2015-2016",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"MOORHEAD J H",170902051,"Male",544
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"MORALES ELEMENTARY",101917133,"Female",282
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"MORALES ELEMENTARY",101917133,"Male",251
"2015-2016",20,"UVALDE COUNTY","UVALDE CISD",232903,"MORALES J H",232903044,"Female",172
"2015-2016",20,"UVALDE COUNTY","UVALDE CISD",232903,"MORALES J H",232903044,"Male",166
"2015-2016",14,"SHACKELFORD COUNTY","MORAN ISD",209902,"MORAN SCHOOL",209902001,"Female",66
"2015-2016",14,"SHACKELFORD COUNTY","MORAN ISD",209902,"MORAN SCHOOL",209902001,"Male",62
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"MOREHEAD MIDDLE",071902046,"Female",331
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"MOREHEAD MIDDLE",071902046,"Male",362
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"MORENO EL",101912359,"Female",411
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"MORENO EL",071902167,"Female",228
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"MORENO EL",101912359,"Male",393
"2015-2016",19,"EL PASO COUNTY","EL PASO ISD",071902,"MORENO EL",071902167,"Male",261
"2015-2016",02,"BEE COUNTY","BEEVILLE ISD",013901,"MORENO J H",013901041,"Female",268
"2015-2016",02,"BEE COUNTY","BEEVILLE ISD",013901,"MORENO J H",013901041,"Male",284
"2015-2016",04,"GALVESTON COUNTY","GALVESTON ISD",084902,"MORGAN EL MAGNET SCHOOL",084902104,"Female",300
"2015-2016",04,"GALVESTON COUNTY","GALVESTON ISD",084902,"MORGAN EL MAGNET SCHOOL",084902104,"Male",298
"2015-2016",11,"ERATH COUNTY","MORGAN MILL ISD",072910,"MORGAN MILL EL",072910101,"Female",64
"2015-2016",11,"ERATH COUNTY","MORGAN MILL ISD",072910,"MORGAN MILL EL",072910101,"Male",60
"2015-2016",12,"BOSQUE COUNTY","MORGAN ISD",018903,"MORGAN SCHOOL",018903001,"Female",63
"2015-2016",12,"BOSQUE COUNTY","MORGAN ISD",018903,"MORGAN SCHOOL",018903001,"Male",72
"2015-2016",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"MORNINGSIDE EL",031901129,"Female",348
"2015-2016",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"MORNINGSIDE EL",061902121,"Female",221
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"MORNINGSIDE EL",220905147,"Female",331
"2015-2016",13,"COMAL COUNTY","COMAL ISD",046902,"MORNINGSIDE EL",046902117,"Female",316
"2015-2016",16,"MOORE COUNTY","DUMAS ISD",171901,"MORNINGSIDE EL",171901102,"Female",179
"2015-2016",01,"CAMERON COUNTY","BROWNSVILLE ISD",031901,"MORNINGSIDE EL",031901129,"Male",328
"2015-2016",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"MORNINGSIDE EL",061902121,"Male",202
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"MORNINGSIDE EL",220905147,"Male",350
"2015-2016",13,"COMAL COUNTY","COMAL ISD",046902,"MORNINGSIDE EL",046902117,"Male",343
"2015-2016",16,"MOORE COUNTY","DUMAS ISD",171901,"MORNINGSIDE EL",171901102,"Male",218
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"MORNINGSIDE MIDDLE",220905054,"Female",349
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"MORNINGSIDE MIDDLE",220905054,"Male",387
"2015-2016",20,"BEXAR COUNTY","HARLANDALE ISD",015904,"MORRILL EL",015904109,"Female",248
"2015-2016",20,"BEXAR COUNTY","HARLANDALE ISD",015904,"MORRILL EL",015904109,"Male",260
"2015-2016",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"MORRIS MIDDLE",108906045,"Female",475
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"MORRIS MIDDLE",101917135,"Female",466
"2015-2016",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"MORRIS MIDDLE",108906045,"Male",537
"2015-2016",04,"HARRIS COUNTY","PASADENA ISD",101917,"MORRIS MIDDLE",101917135,"Male",483
"2015-2016",08,"CASS COUNTY","QUEEN CITY ISD",034907,"MORRIS UPCHURCH MIDDLE",034907041,"Female",138
"2015-2016",08,"CASS COUNTY","QUEEN CITY ISD",034907,"MORRIS UPCHURCH MIDDLE",034907041,"Male",165
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"MORTON EL",220901131,"Female",444
"2015-2016",11,"TARRANT COUNTY","ARLINGTON ISD",220901,"MORTON EL",220901131,"Male",416
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"MORTON RANCH EL",101914130,"Female",448
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"MORTON RANCH EL",101914130,"Male",541
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"MORTON RANCH H S",101914009,"Female",1699
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"MORTON RANCH H S",101914009,"Male",1738
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"MORTON RANCH J H",101914049,"Female",558
"2015-2016",04,"HARRIS COUNTY","KATY ISD",101914,"MORTON RANCH J H",101914049,"Male",608
"2015-2016",17,"COCHRAN COUNTY","MORTON ISD",040901,"MORTON SCHOOL",040901001,"Female",204
"2015-2016",17,"COCHRAN COUNTY","MORTON ISD",040901,"MORTON SCHOOL",040901001,"Male",200
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"MOSS EL",057914126,"Female",242
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"MOSS EL",114901111,"Female",185
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"MOSS EL",057914126,"Male",230
"2015-2016",18,"HOWARD COUNTY","BIG SPRING ISD",114901,"MOSS EL",114901111,"Male",207
"2015-2016",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"MOSS HAVEN EL",057916132,"Female",203
"2015-2016",10,"DALLAS COUNTY","RICHARDSON ISD",057916,"MOSS HAVEN EL",057916132,"Male",259
"2015-2016",17,"MOTLEY COUNTY","MOTLEY COUNTY ISD",173901,"MOTLEY COUNTY SCHOOL",173901001,"Female",74
"2015-2016",17,"MOTLEY COUNTY","MOTLEY COUNTY ISD",173901,"MOTLEY COUNTY SCHOOL",173901001,"Male",84
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"MOTLEY EL",057914107,"Female",229
"2015-2016",10,"DALLAS COUNTY","MESQUITE ISD",057914,"MOTLEY EL",057914107,"Male",247
"2015-2016",03,"LAVACA COUNTY","MOULTON ISD",143902,"MOULTON EL",143902101,"Female",93
"2015-2016",03,"LAVACA COUNTY","MOULTON ISD",143902,"MOULTON EL",143902101,"Male",85
"2015-2016",03,"LAVACA COUNTY","MOULTON ISD",143902,"MOULTON H S",143902001,"Female",65
"2015-2016",03,"LAVACA COUNTY","MOULTON ISD",143902,"MOULTON H S",143902001,"Male",76
"2015-2016",11,"JOHNSON COUNTY","BURLESON ISD",126902,"MOUND EL",126902103,"Female",233
"2015-2016",11,"JOHNSON COUNTY","BURLESON ISD",126902,"MOUND EL",126902103,"Male",196
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"MOUNT AUBURN EL",057905188,"Female",376
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"MOUNT AUBURN EL",057905188,"Male",356
"2015-2016",12,"HILL COUNTY","MOUNT CALM ISD",109910,"MOUNT CALM EL",109910101,"Female",61
"2015-2016",12,"HILL COUNTY","MOUNT CALM ISD",109910,"MOUNT CALM EL",109910101,"Male",72
"2015-2016",12,"HILL COUNTY","MOUNT CALM ISD",109910,"MOUNT CALM H S",109910002,"Female",16
"2015-2016",12,"HILL COUNTY","MOUNT CALM ISD",109910,"MOUNT CALM H S",109910002,"Male",31
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"MOUNT CARMEL ACADEMY",101912311,"Female",182
"2015-2016",04,"HARRIS COUNTY","HOUSTON ISD",101912,"MOUNT CARMEL ACADEMY",101912311,"Male",169
"2015-2016",08,"TITUS COUNTY","MOUNT PLEASANT ISD",225902,"MOUNT PLEASANT DAEP",225902003,"Female",-9999999
"2015-2016",08,"TITUS COUNTY","MOUNT PLEASANT ISD",225902,"MOUNT PLEASANT DAEP",225902003,"Male",11
"2015-2016",08,"TITUS COUNTY","MOUNT PLEASANT ISD",225902,"MOUNT PLEASANT H S",225902001,"Female",708
"2015-2016",08,"TITUS COUNTY","MOUNT PLEASANT ISD",225902,"MOUNT PLEASANT H S",225902001,"Male",751
"2015-2016",08,"TITUS COUNTY","MOUNT PLEASANT ISD",225902,"MOUNT PLEASANT J H",225902041,"Female",319
"2015-2016",08,"TITUS COUNTY","MOUNT PLEASANT ISD",225902,"MOUNT PLEASANT J H",225902041,"Male",358
"2015-2016",12,"BELL COUNTY","KILLEEN ISD",014906,"MOUNTAIN VIEW EL",014906121,"Female",446
"2015-2016",12,"BELL COUNTY","KILLEEN ISD",014906,"MOUNTAIN VIEW EL",014906121,"Male",479
"2015-2016",19,"EL PASO COUNTY","CLINT ISD",071901,"MOUNTAIN VIEW H S",071901002,"Female",380
"2015-2016",19,"EL PASO COUNTY","CLINT ISD",071901,"MOUNTAIN VIEW H S",071901002,"Male",418
"2015-2016",12,"MCLENNAN COUNTY","WACO ISD",161914,"MOUNTAINVIEW EL",161914116,"Female",193
"2015-2016",12,"MCLENNAN COUNTY","WACO ISD",161914,"MOUNTAINVIEW EL",161914116,"Male",241
"2015-2016",07,"SMITH COUNTY","WHITEHOUSE ISD",212906,"MOZELLE BROWN EL",212906112,"Female",154
"2015-2016",07,"SMITH COUNTY","WHITEHOUSE ISD",212906,"MOZELLE BROWN EL",212906112,"Male",164
"2015-2016",07,"RUSK COUNTY","MOUNT ENTERPRISE ISD",201907,"MT ENTERPRISE ELEMENTARY",201907101,"Female",109
"2015-2016",07,"RUSK COUNTY","MOUNT ENTERPRISE ISD",201907,"MT ENTERPRISE ELEMENTARY",201907101,"Male",93
"2015-2016",07,"RUSK COUNTY","MOUNT ENTERPRISE ISD",201907,"MT ENTERPRISE H S",201907001,"Female",96
"2015-2016",07,"RUSK COUNTY","MOUNT ENTERPRISE ISD",201907,"MT ENTERPRISE H S",201907001,"Male",108
"2015-2016",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"MT PEAK EL",070908106,"Female",375
"2015-2016",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"MT PEAK EL",070908106,"Male",411
"2015-2016",13,"COMAL COUNTY","COMAL ISD",046902,"MT VALLEY EL",046902120,"Female",191
"2015-2016",13,"COMAL COUNTY","COMAL ISD",046902,"MT VALLEY EL",046902120,"Male",207
"2015-2016",13,"COMAL COUNTY","COMAL ISD",046902,"MT VALLEY MIDDLE",046902046,"Female",336
"2015-2016",13,"COMAL COUNTY","COMAL ISD",046902,"MT VALLEY MIDDLE",046902046,"Male",408
"2015-2016",08,"FRANKLIN COUNTY","MOUNT VERNON ISD",080901,"MT VERNON EL",080901103,"Female",339
"2015-2016",08,"FRANKLIN COUNTY","MOUNT VERNON ISD",080901,"MT VERNON EL",080901103,"Male",358
"2015-2016",08,"FRANKLIN COUNTY","MOUNT VERNON ISD",080901,"MT VERNON H S",080901001,"Female",221
"2015-2016",08,"FRANKLIN COUNTY","MOUNT VERNON ISD",080901,"MT VERNON H S",080901001,"Male",228
"2015-2016",08,"FRANKLIN COUNTY","MOUNT VERNON ISD",080901,"MT VERNON INT",080901102,"Female",149
"2015-2016",08,"FRANKLIN COUNTY","MOUNT VERNON ISD",080901,"MT VERNON INT",080901102,"Male",128
"2015-2016",08,"FRANKLIN COUNTY","MOUNT VERNON ISD",080901,"MT VERNON J H",080901041,"Female",103
"2015-2016",08,"FRANKLIN COUNTY","MOUNT VERNON ISD",080901,"MT VERNON J H",080901041,"Male",129
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"MUELLER EL",101915126,"Female",475
"2015-2016",04,"HARRIS COUNTY","KLEIN ISD",101915,"MUELLER EL",101915126,"Male",541
"2015-2016",11,"COOKE COUNTY","MUENSTER ISD",049902,"MUENSTER EL",049902101,"Female",120
"2015-2016",11,"COOKE COUNTY","MUENSTER ISD",049902,"MUENSTER EL",049902101,"Male",154
"2015-2016",11,"COOKE COUNTY","MUENSTER ISD",049902,"MUENSTER H S",049902001,"Female",102
"2015-2016",11,"COOKE COUNTY","MUENSTER ISD",049902,"MUENSTER H S",049902001,"Male",115
"2015-2016",17,"BAILEY COUNTY","MULESHOE ISD",009901,"MULESHOE H S",009901001,"Female",184
"2015-2016",17,"BAILEY COUNTY","MULESHOE ISD",009901,"MULESHOE H S",009901001,"Male",180
"2015-2016",12,"MILLS COUNTY","MULLIN ISD",167902,"MULLIN EL",167902101,"Female",31
"2015-2016",12,"MILLS COUNTY","MULLIN ISD",167902,"MULLIN EL",167902101,"Male",28
"2015-2016",12,"MILLS COUNTY","MULLIN ISD",167902,"MULLIN H S",167902001,"Female",33
"2015-2016",12,"MILLS COUNTY","MULLIN ISD",167902,"MULLIN H S",167902001,"Male",23
"2015-2016",12,"MILLS COUNTY","MULLIN ISD",167902,"MULLIN OAKS",167902002,"Male",79
"2015-2016",06,"ROBERTSON COUNTY","MUMFORD ISD",198906,"MUMFORD EL",198906101,"Female",201
"2015-2016",06,"ROBERTSON COUNTY","MUMFORD ISD",198906,"MUMFORD EL",198906101,"Male",184
"2015-2016",06,"ROBERTSON COUNTY","MUMFORD ISD",198906,"MUMFORD H S",198906001,"Female",112
"2015-2016",06,"ROBERTSON COUNTY","MUMFORD ISD",198906,"MUMFORD H S",198906001,"Male",115
"2015-2016",09,"KNOX COUNTY","MUNDAY CISD",138903,"MUNDAY EL",138903101,"Female",119
"2015-2016",09,"KNOX COUNTY","MUNDAY CISD",138903,"MUNDAY EL",138903101,"Male",122
"2015-2016",09,"KNOX COUNTY","MUNDAY CISD",138903,"MUNDAY SECONDARY",138903001,"Female",71
"2015-2016",09,"KNOX COUNTY","MUNDAY CISD",138903,"MUNDAY SECONDARY",138903001,"Male",84
"2015-2016",07,"HENDERSON COUNTY","MURCHISON ISD",107908,"MURCHISON EL",107908101,"Female",83
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"Female",368
"2015-2016",07,"HENDERSON COUNTY","MURCHISON ISD",107908,"MURCHISON EL",107908101,"Male",115
"2015-2016",13,"TRAVIS COUNTY","PFLUGERVILLE ISD",227904,"MURCHISON EL",227904112,"Male",398
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"Female",648
"2015-2016",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"MURCHISON MIDDLE",227901052,"Male",717
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"MURIEL FORBES EL",015907124,"Female",185
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"MURIEL FORBES EL",015907124,"Male",172
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"MURNIN EL",015915130,"Female",431
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"MURNIN EL",015915130,"Male",456
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"MURPHY MIDDLE",043910054,"Female",590
"2015-2016",10,"COLLIN COUNTY","PLANO ISD",043910,"MURPHY MIDDLE",043910054,"Male",630
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"MURRY FLY EL",068901126,"Female",390
"2015-2016",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"MURRY FLY EL",068901126,"Male",394
"2015-2016",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"MYATT EL",241903107,"Female",314
"2015-2016",03,"WHARTON COUNTY","EL CAMPO ISD",241903,"MYATT EL",241903107,"Male",324
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"MYERS EL",015915160,"Female",350
"2015-2016",20,"BEXAR COUNTY","NORTHSIDE ISD",015915,"MYERS EL",015915160,"Male",389
"2015-2016",01,"WILLACY COUNTY","RAYMONDVILLE ISD",245903,"MYRA GREEN MIDDLE",245903041,"Female",198
"2015-2016",01,"WILLACY COUNTY","RAYMONDVILLE ISD",245903,"MYRA GREEN MIDDLE",245903041,"Male",247
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"MYRTLE COOPER EL",071909109,"Female",338
"2015-2016",19,"EL PASO COUNTY","SOCORRO ISD",071909,"MYRTLE COOPER EL",071909109,"Male",397
"2015-2016",11,"TARRANT COUNTY","LAKE WORTH ISD",220910,"N A HOWRY INTERMEDIATE",220910043,"Female",238
"2015-2016",11,"TARRANT COUNTY","LAKE WORTH ISD",220910,"N A HOWRY INTERMEDIATE",220910043,"Male",268
"2015-2016",10,"DALLAS COUNTY","GARLAND ISD",057909,"N GARLAND H S",057909004,"Female",1232
"2015-2016",10,"DALLAS COUNTY","GARLAND ISD",057909,"N GARLAND H S",057909004,"Male",1449
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"N W HARLLEE EARLY CHILDHOOD CENTER",057905285,"Female",51
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"N W HARLLEE EARLY CHILDHOOD CENTER",057905285,"Male",47
"2015-2016",10,"DALLAS COUNTY","GARLAND ISD",057909,"NAAMAN FOREST H S",057909008,"Female",983
"2015-2016",10,"DALLAS COUNTY","GARLAND ISD",057909,"NAAMAN FOREST H S",057909008,"Male",1089
"2015-2016",07,"NACOGDOCHES COUNTY","NACOGDOCHES ISD",174904,"NACOGDOCHES H S",174904002,"Female",845
"2015-2016",07,"NACOGDOCHES COUNTY","NACOGDOCHES ISD",174904,"NACOGDOCHES H S",174904002,"Male",825
"2015-2016",13,"WILLIAMSON COUNTY","HUTTO ISD",246906,"NADINE JOHNSON EL",246906121,"Female",345
"2015-2016",13,"WILLIAMSON COUNTY","HUTTO ISD",246906,"NADINE JOHNSON EL",246906121,"Male",366
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"NANCY J COCHRAN EL",057905236,"Female",249
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"NANCY J COCHRAN EL",057905236,"Male",282
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"NANCY MOSELEY EL",057905187,"Female",385
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"NANCY MOSELEY EL",057905187,"Male",410
"2015-2016",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"NANCY NEAL EL",220908126,"Female",205
"2015-2016",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"NANCY NEAL EL",220908126,"Male",224
"2015-2016",14,"SHACKELFORD COUNTY","ALBANY ISD",209901,"NANCY SMITH EL",209901101,"Female",142
"2015-2016",14,"SHACKELFORD COUNTY","ALBANY ISD",209901,"NANCY SMITH EL",209901101,"Male",158
"2015-2016",02,"KLEBERG COUNTY","RIVIERA ISD",137903,"NANNY EL",137903101,"Female",98
"2015-2016",02,"KLEBERG COUNTY","RIVIERA ISD",137903,"NANNY EL",137903101,"Male",99
"2015-2016",13,"WILLIAMSON COUNTY","TAYLOR ISD",246911,"NAOMI PASEMANN EL",246911103,"Female",330
"2015-2016",13,"WILLIAMSON COUNTY","TAYLOR ISD",246911,"NAOMI PASEMANN EL",246911103,"Male",340
"2015-2016",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"NAOMI PRESS EL",043907124,"Female",225
"2015-2016",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"NAOMI PRESS EL",043907124,"Male",224
"2015-2016",01,"HIDALGO COUNTY","LA JOYA ISD",108912,"NARCISO CAVAZOS",108912112,"Female",265
"2015-2016",01,"HIDALGO COUNTY","LA JOYA ISD",108912,"NARCISO CAVAZOS",108912112,"Male",323
"2015-2016",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"NASH EL",019907109,"Female",357
"2015-2016",08,"BOWIE COUNTY","TEXARKANA ISD",019907,"NASH EL",019907109,"Male",368
"2015-2016",20,"MEDINA COUNTY","NATALIA ISD",163903,"NATALIA EARLY CHILD CTR",163903102,"Female",121
"2015-2016",20,"MEDINA COUNTY","NATALIA ISD",163903,"NATALIA EARLY CHILD CTR",163903102,"Male",110
"2015-2016",20,"MEDINA COUNTY","NATALIA ISD",163903,"NATALIA EL",163903101,"Female",162
"2015-2016",20,"MEDINA COUNTY","NATALIA ISD",163903,"NATALIA EL",163903101,"Male",151
"2015-2016",20,"MEDINA COUNTY","NATALIA ISD",163903,"NATALIA H S",163903001,"Female",136
"2015-2016",20,"MEDINA COUNTY","NATALIA ISD",163903,"NATALIA H S",163903001,"Male",155
"2015-2016",20,"MEDINA COUNTY","NATALIA ISD",163903,"NATALIA J H",163903041,"Female",116
"2015-2016",20,"MEDINA COUNTY","NATALIA ISD",163903,"NATALIA J H",163903041,"Male",121
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"NATHA HOWELL EL",220905151,"Female",255
"2015-2016",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"NATHA HOWELL EL",220905151,"Male",234
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"NATHAN ADAMS EL",057905233,"Female",283
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"NATHAN ADAMS EL",057905233,"Male",266
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"NATHANIEL HAWTHORNE EL",057905156,"Female",238
"2015-2016",10,"DALLAS COUNTY","DALLAS ISD",057905,"NATHANIEL HAWTHORNE EL",057905156,"Male",245
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"NAVARRO ACADEMY",015907014,"Female",112
"2015-2016",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"NAVARRO ACADEMY",015907014,"Male",73
