"Year","Region","County Name","District Name","District Number","Campus Name","Campus Number","Grade Group","Gender Name","Enrollment by Gender"
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - EAST FORT WORTH EL",057848021,"ELEMENTARY","Male",445
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - EAST FORT WORTH MIDDLE",057848022,"MIDDLE SCHOOL","Female",156
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - EAST FORT WORTH MIDDLE",057848022,"MIDDLE SCHOOL","Male",151
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - HOUSTON WINDMILL LAKE EL",057848025,"ELEMENTARY","Female",441
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - HOUSTON WINDMILL LAKE EL",057848025,"ELEMENTARY","Male",454
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - HOUSTON WINDMILL LAKES M",057848026,"MIDDLE SCHOOL","Female",182
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - HOUSTON WINDMILL LAKES M",057848026,"MIDDLE SCHOOL","Male",139
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - KATY/WESTPARK H S",057848018,"HIGH SCHOOL","Female",116
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - KATY/WESTPARK H S",057848018,"HIGH SCHOOL","Male",105
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - LANCASTER EL",057848019,"ELEMENTARY","Female",453
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - LANCASTER EL",057848019,"ELEMENTARY","Male",432
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - LANCASTER MIDDLE",057848020,"MIDDLE SCHOOL","Female",201
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - LANCASTER MIDDLE",057848020,"MIDDLE SCHOOL","Male",175
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - SAGINAW EL",057848023,"ELEMENTARY","Female",484
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - SAGINAW EL",057848023,"ELEMENTARY","Male",447
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - SAGINAW MIDDLE",057848024,"MIDDLE SCHOOL","Female",165
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"ILTEXAS - SAGINAW MIDDLE",057848024,"MIDDLE SCHOOL","Male",155
"2017-2018",10,"COLLIN COUNTY","IMAGINE INTERNATIONAL ACADEMY OF N",043801,"IMAGINE INTERNATIONAL ACADEMY OF N",043801001,"ELEMENTARY / SECONDARY","Female",709
"2017-2018",10,"COLLIN COUNTY","IMAGINE INTERNATIONAL ACADEMY OF N",043801,"IMAGINE INTERNATIONAL ACADEMY OF N",043801001,"ELEMENTARY / SECONDARY","Male",632
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"IMOGENE GIDEON EL",220908112,"ELEMENTARY","Female",225
"2017-2018",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"IMOGENE GIDEON EL",220908112,"ELEMENTARY","Male",237
"2017-2018",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"IMPACT EARLY COLLEGE H S",101911016,"HIGH SCHOOL","Female",232
"2017-2018",04,"HARRIS COUNTY","GOOSE CREEK CISD",101911,"IMPACT EARLY COLLEGE H S",101911016,"HIGH SCHOOL","Male",153
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"INDEPENDENCE EL",061902142,"ELEMENTARY","Female",449
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"INDEPENDENCE EL",220907121,"ELEMENTARY","Female",259
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"INDEPENDENCE EL",061902142,"ELEMENTARY","Male",425
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"INDEPENDENCE EL",220907121,"ELEMENTARY","Male",293
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"INDEPENDENCE H S",043905009,"HIGH SCHOOL","Female",966
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"INDEPENDENCE H S",043905009,"HIGH SCHOOL","Male",992
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"INDIAN CREEK EL",061902113,"ELEMENTARY","Female",263
"2017-2018",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"INDIAN CREEK EL",015912103,"ELEMENTARY","Female",263
"2017-2018",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"INDIAN CREEK EL",061902113,"ELEMENTARY","Male",273
"2017-2018",20,"BEXAR COUNTY","SOUTHWEST ISD",015912,"INDIAN CREEK EL",015912103,"ELEMENTARY","Male",291
"2017-2018",19,"EL PASO COUNTY","YSLETA ISD",071905,"INDIAN RIDGE MIDDLE",071905050,"MIDDLE SCHOOL","Female",312
"2017-2018",19,"EL PASO COUNTY","YSLETA ISD",071905,"INDIAN RIDGE MIDDLE",071905050,"MIDDLE SCHOOL","Male",310
"2017-2018",12,"MCLENNAN COUNTY","WACO ISD",161914,"INDIAN SPRING MIDDLE",161914050,"MIDDLE SCHOOL","Female",260
"2017-2018",12,"MCLENNAN COUNTY","WACO ISD",161914,"INDIAN SPRING MIDDLE",161914050,"MIDDLE SCHOOL","Male",264
"2017-2018",20,"COMAL COUNTY","COMAL ISD",046902,"INDIAN SPRINGS EL",046902125,"ELEMENTARY","Female",404
"2017-2018",20,"COMAL COUNTY","COMAL ISD",046902,"INDIAN SPRINGS EL",046902125,"ELEMENTARY","Male",406
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"INDIAN SPRINGS MIDDLE",220907044,"MIDDLE SCHOOL","Female",517
"2017-2018",11,"TARRANT COUNTY","KELLER ISD",220907,"INDIAN SPRINGS MIDDLE",220907044,"MIDDLE SCHOOL","Male",523
"2017-2018",03,"JACKSON COUNTY","INDUSTRIAL ISD",120905,"INDUSTRIAL EL EAST",120905102,"ELEMENTARY","Female",159
"2017-2018",03,"JACKSON COUNTY","INDUSTRIAL ISD",120905,"INDUSTRIAL EL EAST",120905102,"ELEMENTARY","Male",155
"2017-2018",03,"JACKSON COUNTY","INDUSTRIAL ISD",120905,"INDUSTRIAL EL WEST",120905101,"ELEMENTARY","Female",106
"2017-2018",03,"JACKSON COUNTY","INDUSTRIAL ISD",120905,"INDUSTRIAL EL WEST",120905101,"ELEMENTARY","Male",113
"2017-2018",03,"JACKSON COUNTY","INDUSTRIAL ISD",120905,"INDUSTRIAL H S",120905001,"HIGH SCHOOL","Female",165
"2017-2018",03,"JACKSON COUNTY","INDUSTRIAL ISD",120905,"INDUSTRIAL H S",120905001,"HIGH SCHOOL","Male",186
"2017-2018",03,"JACKSON COUNTY","INDUSTRIAL ISD",120905,"INDUSTRIAL J H",120905041,"MIDDLE SCHOOL","Female",142
"2017-2018",03,"JACKSON COUNTY","INDUSTRIAL ISD",120905,"INDUSTRIAL J H",120905041,"MIDDLE SCHOOL","Male",152
"2017-2018",06,"MONTGOMERY COUNTY","NEW CANEY ISD",170908,"INFINITY EARLY COLLEGE H S",170908007,"HIGH SCHOOL","Female",171
"2017-2018",06,"MONTGOMERY COUNTY","NEW CANEY ISD",170908,"INFINITY EARLY COLLEGE H S",170908007,"HIGH SCHOOL","Male",121
"2017-2018",02,"SAN PATRICIO COUNTY","INGLESIDE ISD",205903,"INGLESIDE H S",205903001,"HIGH SCHOOL","Female",315
"2017-2018",02,"SAN PATRICIO COUNTY","INGLESIDE ISD",205903,"INGLESIDE H S",205903001,"HIGH SCHOOL","Male",333
"2017-2018",02,"SAN PATRICIO COUNTY","INGLESIDE ISD",205903,"INGLESIDE PRIMARY SCHOOL",205903102,"ELEMENTARY","Female",209
"2017-2018",02,"SAN PATRICIO COUNTY","INGLESIDE ISD",205903,"INGLESIDE PRIMARY SCHOOL",205903102,"ELEMENTARY","Male",202
"2017-2018",20,"KERR COUNTY","INGRAM ISD",133904,"INGRAM EL",133904101,"ELEMENTARY","Female",280
"2017-2018",20,"KERR COUNTY","INGRAM ISD",133904,"INGRAM EL",133904101,"ELEMENTARY","Male",276
"2017-2018",20,"KERR COUNTY","INGRAM ISD",133904,"INGRAM MIDDLE",133904042,"MIDDLE SCHOOL","Female",119
"2017-2018",20,"KERR COUNTY","INGRAM ISD",133904,"INGRAM MIDDLE",133904042,"MIDDLE SCHOOL","Male",124
"2017-2018",20,"KERR COUNTY","INGRAM ISD",133904,"INGRAM TOM MOORE H S",133904001,"HIGH SCHOOL","Female",144
"2017-2018",20,"KERR COUNTY","INGRAM ISD",133904,"INGRAM TOM MOORE H S",133904001,"HIGH SCHOOL","Male",164
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"INNOVATION DESIGN ENTREPRENEURSHIP",057905382,"HIGH SCHOOL","Female",143
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"INNOVATION DESIGN ENTREPRENEURSHIP",057905382,"HIGH SCHOOL","Male",120
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"INSIGHTS LEARNING CENTER",220905252,"ELEMENTARY","Female",-9999999
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"INSIGHTS LEARNING CENTER",220905252,"ELEMENTARY","Male",8
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"INSPIRED FOR EXCELLENCE ACADEMY IN",101912300,"MIDDLE SCHOOL","Female",146
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"INSPIRED FOR EXCELLENCE ACADEMY IN",101912300,"MIDDLE SCHOOL","Male",157
"2017-2018",10,"DALLAS COUNTY","INSPIRED VISION ACADEMY",057830,"INSPIRED VISION ACADEMY EL",057830001,"ELEMENTARY","Female",367
"2017-2018",10,"DALLAS COUNTY","INSPIRED VISION ACADEMY",057830,"INSPIRED VISION ACADEMY EL",057830001,"ELEMENTARY","Male",375
"2017-2018",10,"DALLAS COUNTY","INSPIRED VISION ACADEMY",057830,"INSPIRED VISION ACADEMY MIDDLE",057830002,"HIGH SCHOOL","Female",284
"2017-2018",10,"DALLAS COUNTY","INSPIRED VISION ACADEMY",057830,"INSPIRED VISION ACADEMY MIDDLE",057830002,"HIGH SCHOOL","Male",296
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"INSTR/GUID CENTER",108906005,"ELEMENTARY / SECONDARY","Female",13
"2017-2018",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"INSTR/GUID CENTER",108906005,"ELEMENTARY / SECONDARY","Male",37
"2017-2018",01,"STARR COUNTY","ROMA ISD",214903,"INSTRUCTIONAL & GUIDANCE CENTER",214903003,"ELEMENTARY / SECONDARY","Female",-9999999
"2017-2018",01,"STARR COUNTY","ROMA ISD",214903,"INSTRUCTIONAL & GUIDANCE CENTER",214903003,"ELEMENTARY / SECONDARY","Male",21
"2017-2018",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"INT",186902101,"ELEMENTARY","Female",192
"2017-2018",18,"PECOS COUNTY","FORT STOCKTON ISD",186902,"INT",186902101,"ELEMENTARY","Male",242
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INT'L LEADERSHIP OF TEXAS ES- N RI",057848012,"ELEMENTARY","Female",507
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INT'L LEADERSHIP OF TEXAS ES- N RI",057848012,"ELEMENTARY","Male",447
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INT'L LEADERSHIP OF TEXAS MIDDLE -",057848011,"MIDDLE SCHOOL","Female",225
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INT'L LEADERSHIP OF TEXAS MIDDLE -",057848011,"MIDDLE SCHOOL","Male",239
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INT'L LEADERSHIP OF TEXAS MS-N RIC",057848013,"MIDDLE SCHOOL","Female",201
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INT'L LEADERSHIP OF TEXAS MS-N RIC",057848013,"MIDDLE SCHOOL","Male",196
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"INT'L NEWCOMER ACAD",220905062,"ELEMENTARY / SECONDARY","Female",224
"2017-2018",11,"TARRANT COUNTY","FORT WORTH ISD",220905,"INT'L NEWCOMER ACAD",220905062,"ELEMENTARY / SECONDARY","Male",251
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Female",81
"2017-2018",13,"TRAVIS COUNTY","AUSTIN ISD",227901,"INTERNATIONAL H S",227901029,"HIGH SCHOOL","Male",110
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848001,"ELEMENTARY","Female",485
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848002,"MIDDLE SCHOOL","Female",239
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848003,"HIGH SCHOOL","Female",305
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848004,"ELEMENTARY","Female",411
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848006,"HIGH SCHOOL","Female",290
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848007,"ELEMENTARY","Female",471
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848008,"MIDDLE SCHOOL","Female",230
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848010,"ELEMENTARY","Female",488
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848014,"ELEMENTARY","Female",494
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848015,"MIDDLE SCHOOL","Female",224
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848016,"ELEMENTARY","Female",489
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848017,"MIDDLE SCHOOL","Female",211
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848001,"ELEMENTARY","Male",470
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848002,"MIDDLE SCHOOL","Male",230
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848003,"HIGH SCHOOL","Male",316
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848004,"ELEMENTARY","Male",406
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848006,"HIGH SCHOOL","Male",219
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848007,"ELEMENTARY","Male",485
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848008,"MIDDLE SCHOOL","Male",223
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848010,"ELEMENTARY","Male",454
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848014,"ELEMENTARY","Male",421
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848015,"MIDDLE SCHOOL","Male",175
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848016,"ELEMENTARY","Male",433
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS",057848017,"MIDDLE SCHOOL","Male",209
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS-",057848005,"MIDDLE SCHOOL","Female",204
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TEXAS-",057848005,"MIDDLE SCHOOL","Male",186
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TX-KEL",057848009,"HIGH SCHOOL","Female",234
"2017-2018",10,"DALLAS COUNTY","INTERNATIONAL LEADERSHIP OF TEXAS",057848,"INTERNATIONAL LEADERSHIP OF TX-KEL",057848009,"HIGH SCHOOL","Male",199
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"INTERNATIONAL NEWCOMER INSTITUTE",057910054,"MIDDLE SCHOOL","Female",41
"2017-2018",10,"DALLAS COUNTY","GRAND PRAIRIE ISD",057910,"INTERNATIONAL NEWCOMER INSTITUTE",057910054,"MIDDLE SCHOOL","Male",32
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"INTERNATIONAL SCHOOL OF AMERICA",015910009,"HIGH SCHOOL","Female",293
"2017-2018",20,"BEXAR COUNTY","NORTH EAST ISD",015910,"INTERNATIONAL SCHOOL OF AMERICA",015910009,"HIGH SCHOOL","Male",195
"2017-2018",06,"GRIMES COUNTY","IOLA ISD",093903,"IOLA EL",093903101,"ELEMENTARY","Female",138
"2017-2018",06,"GRIMES COUNTY","IOLA ISD",093903,"IOLA EL",093903101,"ELEMENTARY","Male",151
"2017-2018",06,"GRIMES COUNTY","IOLA ISD",093903,"IOLA H S",093903001,"HIGH SCHOOL","Female",105
"2017-2018",06,"GRIMES COUNTY","IOLA ISD",093903,"IOLA H S",093903001,"HIGH SCHOOL","Male",108
"2017-2018",09,"WICHITA COUNTY","IOWA PARK CISD",243903,"IOWA PARK H S",243903001,"HIGH SCHOOL","Female",263
"2017-2018",09,"WICHITA COUNTY","IOWA PARK CISD",243903,"IOWA PARK H S",243903001,"HIGH SCHOOL","Male",272
"2017-2018",12,"BELL COUNTY","KILLEEN ISD",014906,"IRA CROSS JR EL",014906130,"ELEMENTARY","Female",356
"2017-2018",12,"BELL COUNTY","KILLEEN ISD",014906,"IRA CROSS JR EL",014906130,"ELEMENTARY","Male",358
"2017-2018",14,"SCURRY COUNTY","IRA ISD",208903,"IRA SCHOOL",208903001,"ELEMENTARY / SECONDARY","Female",129
"2017-2018",14,"SCURRY COUNTY","IRA ISD",208903,"IRA SCHOOL",208903001,"ELEMENTARY / SECONDARY","Male",127
"2017-2018",18,"PECOS COUNTY","IRAAN-SHEFFIELD ISD",186903,"IRAAN EL",186903101,"ELEMENTARY","Female",116
"2017-2018",18,"PECOS COUNTY","IRAAN-SHEFFIELD ISD",186903,"IRAAN EL",186903101,"ELEMENTARY","Male",120
"2017-2018",18,"PECOS COUNTY","IRAAN-SHEFFIELD ISD",186903,"IRAAN H S",186903001,"HIGH SCHOOL","Female",55
"2017-2018",18,"PECOS COUNTY","IRAAN-SHEFFIELD ISD",186903,"IRAAN H S",186903001,"HIGH SCHOOL","Male",62
"2017-2018",18,"PECOS COUNTY","IRAAN-SHEFFIELD ISD",186903,"IRAAN J H",186903041,"MIDDLE SCHOOL","Female",39
"2017-2018",18,"PECOS COUNTY","IRAAN-SHEFFIELD ISD",186903,"IRAAN J H",186903041,"MIDDLE SCHOOL","Male",32
"2017-2018",12,"BOSQUE COUNTY","IREDELL ISD",018906,"IREDELL SCHOOL",018906001,"ELEMENTARY / SECONDARY","Female",69
"2017-2018",12,"BOSQUE COUNTY","IREDELL ISD",018906,"IREDELL SCHOOL",018906001,"ELEMENTARY / SECONDARY","Male",72
"2017-2018",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"IRELAND EL",068901114,"ELEMENTARY","Female",252
"2017-2018",18,"ECTOR COUNTY","ECTOR COUNTY ISD",068901,"IRELAND EL",068901114,"ELEMENTARY","Male",247
"2017-2018",15,"VAL VERDE COUNTY","SAN FELIPE-DEL RIO CISD",233901,"IRENE C CARDWELL EL",233901108,"ELEMENTARY","Female",249
"2017-2018",15,"VAL VERDE COUNTY","SAN FELIPE-DEL RIO CISD",233901,"IRENE C CARDWELL EL",233901108,"ELEMENTARY","Male",282
"2017-2018",11,"JOHNSON COUNTY","BURLESON ISD",126902,"IRENE CLINKSCALE EL",126902111,"ELEMENTARY","Female",316
"2017-2018",11,"JOHNSON COUNTY","BURLESON ISD",126902,"IRENE CLINKSCALE EL",126902111,"ELEMENTARY","Male",338
"2017-2018",01,"HIDALGO COUNTY","LA JOYA ISD",108912,"IRENE M GARCIA MIDDLE",108912046,"MIDDLE SCHOOL","Female",403
"2017-2018",01,"HIDALGO COUNTY","LA JOYA ISD",108912,"IRENE M GARCIA MIDDLE",108912046,"MIDDLE SCHOOL","Male",403
"2017-2018",15,"IRION COUNTY","IRION COUNTY ISD",118902,"IRION EL",118902101,"ELEMENTARY","Female",69
"2017-2018",15,"IRION COUNTY","IRION COUNTY ISD",118902,"IRION EL",118902101,"ELEMENTARY","Male",76
"2017-2018",15,"IRION COUNTY","IRION COUNTY ISD",118902,"IRION H S",118902001,"HIGH SCHOOL","Female",59
"2017-2018",15,"IRION COUNTY","IRION COUNTY ISD",118902,"IRION H S",118902001,"HIGH SCHOOL","Male",73
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"IRMA DRU HUTCHISON EL",079901121,"ELEMENTARY","Female",312
"2017-2018",04,"FORT BEND COUNTY","LAMAR CISD",079901,"IRMA DRU HUTCHISON EL",079901121,"ELEMENTARY","Male",353
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"IRMA LERMA RANGEL YOUNG WOMEN'S LE",057905035,"HIGH SCHOOL","Female",244
"2017-2018",10,"DALLAS COUNTY","DALLAS ISD",057905,"IRMA RANGEL YOUNG WOMENS LEADERSHI",057905356,"MIDDLE SCHOOL","Female",276
"2017-2018",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"IRONS J H",170902054,"JUNIOR HIGH SCHOOL","Female",542
"2017-2018",06,"MONTGOMERY COUNTY","CONROE ISD",170902,"IRONS J H",170902054,"JUNIOR HIGH SCHOOL","Male",546
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"IRONS MIDDLE",152901066,"MIDDLE SCHOOL","Female",282
"2017-2018",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"IRONS MIDDLE",152901066,"MIDDLE SCHOOL","Male",335
"2017-2018",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"IRVIN EL",070908103,"ELEMENTARY","Female",169
"2017-2018",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"IRVIN EL",070908103,"ELEMENTARY","Male",184
"2017-2018",19,"EL PASO COUNTY","EL PASO ISD",071902,"IRVIN H S",071902008,"HIGH SCHOOL","Female",667
"2017-2018",19,"EL PASO COUNTY","EL PASO ISD",071902,"IRVIN H S",071902008,"HIGH SCHOOL","Male",733
"2017-2018",11,"JOHNSON COUNTY","CLEBURNE ISD",126903,"IRVING EL",126903104,"ELEMENTARY","Female",225
"2017-2018",11,"JOHNSON COUNTY","CLEBURNE ISD",126903,"IRVING EL",126903104,"ELEMENTARY","Male",256
"2017-2018",10,"DALLAS COUNTY","IRVING ISD",057912,"IRVING H S",057912002,"HIGH SCHOOL","Female",1206
"2017-2018",10,"DALLAS COUNTY","IRVING ISD",057912,"IRVING H S",057912002,"HIGH SCHOOL","Male",1365
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"IRVING MIDDLE",015907049,"JUNIOR HIGH SCHOOL","Female",207
"2017-2018",20,"BEXAR COUNTY","SAN ANTONIO ISD",015907,"IRVING MIDDLE",015907049,"JUNIOR HIGH SCHOOL","Male",222
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"ISAACS EARLY CHILDHOOD SCHOOL",043910165,"ELEMENTARY","Female",180
"2017-2018",10,"COLLIN COUNTY","PLANO ISD",043910,"ISAACS EARLY CHILDHOOD SCHOOL",043910165,"ELEMENTARY","Male",246
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"ISAACS EL",101912180,"ELEMENTARY","Female",153
"2017-2018",04,"HARRIS COUNTY","HOUSTON ISD",101912,"ISAACS EL",101912180,"ELEMENTARY","Male",143
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"ISBELL EL",043905116,"ELEMENTARY","Female",352
"2017-2018",10,"COLLIN COUNTY","FRISCO ISD",043905,"ISBELL EL",043905116,"ELEMENTARY","Male",352
"2017-2018",12,"MCLENNAN COUNTY","MCGREGOR ISD",161909,"ISBILL J H",161909041,"MIDDLE SCHOOL","Female",146
"2017-2018",12,"MCLENNAN COUNTY","MCGREGOR ISD",161909,"ISBILL J H",161909041,"MIDDLE SCHOOL","Male",155
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"ISCHOOL HIGH - LEWISVILLE",221801027,"ELEMENTARY / SECONDARY","Female",27
"2017-2018",14,"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIE",221801,"ISCHOOL HIGH - LEWISVILLE",221801027,"ELEMENTARY / SECONDARY","Male",36
