T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","CAMPUS","CAMPUS NAME","GENDER","GRADE GROUP NAME","ENROLLMENT"
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904101,"ANNIE PURL EL","Male","ELEMENTARY",396
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904102,"CARVER EL","Female","ELEMENTARY",448
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904102,"CARVER EL","Male","ELEMENTARY",491
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904042,"CHARLES A FORBES MIDDLE","Female","MIDDLE SCHOOL",315
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904042,"CHARLES A FORBES MIDDLE","Male","MIDDLE SCHOOL",337
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904002,"CHIP RICHARTE H S","Female","HIGH SCHOOL",48
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904002,"CHIP RICHARTE H S","Male","HIGH SCHOOL",35
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904105,"DELL PICKETT EL","Female","ELEMENTARY",186
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904105,"DELL PICKETT EL","Male","ELEMENTARY",184
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904040,"DOUGLAS BENOLD MIDDLE","Female","MIDDLE SCHOOL",380
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904040,"DOUGLAS BENOLD MIDDLE","Male","MIDDLE SCHOOL",411
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904004,"EAST VIEW H S","Female","HIGH SCHOOL",864
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904004,"EAST VIEW H S","Male","HIGH SCHOOL",897
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904103,"FROST EL","Female","ELEMENTARY",175
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904103,"FROST EL","Male","ELEMENTARY",196
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904045,"GEORGE WAGNER MIDDLE","Female","MIDDLE SCHOOL",394
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904045,"GEORGE WAGNER MIDDLE","Male","MIDDLE SCHOOL",459
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904003,"GEORGETOWN ALTER PROG","Female","HIGH SCHOOL","<20"
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904003,"GEORGETOWN ALTER PROG","Male","HIGH SCHOOL","<30"
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904001,"GEORGETOWN H S","Female","HIGH SCHOOL",949
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904001,"GEORGETOWN H S","Male","HIGH SCHOOL",1040
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904110,"JAMES E MITCHELL EL","Female","ELEMENTARY",382
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904110,"JAMES E MITCHELL EL","Male","ELEMENTARY",389
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904041,"JAMES TIPPIT MIDDLE","Female","MIDDLE SCHOOL",276
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904041,"JAMES TIPPIT MIDDLE","Male","MIDDLE SCHOOL",275
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904109,"JO ANN FORD EL","Female","ELEMENTARY",288
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904109,"JO ANN FORD EL","Male","ELEMENTARY",274
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904104,"PAT COOPER EL","Female","ELEMENTARY",296
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904104,"PAT COOPER EL","Male","ELEMENTARY",295
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904106,"RAYE MCCOY EL","Female","ELEMENTARY",266
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904106,"RAYE MCCOY EL","Male","ELEMENTARY",310
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904107,"VILLAGE EL","Female","ELEMENTARY",267
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904107,"VILLAGE EL","Male","ELEMENTARY",262
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904197,"WILLIAMSON CO J J A E P","Female","HIGH SCHOOL","<10"
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904197,"WILLIAMSON CO J J A E P","Male","HIGH SCHOOL","<20"
"2019-2020",13,"WILLIAMSON COUNTY",246904,"GEORGETOWN ISD",246904199,"WILLIAMSON CO JUVENILE DETENTION C","Male","HIGH SCHOOL","<10"
"2019-2020",12,"MCLENNAN COUNTY",161925,"GHOLSON ISD",161925101,"GHOLSON SCHOOL","Female","ELEMENTARY / SECONDARY",132
"2019-2020",12,"MCLENNAN COUNTY",161925,"GHOLSON ISD",161925101,"GHOLSON SCHOOL","Male","ELEMENTARY / SECONDARY",120
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD",144901101,"GIDDINGS EL","Female","ELEMENTARY",272
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD",144901101,"GIDDINGS EL","Male","ELEMENTARY",299
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD",144901001,"GIDDINGS H S","Female","HIGH SCHOOL",308
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD",144901001,"GIDDINGS H S","Male","HIGH SCHOOL",301
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD",144901103,"GIDDINGS INT","Female","ELEMENTARY",146
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD",144901103,"GIDDINGS INT","Male","ELEMENTARY",134
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD",144901041,"GIDDINGS MIDDLE","Female","MIDDLE SCHOOL",209
"2019-2020",13,"LEE COUNTY",144901,"GIDDINGS ISD",144901041,"GIDDINGS MIDDLE","Male","MIDDLE SCHOOL",248
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD",230902041,"BRUCE J H","Female","JUNIOR HIGH SCHOOL",194
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD",230902041,"BRUCE J H","Male","JUNIOR HIGH SCHOOL",213
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD",230902102,"GILMER EL","Female","ELEMENTARY",514
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD",230902102,"GILMER EL","Male","ELEMENTARY",587
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD",230902002,"GILMER H S","Female","HIGH SCHOOL",336
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD",230902002,"GILMER H S","Male","HIGH SCHOOL",369
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD",230902103,"GILMER INT","Female","MIDDLE SCHOOL",164
"2019-2020",07,"UPSHUR COUNTY",230902,"GILMER ISD",230902103,"GILMER INT","Male","MIDDLE SCHOOL",208
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD",092901001,"GLADEWATER H S","Female","HIGH SCHOOL",229
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD",092901001,"GLADEWATER H S","Male","HIGH SCHOOL",272
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD",092901042,"GLADEWATER MIDDLE","Female","MIDDLE SCHOOL",194
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD",092901042,"GLADEWATER MIDDLE","Male","MIDDLE SCHOOL",215
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD",092901102,"GLADEWATER PRI","Female","ELEMENTARY",173
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD",092901102,"GLADEWATER PRI","Male","ELEMENTARY",216
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD",092901105,"WELDON EL","Female","ELEMENTARY",252
"2019-2020",07,"GREGG COUNTY",092901,"GLADEWATER ISD",092901105,"WELDON EL","Male","ELEMENTARY",284
"2019-2020",18,"GLASSCOCK COUNTY",087901,"GLASSCOCK COUNTY ISD",087901101,"GARDEN CITY EL","Female","ELEMENTARY",82
"2019-2020",18,"GLASSCOCK COUNTY",087901,"GLASSCOCK COUNTY ISD",087901101,"GARDEN CITY EL","Male","ELEMENTARY",72
"2019-2020",18,"GLASSCOCK COUNTY",087901,"GLASSCOCK COUNTY ISD",087901001,"GARDEN CITY H S","Female","ELEMENTARY / SECONDARY",63
"2019-2020",18,"GLASSCOCK COUNTY",087901,"GLASSCOCK COUNTY ISD",087901001,"GARDEN CITY H S","Male","ELEMENTARY / SECONDARY",89
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD",213901101,"GLEN ROSE EL","Female","ELEMENTARY",268
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD",213901101,"GLEN ROSE EL","Male","ELEMENTARY",242
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD",213901001,"GLEN ROSE H S","Female","HIGH SCHOOL",271
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD",213901001,"GLEN ROSE H S","Male","HIGH SCHOOL",294
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD",213901102,"GLEN ROSE INT","Female","ELEMENTARY",197
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD",213901102,"GLEN ROSE INT","Male","ELEMENTARY",202
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD",213901041,"GLEN ROSE J H SCHOOL","Female","MIDDLE SCHOOL",222
"2019-2020",11,"SOMERVELL COUNTY",213901,"GLEN ROSE ISD",213901041,"GLEN ROSE J H SCHOOL","Male","MIDDLE SCHOOL",234
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911101,"GODLEY EL","Female","ELEMENTARY",237
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911101,"GODLEY EL","Male","ELEMENTARY",237
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911001,"GODLEY H S","Female","HIGH SCHOOL",287
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911001,"GODLEY H S","Male","HIGH SCHOOL",332
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911042,"GODLEY INT","Female","ELEMENTARY",445
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911042,"GODLEY INT","Male","ELEMENTARY",450
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911004,"GODLEY LINKS ACADEMY","Female","HIGH SCHOOL","<10"
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911004,"GODLEY LINKS ACADEMY","Male","HIGH SCHOOL","<20"
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911041,"GODLEY MIDDLE","Female","JUNIOR HIGH SCHOOL","<180"
"2019-2020",11,"JOHNSON COUNTY",126911,"GODLEY ISD",126911041,"GODLEY MIDDLE","Male","JUNIOR HIGH SCHOOL","<170"
"2019-2020",09,"MONTAGUE COUNTY",169906,"GOLD BURG ISD",169906001,"GOLD BURG SCHOOL","Female","ELEMENTARY / SECONDARY",72
"2019-2020",09,"MONTAGUE COUNTY",169906,"GOLD BURG ISD",169906001,"GOLD BURG SCHOOL","Male","ELEMENTARY / SECONDARY",62
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835101,"GOLDEN RULE","Female","ELEMENTARY",50
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835101,"GOLDEN RULE","Male","ELEMENTARY",53
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835001,"GOLDEN RULE CHARTER SCHOOL","Female","ELEMENTARY",398
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835001,"GOLDEN RULE CHARTER SCHOOL","Male","ELEMENTARY",391
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835102,"GOLDEN RULE DESOTO","Female","ELEMENTARY / SECONDARY",143
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835102,"GOLDEN RULE DESOTO","Male","ELEMENTARY / SECONDARY",147
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835104,"GOLDEN RULE GRAND PRAIRIE","Female","ELEMENTARY","<60"
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835104,"GOLDEN RULE GRAND PRAIRIE","Male","ELEMENTARY","<50"
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835105,"GOLDEN RULE SCHOOLS INC - WILMER","Female","ELEMENTARY","<30"
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835105,"GOLDEN RULE SCHOOLS INC - WILMER","Male","ELEMENTARY","<10"
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835103,"GOLDEN RULE SOUTHWEST","Female","ELEMENTARY",122
"2019-2020",10,"DALLAS COUNTY",057835,"GOLDEN RULE CHARTER SCHOOL",057835103,"GOLDEN RULE SOUTHWEST","Male","ELEMENTARY",134
"2019-2020",12,"MILLS COUNTY",167901,"GOLDTHWAITE ISD",167901101,"GOLDTHWAITE EL","Female","ELEMENTARY",91
"2019-2020",12,"MILLS COUNTY",167901,"GOLDTHWAITE ISD",167901101,"GOLDTHWAITE EL","Male","ELEMENTARY",160
"2019-2020",12,"MILLS COUNTY",167901,"GOLDTHWAITE ISD",167901001,"GOLDTHWAITE H S","Female","HIGH SCHOOL",85
"2019-2020",12,"MILLS COUNTY",167901,"GOLDTHWAITE ISD",167901001,"GOLDTHWAITE H S","Male","HIGH SCHOOL",93
"2019-2020",12,"MILLS COUNTY",167901,"GOLDTHWAITE ISD",167901002,"GOLDTHWAITE MIDDLE","Female","MIDDLE SCHOOL",71
"2019-2020",12,"MILLS COUNTY",167901,"GOLDTHWAITE ISD",167901002,"GOLDTHWAITE MIDDLE","Male","MIDDLE SCHOOL",65
"2019-2020",03,"GOLIAD COUNTY",088902,"GOLIAD ISD",088902104,"GOLIAD EL","Female","ELEMENTARY",305
"2019-2020",03,"GOLIAD COUNTY",088902,"GOLIAD ISD",088902104,"GOLIAD EL","Male","ELEMENTARY",308
"2019-2020",03,"GOLIAD COUNTY",088902,"GOLIAD ISD",088902001,"GOLIAD H S","Female","HIGH SCHOOL",178
"2019-2020",03,"GOLIAD COUNTY",088902,"GOLIAD ISD",088902001,"GOLIAD H S","Male","HIGH SCHOOL",208
"2019-2020",03,"GOLIAD COUNTY",088902,"GOLIAD ISD",088902041,"GOLIAD MIDDLE","Female","MIDDLE SCHOOL",153
"2019-2020",03,"GOLIAD COUNTY",088902,"GOLIAD ISD",088902041,"GOLIAD MIDDLE","Male","MIDDLE SCHOOL",167
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901101,"GONZALES EAST AVENUE PRI","Female","ELEMENTARY",180
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901101,"GONZALES EAST AVENUE PRI","Male","ELEMENTARY",214
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901102,"GONZALES EL","Female","ELEMENTARY",188
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901102,"GONZALES EL","Male","ELEMENTARY",203
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901001,"GONZALES H S","Female","HIGH SCHOOL",422
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901001,"GONZALES H S","Male","HIGH SCHOOL",410
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901042,"GONZALES J H","Female","JUNIOR HIGH SCHOOL",222
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901042,"GONZALES J H","Male","JUNIOR HIGH SCHOOL",230
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901103,"GONZALES NORTH AVENUE INT","Female","MIDDLE SCHOOL",188
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901103,"GONZALES NORTH AVENUE INT","Male","MIDDLE SCHOOL",228
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901104,"GONZALES PRI ACADEMY","Female","ELEMENTARY",169
"2019-2020",13,"GONZALES COUNTY",089901,"GONZALES ISD",089901104,"GONZALES PRI ACADEMY","Male","ELEMENTARY",183
"2019-2020",06,"POLK COUNTY",187903,"GOODRICH ISD",187903101,"GOODRICH EL","Female","ELEMENTARY",65
"2019-2020",06,"POLK COUNTY",187903,"GOODRICH ISD",187903101,"GOODRICH EL","Male","ELEMENTARY",72
"2019-2020",06,"POLK COUNTY",187903,"GOODRICH ISD",187903001,"GOODRICH H S","Female","HIGH SCHOOL",30
"2019-2020",06,"POLK COUNTY",187903,"GOODRICH ISD",187903001,"GOODRICH H S","Male","HIGH SCHOOL",36
"2019-2020",06,"POLK COUNTY",187903,"GOODRICH ISD",187903041,"GOODRICH MIDDLE","Female","MIDDLE SCHOOL",17
"2019-2020",06,"POLK COUNTY",187903,"GOODRICH ISD",187903041,"GOODRICH MIDDLE","Male","MIDDLE SCHOOL",39
"2019-2020",13,"WILLIAMSON COUNTY",246802,"GOODWATER MONTESSORI SCHOOL",246802001,"GOODWATER MONTESSORI SCHOOL","Female","ELEMENTARY",196
"2019-2020",13,"WILLIAMSON COUNTY",246802,"GOODWATER MONTESSORI SCHOOL",246802001,"GOODWATER MONTESSORI SCHOOL","Male","ELEMENTARY",202
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911101,"ALAMO EL","Female","ELEMENTARY",378
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911101,"ALAMO EL","Male","ELEMENTARY",410
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911113,"ASHBEL SMITH EL","Female","ELEMENTARY",335
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911113,"ASHBEL SMITH EL","Male","ELEMENTARY",358
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911125,"BANUELOS EL","Female","ELEMENTARY",441
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911125,"BANUELOS EL","Male","ELEMENTARY",441
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911041,"BAYTOWN J H","Female","MIDDLE SCHOOL",485
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911041,"BAYTOWN J H","Male","MIDDLE SCHOOL",492
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911105,"CARVER EL","Female","ELEMENTARY",354
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911105,"CARVER EL","Male","ELEMENTARY",371
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911043,"CEDAR BAYOU J H","Female","MIDDLE SCHOOL",522
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911043,"CEDAR BAYOU J H","Male","MIDDLE SCHOOL",552
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911123,"CLARK EL","Female","ELEMENTARY",356
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911123,"CLARK EL","Male","ELEMENTARY",365
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911118,"CROCKETT EL","Female","ELEMENTARY",339
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911118,"CROCKETT EL","Male","ELEMENTARY",370
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911120,"DE ZAVALA EL","Female","ELEMENTARY",340
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911120,"DE ZAVALA EL","Male","ELEMENTARY",334
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911046,"GENTRY J H","Female","MIDDLE SCHOOL",585
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911046,"GENTRY J H","Male","MIDDLE SCHOOL",564
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911015,"GOOSE CREEK MEMORIAL","Female","HIGH SCHOOL",1000
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911015,"GOOSE CREEK MEMORIAL","Male","HIGH SCHOOL",1104
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911107,"HARLEM EL","Female","ELEMENTARY",345
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911107,"HARLEM EL","Male","ELEMENTARY",354
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911012,"HIGH POINT SCHOOL","Female","HIGH SCHOOL","<10"
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911012,"HIGH POINT SCHOOL","Male","HIGH SCHOOL","<20"
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911108,"HIGHLANDS EL","Female","ELEMENTARY",392
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911108,"HIGHLANDS EL","Male","ELEMENTARY",418
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911044,"HIGHLANDS J H","Female","MIDDLE SCHOOL",592
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911044,"HIGHLANDS J H","Male","MIDDLE SCHOOL",621
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911117,"HOPPER PRI","Female","ELEMENTARY",219
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911117,"HOPPER PRI","Male","ELEMENTARY",275
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911045,"HORACE MANN J H","Female","MIDDLE SCHOOL",480
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911045,"HORACE MANN J H","Male","MIDDLE SCHOOL",535
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911016,"IMPACT EARLY COLLEGE H S","Female","HIGH SCHOOL",256
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911016,"IMPACT EARLY COLLEGE H S","Male","HIGH SCHOOL",154
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911103,"JAMES BOWIE EL","Female","ELEMENTARY",408
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911103,"JAMES BOWIE EL","Male","ELEMENTARY",428
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911111,"LAMAR EL","Female","ELEMENTARY",334
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911111,"LAMAR EL","Male","ELEMENTARY",339
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911002,"LEE H S","Female","HIGH SCHOOL",832
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911002,"LEE H S","Male","HIGH SCHOOL",952
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911005,"PETER E HYLAND CENTER","Female","HIGH SCHOOL",81
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911005,"PETER E HYLAND CENTER","Male","HIGH SCHOOL",63
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911006,"POINT ALTERNATIVE CENTER","Female","ELEMENTARY / SECONDARY","<30"
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911006,"POINT ALTERNATIVE CENTER","Male","ELEMENTARY / SECONDARY","<60"
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911112,"SAN JACINTO EL","Female","ELEMENTARY",234
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911112,"SAN JACINTO EL","Male","ELEMENTARY",210
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911102,"STEPHEN F AUSTIN EL","Female","ELEMENTARY",384
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911102,"STEPHEN F AUSTIN EL","Male","ELEMENTARY",394
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911003,"STERLING H S","Female","HIGH SCHOOL",1088
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911003,"STERLING H S","Male","HIGH SCHOOL",1036
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911017,"STUART CAREER TECH H S","Female","HIGH SCHOOL",68
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911017,"STUART CAREER TECH H S","Male","HIGH SCHOOL",168
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911114,"TRAVIS EL","Female","ELEMENTARY",426
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911114,"TRAVIS EL","Male","ELEMENTARY",463
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911122,"VICTORIA WALKER EL","Female","ELEMENTARY",365
"2019-2020",04,"HARRIS COUNTY",101911,"GOOSE CREEK CISD",101911122,"VICTORIA WALKER EL","Male","ELEMENTARY",429
"2019-2020",11,"PALO PINTO COUNTY",182901,"GORDON ISD",182901001,"GORDON SCHOOL","Female","ELEMENTARY / SECONDARY",92
"2019-2020",11,"PALO PINTO COUNTY",182901,"GORDON ISD",182901001,"GORDON SCHOOL","Male","ELEMENTARY / SECONDARY",124
"2019-2020",14,"EASTLAND COUNTY",067904,"GORMAN ISD",067904001,"GORMAN H S","Female","HIGH SCHOOL",46
"2019-2020",14,"EASTLAND COUNTY",067904,"GORMAN ISD",067904001,"GORMAN H S","Male","HIGH SCHOOL",44
"2019-2020",14,"EASTLAND COUNTY",067904,"GORMAN ISD",067904042,"GORMAN MIDDLE","Female","MIDDLE SCHOOL",35
"2019-2020",14,"EASTLAND COUNTY",067904,"GORMAN ISD",067904042,"GORMAN MIDDLE","Male","MIDDLE SCHOOL",30
"2019-2020",14,"EASTLAND COUNTY",067904,"GORMAN ISD",067904101,"MAXFIELD EL","Female","ELEMENTARY",72
