T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","ENROLLMENT"
"2019-2020",16,"PARMER COUNTY",185904,"LAZBUDDIE ISD","Male","TRADITIONAL ISD/CSD",79
"2019-2020",10,"DENTON COUNTY",061804,"LEADERSHIP PREP SCHOOL","Female","OPEN ENROLLMENT CHARTER",656
"2019-2020",10,"DENTON COUNTY",061804,"LEADERSHIP PREP SCHOOL","Male","OPEN ENROLLMENT CHARTER",627
"2019-2020",20,"REAL COUNTY",193902,"LEAKEY ISD","Female","TRADITIONAL ISD/CSD",137
"2019-2020",20,"REAL COUNTY",193902,"LEAKEY ISD","Male","TRADITIONAL ISD/CSD",147
"2019-2020",13,"WILLIAMSON COUNTY",246913,"LEANDER ISD","Female","TRADITIONAL ISD/CSD",20065
"2019-2020",13,"WILLIAMSON COUNTY",246913,"LEANDER ISD","Male","TRADITIONAL ISD/CSD",21316
"2019-2020",08,"BOWIE COUNTY",019914,"LEARY ISD","Female","TRADITIONAL ISD/CSD",62
"2019-2020",08,"BOWIE COUNTY",019914,"LEARY ISD","Male","TRADITIONAL ISD/CSD",73
"2019-2020",16,"GRAY COUNTY",090902,"LEFORS ISD","Female","TRADITIONAL ISD/CSD",76
"2019-2020",16,"GRAY COUNTY",090902,"LEFORS ISD","Male","TRADITIONAL ISD/CSD",94
"2019-2020",10,"DALLAS COUNTY",057846,"LEGACY PREPARATORY","Female","OPEN ENROLLMENT CHARTER",745
"2019-2020",10,"DALLAS COUNTY",057846,"LEGACY PREPARATORY","Male","OPEN ENROLLMENT CHARTER",827
"2019-2020",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","Female","OPEN ENROLLMENT CHARTER",148
"2019-2020",04,"HARRIS COUNTY",101874,"LEGACY SCHOOL OF SPORT SCIENCES","Male","OPEN ENROLLMENT CHARTER",285
"2019-2020",06,"POLK COUNTY",187906,"LEGGETT ISD","Female","TRADITIONAL ISD/CSD",90
"2019-2020",06,"POLK COUNTY",187906,"LEGGETT ISD","Male","TRADITIONAL ISD/CSD",106
"2019-2020",06,"LEON COUNTY",145911,"LEON ISD","Female","TRADITIONAL ISD/CSD",363
"2019-2020",06,"LEON COUNTY",145911,"LEON ISD","Male","TRADITIONAL ISD/CSD",342
"2019-2020",10,"FANNIN COUNTY",074909,"LEONARD ISD","Female","TRADITIONAL ISD/CSD",426
"2019-2020",10,"FANNIN COUNTY",074909,"LEONARD ISD","Male","TRADITIONAL ISD/CSD",435
"2019-2020",17,"HOCKLEY COUNTY",110902,"LEVELLAND ISD","Female","TRADITIONAL ISD/CSD",1410
"2019-2020",17,"HOCKLEY COUNTY",110902,"LEVELLAND ISD","Male","TRADITIONAL ISD/CSD",1488
"2019-2020",07,"RUSK COUNTY",201904,"LEVERETTS CHAPEL ISD","Female","TRADITIONAL ISD/CSD",108
"2019-2020",07,"RUSK COUNTY",201904,"LEVERETTS CHAPEL ISD","Male","TRADITIONAL ISD/CSD",129
"2019-2020",11,"DENTON COUNTY",061902,"LEWISVILLE ISD","Female","TRADITIONAL ISD/CSD",25487
"2019-2020",11,"DENTON COUNTY",061902,"LEWISVILLE ISD","Male","TRADITIONAL ISD/CSD",26702
"2019-2020",13,"LEE COUNTY",144902,"LEXINGTON ISD","Female","TRADITIONAL ISD/CSD",541
"2019-2020",13,"LEE COUNTY",144902,"LEXINGTON ISD","Male","TRADITIONAL ISD/CSD",513
"2019-2020",13,"WILLIAMSON COUNTY",246908,"LIBERTY HILL ISD","Female","TRADITIONAL ISD/CSD",2387
"2019-2020",13,"WILLIAMSON COUNTY",246908,"LIBERTY HILL ISD","Male","TRADITIONAL ISD/CSD",2491
"2019-2020",05,"LIBERTY COUNTY",146906,"LIBERTY ISD","Female","TRADITIONAL ISD/CSD",1104
"2019-2020",05,"LIBERTY COUNTY",146906,"LIBERTY ISD","Male","TRADITIONAL ISD/CSD",1162
"2019-2020",08,"BOWIE COUNTY",019908,"LIBERTY-EYLAU ISD","Female","TRADITIONAL ISD/CSD",1180
"2019-2020",08,"BOWIE COUNTY",019908,"LIBERTY-EYLAU ISD","Male","TRADITIONAL ISD/CSD",1256
"2019-2020",10,"DALLAS COUNTY",057807,"LIFE SCHOOL","Female","OPEN ENROLLMENT CHARTER",2837
"2019-2020",10,"DALLAS COUNTY",057807,"LIFE SCHOOL","Male","OPEN ENROLLMENT CHARTER",2768
"2019-2020",20,"BEXAR COUNTY",015825,"LIGHTHOUSE CHARTER SCHOOL","Female","OPEN ENROLLMENT CHARTER",169
"2019-2020",20,"BEXAR COUNTY",015825,"LIGHTHOUSE CHARTER SCHOOL","Male","OPEN ENROLLMENT CHARTER",165
"2019-2020",07,"SMITH COUNTY",212903,"LINDALE ISD","Female","TRADITIONAL ISD/CSD",2084
"2019-2020",07,"SMITH COUNTY",212903,"LINDALE ISD","Male","TRADITIONAL ISD/CSD",2153
"2019-2020",08,"CASS COUNTY",034905,"LINDEN-KILDARE CISD","Female","TRADITIONAL ISD/CSD",324
"2019-2020",08,"CASS COUNTY",034905,"LINDEN-KILDARE CISD","Male","TRADITIONAL ISD/CSD",332
"2019-2020",11,"COOKE COUNTY",049907,"LINDSAY ISD","Female","TRADITIONAL ISD/CSD",251
"2019-2020",11,"COOKE COUNTY",049907,"LINDSAY ISD","Male","TRADITIONAL ISD/CSD",261
"2019-2020",11,"ERATH COUNTY",072909,"LINGLEVILLE ISD","Female","TRADITIONAL ISD/CSD",127
"2019-2020",11,"ERATH COUNTY",072909,"LINGLEVILLE ISD","Male","TRADITIONAL ISD/CSD",155
"2019-2020",11,"HOOD COUNTY",111902,"LIPAN ISD","Female","TRADITIONAL ISD/CSD",216
"2019-2020",11,"HOOD COUNTY",111902,"LIPAN ISD","Male","TRADITIONAL ISD/CSD",225
"2019-2020",05,"ORANGE COUNTY",181908,"LITTLE CYPRESS-MAURICEVILLE CISD","Female","TRADITIONAL ISD/CSD",1515
"2019-2020",05,"ORANGE COUNTY",181908,"LITTLE CYPRESS-MAURICEVILLE CISD","Male","TRADITIONAL ISD/CSD",1702
"2019-2020",11,"DENTON COUNTY",061914,"LITTLE ELM ISD","Female","TRADITIONAL ISD/CSD",3916
"2019-2020",11,"DENTON COUNTY",061914,"LITTLE ELM ISD","Male","TRADITIONAL ISD/CSD",4149
"2019-2020",17,"LAMB COUNTY",140904,"LITTLEFIELD ISD","Female","TRADITIONAL ISD/CSD",632
"2019-2020",17,"LAMB COUNTY",140904,"LITTLEFIELD ISD","Male","TRADITIONAL ISD/CSD",664
"2019-2020",06,"POLK COUNTY",187907,"LIVINGSTON ISD","Female","TRADITIONAL ISD/CSD",1926
"2019-2020",06,"POLK COUNTY",187907,"LIVINGSTON ISD","Male","TRADITIONAL ISD/CSD",2055
"2019-2020",13,"LLANO COUNTY",150901,"LLANO ISD","Female","TRADITIONAL ISD/CSD",849
"2019-2020",13,"LLANO COUNTY",150901,"LLANO ISD","Male","TRADITIONAL ISD/CSD",929
"2019-2020",13,"CALDWELL COUNTY",028902,"LOCKHART ISD","Female","TRADITIONAL ISD/CSD",3074
"2019-2020",13,"CALDWELL COUNTY",028902,"LOCKHART ISD","Male","TRADITIONAL ISD/CSD",3086
"2019-2020",17,"FLOYD COUNTY",077902,"LOCKNEY ISD","Female","TRADITIONAL ISD/CSD",219
"2019-2020",17,"FLOYD COUNTY",077902,"LOCKNEY ISD","Male","TRADITIONAL ISD/CSD",223
"2019-2020",15,"MCCULLOCH COUNTY",160905,"LOHN ISD","Female","TRADITIONAL ISD/CSD",45
"2019-2020",15,"MCCULLOCH COUNTY",160905,"LOHN ISD","Male","TRADITIONAL ISD/CSD",29
"2019-2020",12,"LAMPASAS COUNTY",141902,"LOMETA ISD","Female","TRADITIONAL ISD/CSD",150
"2019-2020",12,"LAMPASAS COUNTY",141902,"LOMETA ISD","Male","TRADITIONAL ISD/CSD",191
"2019-2020",02,"NUECES COUNTY",178906,"LONDON ISD","Female","TRADITIONAL ISD/CSD",619
"2019-2020",02,"NUECES COUNTY",178906,"LONDON ISD","Male","TRADITIONAL ISD/CSD",582
"2019-2020",10,"HUNT COUNTY",116906,"LONE OAK ISD","Female","TRADITIONAL ISD/CSD",478
"2019-2020",10,"HUNT COUNTY",116906,"LONE OAK ISD","Male","TRADITIONAL ISD/CSD",515
"2019-2020",10,"COLLIN COUNTY",043802,"LONE STAR LANGUAGE ACADEMY","Female","OPEN ENROLLMENT CHARTER",95
"2019-2020",10,"COLLIN COUNTY",043802,"LONE STAR LANGUAGE ACADEMY","Male","OPEN ENROLLMENT CHARTER",95
"2019-2020",07,"GREGG COUNTY",092903,"LONGVIEW ISD","Female","TRADITIONAL ISD/CSD",4186
"2019-2020",07,"GREGG COUNTY",092903,"LONGVIEW ISD","Male","TRADITIONAL ISD/CSD",4389
"2019-2020",17,"GAINES COUNTY",083902,"LOOP ISD","Female","TRADITIONAL ISD/CSD",73
"2019-2020",17,"GAINES COUNTY",083902,"LOOP ISD","Male","TRADITIONAL ISD/CSD",84
"2019-2020",14,"MITCHELL COUNTY",168902,"LORAINE ISD","Female","TRADITIONAL ISD/CSD",69
"2019-2020",14,"MITCHELL COUNTY",168902,"LORAINE ISD","Male","TRADITIONAL ISD/CSD",89
"2019-2020",12,"MCLENNAN COUNTY",161907,"LORENA ISD","Female","TRADITIONAL ISD/CSD",865
"2019-2020",12,"MCLENNAN COUNTY",161907,"LORENA ISD","Male","TRADITIONAL ISD/CSD",887
"2019-2020",17,"CROSBY COUNTY",054902,"LORENZO ISD","Female","TRADITIONAL ISD/CSD",126
"2019-2020",17,"CROSBY COUNTY",054902,"LORENZO ISD","Male","TRADITIONAL ISD/CSD",117
"2019-2020",01,"CAMERON COUNTY",031906,"LOS FRESNOS CISD","Female","TRADITIONAL ISD/CSD",5167
"2019-2020",01,"CAMERON COUNTY",031906,"LOS FRESNOS CISD","Male","TRADITIONAL ISD/CSD",5493
"2019-2020",03,"WHARTON COUNTY",241906,"LOUISE ISD","Female","TRADITIONAL ISD/CSD",254
"2019-2020",03,"WHARTON COUNTY",241906,"LOUISE ISD","Male","TRADITIONAL ISD/CSD",276
"2019-2020",10,"COLLIN COUNTY",043919,"LOVEJOY ISD","Female","TRADITIONAL ISD/CSD",2081
"2019-2020",10,"COLLIN COUNTY",043919,"LOVEJOY ISD","Male","TRADITIONAL ISD/CSD",2284
"2019-2020",06,"HOUSTON COUNTY",113903,"LOVELADY ISD","Female","TRADITIONAL ISD/CSD",248
"2019-2020",06,"HOUSTON COUNTY",113903,"LOVELADY ISD","Male","TRADITIONAL ISD/CSD",259
"2019-2020",17,"LUBBOCK COUNTY",152901,"LUBBOCK ISD","Female","TRADITIONAL ISD/CSD",13363
"2019-2020",17,"LUBBOCK COUNTY",152901,"LUBBOCK ISD","Male","TRADITIONAL ISD/CSD",13985
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","Female","TRADITIONAL ISD/CSD",3431
"2019-2020",17,"LUBBOCK COUNTY",152906,"LUBBOCK-COOPER ISD","Male","TRADITIONAL ISD/CSD",3544
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","Female","TRADITIONAL ISD/CSD",51
"2019-2020",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","Male","TRADITIONAL ISD/CSD",54
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","Female","TRADITIONAL ISD/CSD",3811
"2019-2020",07,"ANGELINA COUNTY",003903,"LUFKIN ISD","Male","TRADITIONAL ISD/CSD",4058
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","Female","TRADITIONAL ISD/CSD",692
"2019-2020",13,"CALDWELL COUNTY",028903,"LULING ISD","Male","TRADITIONAL ISD/CSD",731
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","Female","TRADITIONAL ISD/CSD",1991
"2019-2020",05,"HARDIN COUNTY",100907,"LUMBERTON ISD","Male","TRADITIONAL ISD/CSD",2156
"2019-2020",10,"DALLAS COUNTY",057805,"LUMIN EDUCATION","Female","OPEN ENROLLMENT CHARTER",142
"2019-2020",10,"DALLAS COUNTY",057805,"LUMIN EDUCATION","Male","OPEN ENROLLMENT CHARTER",166
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","Female","TRADITIONAL ISD/CSD",735
"2019-2020",01,"WILLACY COUNTY",245902,"LYFORD CISD","Male","TRADITIONAL ISD/CSD",714
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","Female","TRADITIONAL ISD/CSD",878
"2019-2020",20,"ATASCOSA COUNTY",007904,"LYTLE ISD","Male","TRADITIONAL ISD/CSD",908
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","Female","TRADITIONAL ISD/CSD",1759
"2019-2020",10,"KAUFMAN COUNTY",129905,"MABANK ISD","Male","TRADITIONAL ISD/CSD",1923
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","Female","TRADITIONAL ISD/CSD",1192
"2019-2020",06,"MADISON COUNTY",154901,"MADISONVILLE CISD","Male","TRADITIONAL ISD/CSD",1217
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","Female","TRADITIONAL ISD/CSD",6557
"2019-2020",06,"MONTGOMERY COUNTY",170906,"MAGNOLIA ISD","Male","TRADITIONAL ISD/CSD",6733
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","Female","TRADITIONAL ISD/CSD",689
"2019-2020",07,"HENDERSON COUNTY",107906,"MALAKOFF ISD","Male","TRADITIONAL ISD/CSD",739
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","Female","TRADITIONAL ISD/CSD",80
"2019-2020",12,"HILL COUNTY",109908,"MALONE ISD","Male","TRADITIONAL ISD/CSD",89
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","Female","TRADITIONAL ISD/CSD",104
"2019-2020",08,"BOWIE COUNTY",019910,"MALTA ISD","Male","TRADITIONAL ISD/CSD",132
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","Female","OPEN ENROLLMENT CHARTER",408
"2019-2020",10,"DALLAS COUNTY",057844,"MANARA ACADEMY","Male","OPEN ENROLLMENT CHARTER",342
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","Female","TRADITIONAL ISD/CSD",4740
"2019-2020",13,"TRAVIS COUNTY",227907,"MANOR ISD","Male","TRADITIONAL ISD/CSD",4855
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","Female","TRADITIONAL ISD/CSD",17218
"2019-2020",11,"TARRANT COUNTY",220908,"MANSFIELD ISD","Male","TRADITIONAL ISD/CSD",18451
"2019-2020",18,"BREWSTER COUNTY",022902,"MARATHON ISD","Female","TRADITIONAL ISD/CSD",30
"2019-2020",18,"BREWSTER COUNTY",022902,"MARATHON ISD","Male","TRADITIONAL ISD/CSD",27
"2019-2020",13,"BURNET COUNTY",027904,"MARBLE FALLS ISD","Female","TRADITIONAL ISD/CSD",2049
"2019-2020",13,"BURNET COUNTY",027904,"MARBLE FALLS ISD","Male","TRADITIONAL ISD/CSD",2305
"2019-2020",18,"PRESIDIO COUNTY",189901,"MARFA ISD","Female","TRADITIONAL ISD/CSD",163
"2019-2020",18,"PRESIDIO COUNTY",189901,"MARFA ISD","Male","TRADITIONAL ISD/CSD",166
"2019-2020",20,"GUADALUPE COUNTY",094904,"MARION ISD","Female","TRADITIONAL ISD/CSD",735
"2019-2020",20,"GUADALUPE COUNTY",094904,"MARION ISD","Male","TRADITIONAL ISD/CSD",803
"2019-2020",12,"FALLS COUNTY",073903,"MARLIN ISD","Female","TRADITIONAL ISD/CSD",433
"2019-2020",12,"FALLS COUNTY",073903,"MARLIN ISD","Male","TRADITIONAL ISD/CSD",487
"2019-2020",07,"HARRISON COUNTY",102902,"MARSHALL ISD","Female","TRADITIONAL ISD/CSD",2616
"2019-2020",07,"HARRISON COUNTY",102902,"MARSHALL ISD","Male","TRADITIONAL ISD/CSD",2720
"2019-2020",12,"MCLENNAN COUNTY",161908,"MART ISD","Female","TRADITIONAL ISD/CSD",257
"2019-2020",12,"MCLENNAN COUNTY",161908,"MART ISD","Male","TRADITIONAL ISD/CSD",261
"2019-2020",07,"VAN ZANDT COUNTY",234905,"MARTINS MILL ISD","Female","TRADITIONAL ISD/CSD",254
"2019-2020",07,"VAN ZANDT COUNTY",234905,"MARTINS MILL ISD","Male","TRADITIONAL ISD/CSD",256
"2019-2020",07,"NACOGDOCHES COUNTY",174909,"MARTINSVILLE ISD","Female","TRADITIONAL ISD/CSD",183
"2019-2020",07,"NACOGDOCHES COUNTY",174909,"MARTINSVILLE ISD","Male","TRADITIONAL ISD/CSD",188
"2019-2020",15,"MASON COUNTY",157901,"MASON ISD","Female","TRADITIONAL ISD/CSD",346
"2019-2020",15,"MASON COUNTY",157901,"MASON ISD","Male","TRADITIONAL ISD/CSD",411
"2019-2020",03,"MATAGORDA COUNTY",158904,"MATAGORDA ISD","Female","TRADITIONAL ISD/CSD",54
"2019-2020",03,"MATAGORDA COUNTY",158904,"MATAGORDA ISD","Male","TRADITIONAL ISD/CSD",58
"2019-2020",02,"SAN PATRICIO COUNTY",205904,"MATHIS ISD","Female","TRADITIONAL ISD/CSD",742
"2019-2020",02,"SAN PATRICIO COUNTY",205904,"MATHIS ISD","Male","TRADITIONAL ISD/CSD",857
"2019-2020",08,"BOWIE COUNTY",019903,"MAUD ISD","Female","TRADITIONAL ISD/CSD",214
"2019-2020",08,"BOWIE COUNTY",019903,"MAUD ISD","Male","TRADITIONAL ISD/CSD",263
"2019-2020",15,"BROWN COUNTY",025905,"MAY ISD","Female","TRADITIONAL ISD/CSD",106
"2019-2020",15,"BROWN COUNTY",025905,"MAY ISD","Male","TRADITIONAL ISD/CSD",155
"2019-2020",10,"ELLIS COUNTY",070915,"MAYPEARL ISD","Female","TRADITIONAL ISD/CSD",500
"2019-2020",10,"ELLIS COUNTY",070915,"MAYPEARL ISD","Male","TRADITIONAL ISD/CSD",637
"2019-2020",01,"HIDALGO COUNTY",108906,"MCALLEN ISD","Female","TRADITIONAL ISD/CSD",10873
"2019-2020",01,"HIDALGO COUNTY",108906,"MCALLEN ISD","Male","TRADITIONAL ISD/CSD",11554
"2019-2020",18,"UPTON COUNTY",231901,"MCCAMEY ISD","Female","TRADITIONAL ISD/CSD",296
"2019-2020",18,"UPTON COUNTY",231901,"MCCAMEY ISD","Male","TRADITIONAL ISD/CSD",271
"2019-2020",13,"BASTROP COUNTY",011905,"MCDADE ISD","Female","TRADITIONAL ISD/CSD",187
"2019-2020",13,"BASTROP COUNTY",011905,"MCDADE ISD","Male","TRADITIONAL ISD/CSD",179
"2019-2020",12,"MCLENNAN COUNTY",161909,"MCGREGOR ISD","Female","TRADITIONAL ISD/CSD",708
"2019-2020",12,"MCLENNAN COUNTY",161909,"MCGREGOR ISD","Male","TRADITIONAL ISD/CSD",783
"2019-2020",10,"COLLIN COUNTY",043907,"MCKINNEY ISD","Female","TRADITIONAL ISD/CSD",11952
"2019-2020",10,"COLLIN COUNTY",043907,"MCKINNEY ISD","Male","TRADITIONAL ISD/CSD",12669
"2019-2020",16,"GRAY COUNTY",090903,"MCLEAN ISD","Female","TRADITIONAL ISD/CSD",104
"2019-2020",16,"GRAY COUNTY",090903,"MCLEAN ISD","Male","TRADITIONAL ISD/CSD",114
"2019-2020",08,"CASS COUNTY",034906,"MCLEOD ISD","Female","TRADITIONAL ISD/CSD",200
"2019-2020",08,"CASS COUNTY",034906,"MCLEOD ISD","Male","TRADITIONAL ISD/CSD",191
"2019-2020",02,"MCMULLEN COUNTY",162904,"MCMULLEN COUNTY ISD","Female","TRADITIONAL ISD/CSD",145
"2019-2020",02,"MCMULLEN COUNTY",162904,"MCMULLEN COUNTY ISD","Male","TRADITIONAL ISD/CSD",143
"2019-2020",17,"TERRY COUNTY",223902,"MEADOW ISD","Female","TRADITIONAL ISD/CSD",153
"2019-2020",17,"TERRY COUNTY",223902,"MEADOW ISD","Male","TRADITIONAL ISD/CSD",132
"2019-2020",20,"KENDALL COUNTY",130801,"MEADOWLAND CHARTER DISTRICT","Female","OPEN ENROLLMENT CHARTER",37
"2019-2020",20,"KENDALL COUNTY",130801,"MEADOWLAND CHARTER DISTRICT","Male","OPEN ENROLLMENT CHARTER",53
"2019-2020",20,"BANDERA COUNTY",010901,"MEDINA ISD","Female","TRADITIONAL ISD/CSD",160
"2019-2020",20,"BANDERA COUNTY",010901,"MEDINA ISD","Male","TRADITIONAL ISD/CSD",155
"2019-2020",20,"MEDINA COUNTY",163908,"MEDINA VALLEY ISD","Female","TRADITIONAL ISD/CSD",2821
"2019-2020",20,"MEDINA COUNTY",163908,"MEDINA VALLEY ISD","Male","TRADITIONAL ISD/CSD",3047
"2019-2020",10,"COLLIN COUNTY",043908,"MELISSA ISD","Female","TRADITIONAL ISD/CSD",1713
"2019-2020",10,"COLLIN COUNTY",043908,"MELISSA ISD","Male","TRADITIONAL ISD/CSD",1867
"2019-2020",16,"HALL COUNTY",096904,"MEMPHIS ISD","Female","TRADITIONAL ISD/CSD",220
"2019-2020",16,"HALL COUNTY",096904,"MEMPHIS ISD","Male","TRADITIONAL ISD/CSD",245
"2019-2020",15,"MENARD COUNTY",164901,"MENARD ISD","Female","TRADITIONAL ISD/CSD",150
"2019-2020",15,"MENARD COUNTY",164901,"MENARD ISD","Male","TRADITIONAL ISD/CSD",153
"2019-2020",01,"HIDALGO COUNTY",108907,"MERCEDES ISD","Female","TRADITIONAL ISD/CSD",2391
"2019-2020",01,"HIDALGO COUNTY",108907,"MERCEDES ISD","Male","TRADITIONAL ISD/CSD",2550
"2019-2020",12,"BOSQUE COUNTY",018902,"MERIDIAN ISD","Female","TRADITIONAL ISD/CSD",207
"2019-2020",12,"BOSQUE COUNTY",018902,"MERIDIAN ISD","Male","TRADITIONAL ISD/CSD",234
"2019-2020",13,"WILLIAMSON COUNTY",246801,"MERIDIAN WORLD SCHOOL LLC","Female","OPEN ENROLLMENT CHARTER",814
"2019-2020",13,"WILLIAMSON COUNTY",246801,"MERIDIAN WORLD SCHOOL LLC","Male","OPEN ENROLLMENT CHARTER",856
"2019-2020",14,"TAYLOR COUNTY",221904,"MERKEL ISD","Female","TRADITIONAL ISD/CSD",557
"2019-2020",14,"TAYLOR COUNTY",221904,"MERKEL ISD","Male","TRADITIONAL ISD/CSD",551
"2019-2020",10,"DALLAS COUNTY",057914,"MESQUITE ISD","Female","TRADITIONAL ISD/CSD",19441
"2019-2020",10,"DALLAS COUNTY",057914,"MESQUITE ISD","Male","TRADITIONAL ISD/CSD",20415
"2019-2020",12,"LIMESTONE COUNTY",147903,"MEXIA ISD","Female","TRADITIONAL ISD/CSD",851
"2019-2020",12,"LIMESTONE COUNTY",147903,"MEXIA ISD","Male","TRADITIONAL ISD/CSD",1027
"2019-2020",04,"HARRIS COUNTY",101855,"MEYERPARK ELEMENTARY","Female","OPEN ENROLLMENT CHARTER",137
"2019-2020",04,"HARRIS COUNTY",101855,"MEYERPARK ELEMENTARY","Male","OPEN ENROLLMENT CHARTER",128
"2019-2020",03,"DEWITT COUNTY",062906,"MEYERSVILLE ISD","Female","TRADITIONAL ISD/CSD",74
"2019-2020",03,"DEWITT COUNTY",062906,"MEYERSVILLE ISD","Male","TRADITIONAL ISD/CSD",75
"2019-2020",16,"ROBERTS COUNTY",197902,"MIAMI ISD","Female","TRADITIONAL ISD/CSD",100
"2019-2020",16,"ROBERTS COUNTY",197902,"MIAMI ISD","Male","TRADITIONAL ISD/CSD",90
"2019-2020",18,"MIDLAND COUNTY",165802,"MIDLAND ACADEMY CHARTER SCHOOL","Female","OPEN ENROLLMENT CHARTER",225
"2019-2020",18,"MIDLAND COUNTY",165802,"MIDLAND ACADEMY CHARTER SCHOOL","Male","OPEN ENROLLMENT CHARTER",163
"2019-2020",18,"MIDLAND COUNTY",165901,"MIDLAND ISD","Female","TRADITIONAL ISD/CSD",12727
"2019-2020",18,"MIDLAND COUNTY",165901,"MIDLAND ISD","Male","TRADITIONAL ISD/CSD",13705
"2019-2020",10,"ELLIS COUNTY",070908,"MIDLOTHIAN ISD","Female","TRADITIONAL ISD/CSD",4735
"2019-2020",10,"ELLIS COUNTY",070908,"MIDLOTHIAN ISD","Male","TRADITIONAL ISD/CSD",5048
"2019-2020",09,"CLAY COUNTY",039905,"MIDWAY ISD","Female","TRADITIONAL ISD/CSD",66
"2019-2020",12,"MCLENNAN COUNTY",161903,"MIDWAY ISD","Female","TRADITIONAL ISD/CSD",4113
"2019-2020",09,"CLAY COUNTY",039905,"MIDWAY ISD","Male","TRADITIONAL ISD/CSD",61
"2019-2020",12,"MCLENNAN COUNTY",161903,"MIDWAY ISD","Male","TRADITIONAL ISD/CSD",4262
"2019-2020",06,"MILAM COUNTY",166903,"MILANO ISD","Female","TRADITIONAL ISD/CSD",209
"2019-2020",06,"MILAM COUNTY",166903,"MILANO ISD","Male","TRADITIONAL ISD/CSD",220
"2019-2020",12,"NAVARRO COUNTY",175910,"MILDRED ISD","Female","TRADITIONAL ISD/CSD",362
"2019-2020",12,"NAVARRO COUNTY",175910,"MILDRED ISD","Male","TRADITIONAL ISD/CSD",405
"2019-2020",15,"RUNNELS COUNTY",200902,"MILES ISD","Female","TRADITIONAL ISD/CSD",244
"2019-2020",15,"RUNNELS COUNTY",200902,"MILES ISD","Male","TRADITIONAL ISD/CSD",245
"2019-2020",10,"ELLIS COUNTY",070909,"MILFORD ISD","Female","TRADITIONAL ISD/CSD",109
"2019-2020",10,"ELLIS COUNTY",070909,"MILFORD ISD","Male","TRADITIONAL ISD/CSD",137
"2019-2020",08,"HOPKINS COUNTY",112907,"MILLER GROVE ISD","Female","TRADITIONAL ISD/CSD",183
"2019-2020",08,"HOPKINS COUNTY",112907,"MILLER GROVE ISD","Male","TRADITIONAL ISD/CSD",171
"2019-2020",11,"PARKER COUNTY",184904,"MILLSAP ISD","Female","TRADITIONAL ISD/CSD",504
"2019-2020",11,"PARKER COUNTY",184904,"MILLSAP ISD","Male","TRADITIONAL ISD/CSD",536
"2019-2020",07,"WOOD COUNTY",250903,"MINEOLA ISD","Female","TRADITIONAL ISD/CSD",858
"2019-2020",07,"WOOD COUNTY",250903,"MINEOLA ISD","Male","TRADITIONAL ISD/CSD",788
"2019-2020",11,"PALO PINTO COUNTY",182903,"MINERAL WELLS ISD","Female","TRADITIONAL ISD/CSD",1547
"2019-2020",11,"PALO PINTO COUNTY",182903,"MINERAL WELLS ISD","Male","TRADITIONAL ISD/CSD",1690
"2019-2020",01,"HIDALGO COUNTY",108908,"MISSION CISD","Female","TRADITIONAL ISD/CSD",7507
"2019-2020",01,"HIDALGO COUNTY",108908,"MISSION CISD","Male","TRADITIONAL ISD/CSD",7958
"2019-2020",18,"WARD COUNTY",238902,"MONAHANS-WICKETT-PYOTE ISD","Female","TRADITIONAL ISD/CSD",1205
"2019-2020",18,"WARD COUNTY",238902,"MONAHANS-WICKETT-PYOTE ISD","Male","TRADITIONAL ISD/CSD",1196
"2019-2020",09,"MONTAGUE COUNTY",169908,"MONTAGUE ISD","Female","TRADITIONAL ISD/CSD",97
"2019-2020",09,"MONTAGUE COUNTY",169908,"MONTAGUE ISD","Male","TRADITIONAL ISD/CSD",77
"2019-2020",01,"HIDALGO COUNTY",108915,"MONTE ALTO ISD","Female","TRADITIONAL ISD/CSD",414
"2019-2020",01,"HIDALGO COUNTY",108915,"MONTE ALTO ISD","Male","TRADITIONAL ISD/CSD",501
