T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2019-2020

"YEAR","REGION","COUNTY NAME","GENDER","GRADE","ENROLLMENT"
"2019-2020",07,"HENDERSON COUNTY","Male","Pre-kindergarten",178
"2019-2020",07,"HENDERSON COUNTY","Female","Kindergarten",272
"2019-2020",07,"HENDERSON COUNTY","Male","Kindergarten",272
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 1",256
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 1",290
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 2",259
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 2",264
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 3",245
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 3",269
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 4",265
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 4",253
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 5",271
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 5",269
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 6",269
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 6",277
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 7",267
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 7",296
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 8",275
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 8",282
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 9",256
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 9",277
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 10",236
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 10",235
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 11",237
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 11",225
"2019-2020",07,"HENDERSON COUNTY","Female","Grade 12",205
"2019-2020",07,"HENDERSON COUNTY","Male","Grade 12",229
"2019-2020",10,"HENDERSON COUNTY","Female","Early Education",22
"2019-2020",10,"HENDERSON COUNTY","Male","Early Education",32
"2019-2020",10,"HENDERSON COUNTY","Female","Pre-kindergarten",75
"2019-2020",10,"HENDERSON COUNTY","Male","Pre-kindergarten",71
"2019-2020",10,"HENDERSON COUNTY","Female","Kindergarten",114
"2019-2020",10,"HENDERSON COUNTY","Male","Kindergarten",113
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 1",91
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 1",111
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 2",97
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 2",136
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 3",107
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 3",108
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 4",91
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 4",141
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 5",120
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 5",104
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 6",107
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 6",121
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 7",107
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 7",125
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 8",102
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 8",120
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 9",119
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 9",130
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 10",118
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 10",115
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 11",101
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 11",125
"2019-2020",10,"HENDERSON COUNTY","Female","Grade 12",105
"2019-2020",10,"HENDERSON COUNTY","Male","Grade 12",108
"2019-2020",01,"HIDALGO COUNTY","Female","Early Education",128
"2019-2020",01,"HIDALGO COUNTY","Male","Early Education",280
"2019-2020",01,"HIDALGO COUNTY","Female","Pre-kindergarten",9503
"2019-2020",01,"HIDALGO COUNTY","Male","Pre-kindergarten",9606
"2019-2020",01,"HIDALGO COUNTY","Female","Kindergarten",8838
"2019-2020",01,"HIDALGO COUNTY","Male","Kindergarten",9270
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 1",8875
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 1",9281
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 2",8766
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 2",9212
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 3",8388
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 3",8945
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 4",8355
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 4",8448
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 5",8843
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 5",9077
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 6",9613
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 6",10094
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 7",9509
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 7",9622
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 8",8907
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 8",9241
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 9",9430
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 9",10241
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 10",8534
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 10",8935
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 11",7666
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 11",7883
"2019-2020",01,"HIDALGO COUNTY","Female","Grade 12",7369
"2019-2020",01,"HIDALGO COUNTY","Male","Grade 12",7331
"2019-2020",12,"HILL COUNTY","Female","Early Education",4
"2019-2020",12,"HILL COUNTY","Male","Early Education",18
"2019-2020",12,"HILL COUNTY","Female","Pre-kindergarten",231
"2019-2020",12,"HILL COUNTY","Male","Pre-kindergarten",228
"2019-2020",12,"HILL COUNTY","Female","Kindergarten",210
"2019-2020",12,"HILL COUNTY","Male","Kindergarten",261
"2019-2020",12,"HILL COUNTY","Female","Grade 1",208
"2019-2020",12,"HILL COUNTY","Male","Grade 1",258
"2019-2020",12,"HILL COUNTY","Female","Grade 2",197
"2019-2020",12,"HILL COUNTY","Male","Grade 2",225
"2019-2020",12,"HILL COUNTY","Female","Grade 3",213
"2019-2020",12,"HILL COUNTY","Male","Grade 3",245
"2019-2020",12,"HILL COUNTY","Female","Grade 4",241
"2019-2020",12,"HILL COUNTY","Male","Grade 4",243
"2019-2020",12,"HILL COUNTY","Female","Grade 5",246
"2019-2020",12,"HILL COUNTY","Male","Grade 5",246
"2019-2020",12,"HILL COUNTY","Female","Grade 6",262
"2019-2020",12,"HILL COUNTY","Male","Grade 6",234
"2019-2020",12,"HILL COUNTY","Female","Grade 7",260
"2019-2020",12,"HILL COUNTY","Male","Grade 7",252
"2019-2020",12,"HILL COUNTY","Female","Grade 8",254
"2019-2020",12,"HILL COUNTY","Male","Grade 8",242
"2019-2020",12,"HILL COUNTY","Female","Grade 9",245
"2019-2020",12,"HILL COUNTY","Male","Grade 9",265
"2019-2020",12,"HILL COUNTY","Female","Grade 10",205
"2019-2020",12,"HILL COUNTY","Male","Grade 10",238
"2019-2020",12,"HILL COUNTY","Female","Grade 11",239
"2019-2020",12,"HILL COUNTY","Male","Grade 11",213
"2019-2020",12,"HILL COUNTY","Female","Grade 12",201
"2019-2020",12,"HILL COUNTY","Male","Grade 12",229
"2019-2020",17,"HOCKLEY COUNTY","Female","Early Education",22
"2019-2020",17,"HOCKLEY COUNTY","Male","Early Education",25
"2019-2020",17,"HOCKLEY COUNTY","Female","Pre-kindergarten",145
"2019-2020",17,"HOCKLEY COUNTY","Male","Pre-kindergarten",149
"2019-2020",17,"HOCKLEY COUNTY","Female","Kindergarten",162
"2019-2020",17,"HOCKLEY COUNTY","Male","Kindergarten",172
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 1",150
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 1",186
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 2",163
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 2",192
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 3",177
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 3",161
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 4",171
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 4",173
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 5",171
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 5",201
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 6",174
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 6",211
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 7",171
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 7",205
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 8",161
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 8",161
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 9",185
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 9",162
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 10",178
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 10",168
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 11",157
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 11",160
"2019-2020",17,"HOCKLEY COUNTY","Female","Grade 12",159
"2019-2020",17,"HOCKLEY COUNTY","Male","Grade 12",139
"2019-2020",11,"HOOD COUNTY","Female","Early Education",19
"2019-2020",11,"HOOD COUNTY","Male","Early Education",38
"2019-2020",11,"HOOD COUNTY","Female","Pre-kindergarten",110
"2019-2020",11,"HOOD COUNTY","Male","Pre-kindergarten",127
"2019-2020",11,"HOOD COUNTY","Female","Kindergarten",288
"2019-2020",11,"HOOD COUNTY","Male","Kindergarten",336
"2019-2020",11,"HOOD COUNTY","Female","Grade 1",334
"2019-2020",11,"HOOD COUNTY","Male","Grade 1",376
"2019-2020",11,"HOOD COUNTY","Female","Grade 2",291
"2019-2020",11,"HOOD COUNTY","Male","Grade 2",291
"2019-2020",11,"HOOD COUNTY","Female","Grade 3",319
"2019-2020",11,"HOOD COUNTY","Male","Grade 3",336
"2019-2020",11,"HOOD COUNTY","Female","Grade 4",305
"2019-2020",11,"HOOD COUNTY","Male","Grade 4",341
"2019-2020",11,"HOOD COUNTY","Female","Grade 5",321
"2019-2020",11,"HOOD COUNTY","Male","Grade 5",383
"2019-2020",11,"HOOD COUNTY","Female","Grade 6",364
"2019-2020",11,"HOOD COUNTY","Male","Grade 6",342
"2019-2020",11,"HOOD COUNTY","Female","Grade 7",330
"2019-2020",11,"HOOD COUNTY","Male","Grade 7",334
"2019-2020",11,"HOOD COUNTY","Female","Grade 8",318
"2019-2020",11,"HOOD COUNTY","Male","Grade 8",395
"2019-2020",11,"HOOD COUNTY","Female","Grade 9",352
"2019-2020",11,"HOOD COUNTY","Male","Grade 9",412
"2019-2020",11,"HOOD COUNTY","Female","Grade 10",293
"2019-2020",11,"HOOD COUNTY","Male","Grade 10",321
"2019-2020",11,"HOOD COUNTY","Female","Grade 11",272
"2019-2020",11,"HOOD COUNTY","Male","Grade 11",305
"2019-2020",11,"HOOD COUNTY","Female","Grade 12",273
"2019-2020",11,"HOOD COUNTY","Male","Grade 12",277
"2019-2020",08,"HOPKINS COUNTY","Female","Early Education",5
"2019-2020",08,"HOPKINS COUNTY","Male","Early Education",15
"2019-2020",08,"HOPKINS COUNTY","Female","Pre-kindergarten",185
"2019-2020",08,"HOPKINS COUNTY","Male","Pre-kindergarten",187
"2019-2020",08,"HOPKINS COUNTY","Female","Kindergarten",234
"2019-2020",08,"HOPKINS COUNTY","Male","Kindergarten",235
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 1",237
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 1",268
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 2",239
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 2",233
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 3",239
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 3",242
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 4",242
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 4",278
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 5",241
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 5",268
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 6",257
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 6",303
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 7",259
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 7",269
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 8",263
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 8",248
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 9",260
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 9",266
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 10",259
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 10",248
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 11",242
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 11",243
"2019-2020",08,"HOPKINS COUNTY","Female","Grade 12",226
"2019-2020",08,"HOPKINS COUNTY","Male","Grade 12",236
"2019-2020",06,"HOUSTON COUNTY","Female","Early Education",1
"2019-2020",06,"HOUSTON COUNTY","Male","Early Education",5
"2019-2020",06,"HOUSTON COUNTY","Female","Pre-kindergarten",92
"2019-2020",06,"HOUSTON COUNTY","Male","Pre-kindergarten",91
"2019-2020",06,"HOUSTON COUNTY","Female","Kindergarten",109
"2019-2020",06,"HOUSTON COUNTY","Male","Kindergarten",113
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 1",105
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 1",112
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 2",89
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 2",103
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 3",120
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 3",101
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 4",101
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 4",107
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 5",109
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 5",123
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 6",109
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 6",114
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 7",141
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 7",132
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 8",118
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 8",137
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 9",99
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 9",126
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 10",136
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 10",118
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 11",114
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 11",101
"2019-2020",06,"HOUSTON COUNTY","Female","Grade 12",96
"2019-2020",06,"HOUSTON COUNTY","Male","Grade 12",105
"2019-2020",18,"HOWARD COUNTY","Female","Early Education",8
"2019-2020",18,"HOWARD COUNTY","Male","Early Education",20
"2019-2020",18,"HOWARD COUNTY","Female","Pre-kindergarten",66
"2019-2020",18,"HOWARD COUNTY","Male","Pre-kindergarten",78
"2019-2020",18,"HOWARD COUNTY","Female","Kindergarten",221
"2019-2020",18,"HOWARD COUNTY","Male","Kindergarten",267
"2019-2020",18,"HOWARD COUNTY","Female","Grade 1",239
"2019-2020",18,"HOWARD COUNTY","Male","Grade 1",236
"2019-2020",18,"HOWARD COUNTY","Female","Grade 2",215
"2019-2020",18,"HOWARD COUNTY","Male","Grade 2",218
"2019-2020",18,"HOWARD COUNTY","Female","Grade 3",224
"2019-2020",18,"HOWARD COUNTY","Male","Grade 3",215
"2019-2020",18,"HOWARD COUNTY","Female","Grade 4",214
"2019-2020",18,"HOWARD COUNTY","Male","Grade 4",227
"2019-2020",18,"HOWARD COUNTY","Female","Grade 5",238
"2019-2020",18,"HOWARD COUNTY","Male","Grade 5",209
"2019-2020",18,"HOWARD COUNTY","Female","Grade 6",226
"2019-2020",18,"HOWARD COUNTY","Male","Grade 6",232
"2019-2020",18,"HOWARD COUNTY","Female","Grade 7",248
"2019-2020",18,"HOWARD COUNTY","Male","Grade 7",249
"2019-2020",18,"HOWARD COUNTY","Female","Grade 8",221
"2019-2020",18,"HOWARD COUNTY","Male","Grade 8",232
"2019-2020",18,"HOWARD COUNTY","Female","Grade 9",212
"2019-2020",18,"HOWARD COUNTY","Male","Grade 9",234
"2019-2020",18,"HOWARD COUNTY","Female","Grade 10",215
"2019-2020",18,"HOWARD COUNTY","Male","Grade 10",214
"2019-2020",18,"HOWARD COUNTY","Female","Grade 11",171
"2019-2020",18,"HOWARD COUNTY","Male","Grade 11",204
"2019-2020",18,"HOWARD COUNTY","Female","Grade 12",168
"2019-2020",18,"HOWARD COUNTY","Male","Grade 12",175
"2019-2020",19,"HUDSPETH COUNTY","Female","Pre-kindergarten",16
"2019-2020",19,"HUDSPETH COUNTY","Male","Pre-kindergarten",18
"2019-2020",19,"HUDSPETH COUNTY","Female","Kindergarten",14
"2019-2020",19,"HUDSPETH COUNTY","Male","Kindergarten",22
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 1",19
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 1",22
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 2",21
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 2",17
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 3",17
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 3",23
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 4",25
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 4",25
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 5",21
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 5",21
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 6",14
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 6",23
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 7",17
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 7",22
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 8",28
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 8",19
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 9",18
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 9",22
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 10",28
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 10",24
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 11",17
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 11",25
"2019-2020",19,"HUDSPETH COUNTY","Female","Grade 12",25
"2019-2020",19,"HUDSPETH COUNTY","Male","Grade 12",13
"2019-2020",10,"HUNT COUNTY","Female","Early Education",14
"2019-2020",10,"HUNT COUNTY","Male","Early Education",21
"2019-2020",10,"HUNT COUNTY","Female","Pre-kindergarten",471
"2019-2020",10,"HUNT COUNTY","Male","Pre-kindergarten",417
"2019-2020",10,"HUNT COUNTY","Female","Kindergarten",526
"2019-2020",10,"HUNT COUNTY","Male","Kindergarten",574
"2019-2020",10,"HUNT COUNTY","Female","Grade 1",517
"2019-2020",10,"HUNT COUNTY","Male","Grade 1",537
"2019-2020",10,"HUNT COUNTY","Female","Grade 2",532
"2019-2020",10,"HUNT COUNTY","Male","Grade 2",544
"2019-2020",10,"HUNT COUNTY","Female","Grade 3",519
"2019-2020",10,"HUNT COUNTY","Male","Grade 3",561
"2019-2020",10,"HUNT COUNTY","Female","Grade 4",539
"2019-2020",10,"HUNT COUNTY","Male","Grade 4",501
"2019-2020",10,"HUNT COUNTY","Female","Grade 5",555
"2019-2020",10,"HUNT COUNTY","Male","Grade 5",580
"2019-2020",10,"HUNT COUNTY","Female","Grade 6",582
"2019-2020",10,"HUNT COUNTY","Male","Grade 6",608
"2019-2020",10,"HUNT COUNTY","Female","Grade 7",552
"2019-2020",10,"HUNT COUNTY","Male","Grade 7",597
"2019-2020",10,"HUNT COUNTY","Female","Grade 8",499
"2019-2020",10,"HUNT COUNTY","Male","Grade 8",603
"2019-2020",10,"HUNT COUNTY","Female","Grade 9",519
"2019-2020",10,"HUNT COUNTY","Male","Grade 9",607
"2019-2020",10,"HUNT COUNTY","Female","Grade 10",503
"2019-2020",10,"HUNT COUNTY","Male","Grade 10",601
"2019-2020",10,"HUNT COUNTY","Female","Grade 11",513
"2019-2020",10,"HUNT COUNTY","Male","Grade 11",561
"2019-2020",10,"HUNT COUNTY","Female","Grade 12",479
"2019-2020",10,"HUNT COUNTY","Male","Grade 12",541
"2019-2020",16,"HUTCHINSON COUNTY","Female","Early Education",1
"2019-2020",16,"HUTCHINSON COUNTY","Male","Early Education",4
"2019-2020",16,"HUTCHINSON COUNTY","Female","Pre-kindergarten",122
"2019-2020",16,"HUTCHINSON COUNTY","Male","Pre-kindergarten",111
"2019-2020",16,"HUTCHINSON COUNTY","Female","Kindergarten",138
"2019-2020",16,"HUTCHINSON COUNTY","Male","Kindergarten",174
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 1",125
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 1",150
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 2",143
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 2",144
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 3",121
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 3",139
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 4",137
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 4",148
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 5",157
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 5",156
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 6",143
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 6",155
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 7",178
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 7",162
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 8",142
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 8",162
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 9",171
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 9",157
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 10",148
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 10",146
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 11",137
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 11",164
"2019-2020",16,"HUTCHINSON COUNTY","Female","Grade 12",134
"2019-2020",16,"HUTCHINSON COUNTY","Male","Grade 12",132
"2019-2020",15,"IRION COUNTY","Female","Early Education",2
"2019-2020",15,"IRION COUNTY","Male","Early Education",1
"2019-2020",15,"IRION COUNTY","Female","Kindergarten",18
"2019-2020",15,"IRION COUNTY","Male","Kindergarten",8
"2019-2020",15,"IRION COUNTY","Female","Grade 1",10
"2019-2020",15,"IRION COUNTY","Male","Grade 1",14
"2019-2020",15,"IRION COUNTY","Female","Grade 2",11
"2019-2020",15,"IRION COUNTY","Male","Grade 2",12
"2019-2020",15,"IRION COUNTY","Female","Grade 3",8
"2019-2020",15,"IRION COUNTY","Male","Grade 3",14
"2019-2020",15,"IRION COUNTY","Female","Grade 4",12
"2019-2020",15,"IRION COUNTY","Male","Grade 4",12
"2019-2020",15,"IRION COUNTY","Female","Grade 5",7
"2019-2020",15,"IRION COUNTY","Male","Grade 5",11
"2019-2020",15,"IRION COUNTY","Female","Grade 6",14
"2019-2020",15,"IRION COUNTY","Male","Grade 6",11
"2019-2020",15,"IRION COUNTY","Female","Grade 7",4
"2019-2020",15,"IRION COUNTY","Male","Grade 7",12
"2019-2020",15,"IRION COUNTY","Female","Grade 8",10
"2019-2020",15,"IRION COUNTY","Male","Grade 8",8
"2019-2020",15,"IRION COUNTY","Female","Grade 9",10
"2019-2020",15,"IRION COUNTY","Male","Grade 9",14
"2019-2020",15,"IRION COUNTY","Female","Grade 10",13
"2019-2020",15,"IRION COUNTY","Male","Grade 10",12
"2019-2020",15,"IRION COUNTY","Female","Grade 11",16
"2019-2020",15,"IRION COUNTY","Male","Grade 11",8
"2019-2020",15,"IRION COUNTY","Female","Grade 12",4
"2019-2020",15,"IRION COUNTY","Male","Grade 12",19
"2019-2020",09,"JACK COUNTY","Female","Early Education",2
"2019-2020",09,"JACK COUNTY","Male","Early Education",6
"2019-2020",09,"JACK COUNTY","Female","Pre-kindergarten",29
"2019-2020",09,"JACK COUNTY","Male","Pre-kindergarten",47
"2019-2020",09,"JACK COUNTY","Female","Kindergarten",57
"2019-2020",09,"JACK COUNTY","Male","Kindergarten",49
"2019-2020",09,"JACK COUNTY","Female","Grade 1",59
"2019-2020",09,"JACK COUNTY","Male","Grade 1",60
"2019-2020",09,"JACK COUNTY","Female","Grade 2",53
"2019-2020",09,"JACK COUNTY","Male","Grade 2",66
"2019-2020",09,"JACK COUNTY","Female","Grade 3",64
"2019-2020",09,"JACK COUNTY","Male","Grade 3",65
"2019-2020",09,"JACK COUNTY","Female","Grade 4",52
"2019-2020",09,"JACK COUNTY","Male","Grade 4",54
"2019-2020",09,"JACK COUNTY","Female","Grade 5",61
"2019-2020",09,"JACK COUNTY","Male","Grade 5",70
"2019-2020",09,"JACK COUNTY","Female","Grade 6",58
"2019-2020",09,"JACK COUNTY","Male","Grade 6",69
"2019-2020",09,"JACK COUNTY","Female","Grade 7",61
"2019-2020",09,"JACK COUNTY","Male","Grade 7",82
"2019-2020",09,"JACK COUNTY","Female","Grade 8",55
"2019-2020",09,"JACK COUNTY","Male","Grade 8",80
"2019-2020",09,"JACK COUNTY","Female","Grade 9",54
"2019-2020",09,"JACK COUNTY","Male","Grade 9",56
"2019-2020",09,"JACK COUNTY","Female","Grade 10",52
"2019-2020",09,"JACK COUNTY","Male","Grade 10",55
"2019-2020",09,"JACK COUNTY","Female","Grade 11",53
"2019-2020",09,"JACK COUNTY","Male","Grade 11",65
"2019-2020",09,"JACK COUNTY","Female","Grade 12",41
"2019-2020",09,"JACK COUNTY","Male","Grade 12",58
"2019-2020",03,"JACKSON COUNTY","Female","Early Education",4
"2019-2020",03,"JACKSON COUNTY","Male","Early Education",9
"2019-2020",03,"JACKSON COUNTY","Female","Pre-kindergarten",77
"2019-2020",03,"JACKSON COUNTY","Male","Pre-kindergarten",65
"2019-2020",03,"JACKSON COUNTY","Female","Kindergarten",132
"2019-2020",03,"JACKSON COUNTY","Male","Kindergarten",109
"2019-2020",03,"JACKSON COUNTY","Female","Grade 1",136
"2019-2020",03,"JACKSON COUNTY","Male","Grade 1",123
"2019-2020",03,"JACKSON COUNTY","Female","Grade 2",105
"2019-2020",03,"JACKSON COUNTY","Male","Grade 2",122
"2019-2020",03,"JACKSON COUNTY","Female","Grade 3",124
"2019-2020",03,"JACKSON COUNTY","Male","Grade 3",105
"2019-2020",03,"JACKSON COUNTY","Female","Grade 4",129
