T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2018-2019

"YEAR","REGION","COUNTY NAME","DISTRICT","DISTRICT NAME","GENDER","CHARTER STATUS","ENROLLMENT"
"2018-2019",12,"HILL COUNTY",109902,"BYNUM ISD","FEMALE","TRADITIONAL ISD/CSD",97
"2018-2019",12,"HILL COUNTY",109902,"BYNUM ISD","MALE","TRADITIONAL ISD/CSD",110
"2018-2019",12,"HILL COUNTY",109903,"COVINGTON ISD","FEMALE","TRADITIONAL ISD/CSD",154
"2018-2019",12,"HILL COUNTY",109903,"COVINGTON ISD","MALE","TRADITIONAL ISD/CSD",141
"2018-2019",12,"HILL COUNTY",109904,"HILLSBORO ISD","FEMALE","TRADITIONAL ISD/CSD",978
"2018-2019",12,"HILL COUNTY",109904,"HILLSBORO ISD","MALE","TRADITIONAL ISD/CSD",1028
"2018-2019",12,"HILL COUNTY",109905,"HUBBARD ISD","FEMALE","TRADITIONAL ISD/CSD",204
"2018-2019",12,"HILL COUNTY",109905,"HUBBARD ISD","MALE","TRADITIONAL ISD/CSD",218
"2018-2019",12,"HILL COUNTY",109907,"ITASCA ISD","FEMALE","TRADITIONAL ISD/CSD",335
"2018-2019",12,"HILL COUNTY",109907,"ITASCA ISD","MALE","TRADITIONAL ISD/CSD",356
"2018-2019",12,"HILL COUNTY",109908,"MALONE ISD","FEMALE","TRADITIONAL ISD/CSD",88
"2018-2019",12,"HILL COUNTY",109908,"MALONE ISD","MALE","TRADITIONAL ISD/CSD",90
"2018-2019",12,"HILL COUNTY",109910,"MOUNT CALM ISD","FEMALE","TRADITIONAL ISD/CSD",91
"2018-2019",12,"HILL COUNTY",109910,"MOUNT CALM ISD","MALE","TRADITIONAL ISD/CSD",106
"2018-2019",12,"HILL COUNTY",109911,"WHITNEY ISD","FEMALE","TRADITIONAL ISD/CSD",717
"2018-2019",12,"HILL COUNTY",109911,"WHITNEY ISD","MALE","TRADITIONAL ISD/CSD",774
"2018-2019",12,"HILL COUNTY",109912,"AQUILLA ISD","FEMALE","TRADITIONAL ISD/CSD",162
"2018-2019",12,"HILL COUNTY",109912,"AQUILLA ISD","MALE","TRADITIONAL ISD/CSD",173
"2018-2019",12,"HILL COUNTY",109913,"BLUM ISD","FEMALE","TRADITIONAL ISD/CSD",184
"2018-2019",12,"HILL COUNTY",109913,"BLUM ISD","MALE","TRADITIONAL ISD/CSD",179
"2018-2019",12,"HILL COUNTY",109914,"PENELOPE ISD","FEMALE","TRADITIONAL ISD/CSD",96
"2018-2019",12,"HILL COUNTY",109914,"PENELOPE ISD","MALE","TRADITIONAL ISD/CSD",105
"2018-2019",17,"HOCKLEY COUNTY",110901,"ANTON ISD","FEMALE","TRADITIONAL ISD/CSD",103
"2018-2019",17,"HOCKLEY COUNTY",110901,"ANTON ISD","MALE","TRADITIONAL ISD/CSD",96
"2018-2019",17,"HOCKLEY COUNTY",110902,"LEVELLAND ISD","FEMALE","TRADITIONAL ISD/CSD",1395
"2018-2019",17,"HOCKLEY COUNTY",110902,"LEVELLAND ISD","MALE","TRADITIONAL ISD/CSD",1522
"2018-2019",17,"HOCKLEY COUNTY",110905,"ROPES ISD","FEMALE","TRADITIONAL ISD/CSD",235
"2018-2019",17,"HOCKLEY COUNTY",110905,"ROPES ISD","MALE","TRADITIONAL ISD/CSD",244
"2018-2019",17,"HOCKLEY COUNTY",110906,"SMYER ISD","FEMALE","TRADITIONAL ISD/CSD",218
"2018-2019",17,"HOCKLEY COUNTY",110906,"SMYER ISD","MALE","TRADITIONAL ISD/CSD",218
"2018-2019",17,"HOCKLEY COUNTY",110907,"SUNDOWN ISD","FEMALE","TRADITIONAL ISD/CSD",294
"2018-2019",17,"HOCKLEY COUNTY",110907,"SUNDOWN ISD","MALE","TRADITIONAL ISD/CSD",320
"2018-2019",17,"HOCKLEY COUNTY",110908,"WHITHARRAL ISD","FEMALE","TRADITIONAL ISD/CSD",69
"2018-2019",17,"HOCKLEY COUNTY",110908,"WHITHARRAL ISD","MALE","TRADITIONAL ISD/CSD",106
"2018-2019",11,"HOOD COUNTY",111801,"LAKE GRANBURY ACADEMY CHARTER SCHO","FEMALE","OPEN ENROLLMENT CHARTER",25
"2018-2019",11,"HOOD COUNTY",111801,"LAKE GRANBURY ACADEMY CHARTER SCHO","MALE","OPEN ENROLLMENT CHARTER",52
"2018-2019",11,"HOOD COUNTY",111901,"GRANBURY ISD","FEMALE","TRADITIONAL ISD/CSD",3521
"2018-2019",11,"HOOD COUNTY",111901,"GRANBURY ISD","MALE","TRADITIONAL ISD/CSD",3825
"2018-2019",11,"HOOD COUNTY",111902,"LIPAN ISD","FEMALE","TRADITIONAL ISD/CSD",218
"2018-2019",11,"HOOD COUNTY",111902,"LIPAN ISD","MALE","TRADITIONAL ISD/CSD",218
"2018-2019",11,"HOOD COUNTY",111903,"TOLAR ISD","FEMALE","TRADITIONAL ISD/CSD",390
"2018-2019",11,"HOOD COUNTY",111903,"TOLAR ISD","MALE","TRADITIONAL ISD/CSD",407
"2018-2019",08,"HOPKINS COUNTY",112901,"SULPHUR SPRINGS ISD","FEMALE","TRADITIONAL ISD/CSD",2111
"2018-2019",08,"HOPKINS COUNTY",112901,"SULPHUR SPRINGS ISD","MALE","TRADITIONAL ISD/CSD",2288
"2018-2019",08,"HOPKINS COUNTY",112905,"CUMBY ISD","FEMALE","TRADITIONAL ISD/CSD",181
"2018-2019",08,"HOPKINS COUNTY",112905,"CUMBY ISD","MALE","TRADITIONAL ISD/CSD",205
"2018-2019",08,"HOPKINS COUNTY",112906,"NORTH HOPKINS ISD","FEMALE","TRADITIONAL ISD/CSD",265
"2018-2019",08,"HOPKINS COUNTY",112906,"NORTH HOPKINS ISD","MALE","TRADITIONAL ISD/CSD",247
"2018-2019",08,"HOPKINS COUNTY",112907,"MILLER GROVE ISD","FEMALE","TRADITIONAL ISD/CSD",177
"2018-2019",08,"HOPKINS COUNTY",112907,"MILLER GROVE ISD","MALE","TRADITIONAL ISD/CSD",157
"2018-2019",08,"HOPKINS COUNTY",112908,"COMO-PICKTON CISD","FEMALE","TRADITIONAL ISD/CSD",371
"2018-2019",08,"HOPKINS COUNTY",112908,"COMO-PICKTON CISD","MALE","TRADITIONAL ISD/CSD",371
"2018-2019",08,"HOPKINS COUNTY",112909,"SALTILLO ISD","FEMALE","TRADITIONAL ISD/CSD",116
"2018-2019",08,"HOPKINS COUNTY",112909,"SALTILLO ISD","MALE","TRADITIONAL ISD/CSD",125
"2018-2019",08,"HOPKINS COUNTY",112910,"SULPHUR BLUFF ISD","FEMALE","TRADITIONAL ISD/CSD",108
"2018-2019",08,"HOPKINS COUNTY",112910,"SULPHUR BLUFF ISD","MALE","TRADITIONAL ISD/CSD",133
"2018-2019",06,"HOUSTON COUNTY",113901,"CROCKETT ISD","FEMALE","TRADITIONAL ISD/CSD",658
"2018-2019",06,"HOUSTON COUNTY",113901,"CROCKETT ISD","MALE","TRADITIONAL ISD/CSD",687
"2018-2019",06,"HOUSTON COUNTY",113902,"GRAPELAND ISD","FEMALE","TRADITIONAL ISD/CSD",255
"2018-2019",06,"HOUSTON COUNTY",113902,"GRAPELAND ISD","MALE","TRADITIONAL ISD/CSD",318
"2018-2019",06,"HOUSTON COUNTY",113903,"LOVELADY ISD","FEMALE","TRADITIONAL ISD/CSD",265
"2018-2019",06,"HOUSTON COUNTY",113903,"LOVELADY ISD","MALE","TRADITIONAL ISD/CSD",269
"2018-2019",06,"HOUSTON COUNTY",113905,"LATEXO ISD","FEMALE","TRADITIONAL ISD/CSD",226
"2018-2019",06,"HOUSTON COUNTY",113905,"LATEXO ISD","MALE","TRADITIONAL ISD/CSD",220
"2018-2019",06,"HOUSTON COUNTY",113906,"KENNARD ISD","FEMALE","TRADITIONAL ISD/CSD",143
"2018-2019",06,"HOUSTON COUNTY",113906,"KENNARD ISD","MALE","TRADITIONAL ISD/CSD",113
"2018-2019",18,"HOWARD COUNTY",114901,"BIG SPRING ISD","FEMALE","TRADITIONAL ISD/CSD",1976
"2018-2019",18,"HOWARD COUNTY",114901,"BIG SPRING ISD","MALE","TRADITIONAL ISD/CSD",2059
"2018-2019",18,"HOWARD COUNTY",114902,"COAHOMA ISD","FEMALE","TRADITIONAL ISD/CSD",567
"2018-2019",18,"HOWARD COUNTY",114902,"COAHOMA ISD","MALE","TRADITIONAL ISD/CSD",544
"2018-2019",18,"HOWARD COUNTY",114904,"FORSAN ISD","FEMALE","TRADITIONAL ISD/CSD",383
"2018-2019",18,"HOWARD COUNTY",114904,"FORSAN ISD","MALE","TRADITIONAL ISD/CSD",388
"2018-2019",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","FEMALE","TRADITIONAL ISD/CSD",202
"2018-2019",19,"HUDSPETH COUNTY",115901,"FT HANCOCK ISD","MALE","TRADITIONAL ISD/CSD",195
"2018-2019",19,"HUDSPETH COUNTY",115902,"SIERRA BLANCA ISD","FEMALE","TRADITIONAL ISD/CSD",53
"2018-2019",19,"HUDSPETH COUNTY",115902,"SIERRA BLANCA ISD","MALE","TRADITIONAL ISD/CSD",60
"2018-2019",19,"HUDSPETH COUNTY",115903,"DELL CITY ISD","FEMALE","TRADITIONAL ISD/CSD",33
"2018-2019",19,"HUDSPETH COUNTY",115903,"DELL CITY ISD","MALE","TRADITIONAL ISD/CSD",39
"2018-2019",10,"HUNT COUNTY",116901,"CADDO MILLS ISD","FEMALE","TRADITIONAL ISD/CSD",914
"2018-2019",10,"HUNT COUNTY",116901,"CADDO MILLS ISD","MALE","TRADITIONAL ISD/CSD",927
"2018-2019",10,"HUNT COUNTY",116902,"CELESTE ISD","FEMALE","TRADITIONAL ISD/CSD",240
"2018-2019",10,"HUNT COUNTY",116902,"CELESTE ISD","MALE","TRADITIONAL ISD/CSD",267
"2018-2019",10,"HUNT COUNTY",116903,"COMMERCE ISD","FEMALE","TRADITIONAL ISD/CSD",779
"2018-2019",10,"HUNT COUNTY",116903,"COMMERCE ISD","MALE","TRADITIONAL ISD/CSD",741
"2018-2019",10,"HUNT COUNTY",116905,"GREENVILLE ISD","FEMALE","TRADITIONAL ISD/CSD",2603
"2018-2019",10,"HUNT COUNTY",116905,"GREENVILLE ISD","MALE","TRADITIONAL ISD/CSD",2889
"2018-2019",10,"HUNT COUNTY",116906,"LONE OAK ISD","FEMALE","TRADITIONAL ISD/CSD",483
"2018-2019",10,"HUNT COUNTY",116906,"LONE OAK ISD","MALE","TRADITIONAL ISD/CSD",523
"2018-2019",10,"HUNT COUNTY",116908,"QUINLAN ISD","FEMALE","TRADITIONAL ISD/CSD",1308
"2018-2019",10,"HUNT COUNTY",116908,"QUINLAN ISD","MALE","TRADITIONAL ISD/CSD",1386
"2018-2019",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","FEMALE","TRADITIONAL ISD/CSD",305
"2018-2019",10,"HUNT COUNTY",116909,"WOLFE CITY ISD","MALE","TRADITIONAL ISD/CSD",378
"2018-2019",10,"HUNT COUNTY",116910,"CAMPBELL ISD","FEMALE","TRADITIONAL ISD/CSD",142
"2018-2019",10,"HUNT COUNTY",116910,"CAMPBELL ISD","MALE","TRADITIONAL ISD/CSD",162
"2018-2019",10,"HUNT COUNTY",116915,"BLAND ISD","FEMALE","TRADITIONAL ISD/CSD",361
"2018-2019",10,"HUNT COUNTY",116915,"BLAND ISD","MALE","TRADITIONAL ISD/CSD",360
"2018-2019",10,"HUNT COUNTY",116916,"BOLES ISD","FEMALE","TRADITIONAL ISD/CSD",276
"2018-2019",10,"HUNT COUNTY",116916,"BOLES ISD","MALE","TRADITIONAL ISD/CSD",271
"2018-2019",16,"HUTCHINSON COUNTY",117901,"BORGER ISD","FEMALE","TRADITIONAL ISD/CSD",1344
"2018-2019",16,"HUTCHINSON COUNTY",117901,"BORGER ISD","MALE","TRADITIONAL ISD/CSD",1350
"2018-2019",16,"HUTCHINSON COUNTY",117903,"SANFORD-FRITCH ISD","FEMALE","TRADITIONAL ISD/CSD",337
"2018-2019",16,"HUTCHINSON COUNTY",117903,"SANFORD-FRITCH ISD","MALE","TRADITIONAL ISD/CSD",394
"2018-2019",16,"HUTCHINSON COUNTY",117904,"PLEMONS-STINNETT-PHILLIPS CISD","FEMALE","TRADITIONAL ISD/CSD",326
"2018-2019",16,"HUTCHINSON COUNTY",117904,"PLEMONS-STINNETT-PHILLIPS CISD","MALE","TRADITIONAL ISD/CSD",386
"2018-2019",16,"HUTCHINSON COUNTY",117907,"SPRING CREEK ISD","FEMALE","TRADITIONAL ISD/CSD",53
"2018-2019",16,"HUTCHINSON COUNTY",117907,"SPRING CREEK ISD","MALE","TRADITIONAL ISD/CSD",39
"2018-2019",15,"IRION COUNTY",118902,"IRION COUNTY ISD","FEMALE","TRADITIONAL ISD/CSD",127
"2018-2019",15,"IRION COUNTY",118902,"IRION COUNTY ISD","MALE","TRADITIONAL ISD/CSD",139
"2018-2019",09,"JACK COUNTY",119901,"BRYSON ISD","FEMALE","TRADITIONAL ISD/CSD",146
"2018-2019",09,"JACK COUNTY",119901,"BRYSON ISD","MALE","TRADITIONAL ISD/CSD",107
"2018-2019",09,"JACK COUNTY",119902,"JACKSBORO ISD","FEMALE","TRADITIONAL ISD/CSD",478
"2018-2019",09,"JACK COUNTY",119902,"JACKSBORO ISD","MALE","TRADITIONAL ISD/CSD",579
"2018-2019",09,"JACK COUNTY",119903,"PERRIN-WHITT CISD","FEMALE","TRADITIONAL ISD/CSD",146
"2018-2019",09,"JACK COUNTY",119903,"PERRIN-WHITT CISD","MALE","TRADITIONAL ISD/CSD",188
"2018-2019",03,"JACKSON COUNTY",120901,"EDNA ISD","FEMALE","TRADITIONAL ISD/CSD",755
"2018-2019",03,"JACKSON COUNTY",120901,"EDNA ISD","MALE","TRADITIONAL ISD/CSD",812
"2018-2019",03,"JACKSON COUNTY",120902,"GANADO ISD","FEMALE","TRADITIONAL ISD/CSD",412
"2018-2019",03,"JACKSON COUNTY",120902,"GANADO ISD","MALE","TRADITIONAL ISD/CSD",362
"2018-2019",03,"JACKSON COUNTY",120905,"INDUSTRIAL ISD","FEMALE","TRADITIONAL ISD/CSD",573
"2018-2019",03,"JACKSON COUNTY",120905,"INDUSTRIAL ISD","MALE","TRADITIONAL ISD/CSD",589
"2018-2019",05,"JASPER COUNTY",121902,"BROOKELAND ISD","FEMALE","TRADITIONAL ISD/CSD",193
"2018-2019",05,"JASPER COUNTY",121902,"BROOKELAND ISD","MALE","TRADITIONAL ISD/CSD",201
"2018-2019",05,"JASPER COUNTY",121903,"BUNA ISD","FEMALE","TRADITIONAL ISD/CSD",736
"2018-2019",05,"JASPER COUNTY",121903,"BUNA ISD","MALE","TRADITIONAL ISD/CSD",759
"2018-2019",05,"JASPER COUNTY",121904,"JASPER ISD","FEMALE","TRADITIONAL ISD/CSD",1203
"2018-2019",05,"JASPER COUNTY",121904,"JASPER ISD","MALE","TRADITIONAL ISD/CSD",1241
"2018-2019",05,"JASPER COUNTY",121905,"KIRBYVILLE CISD","FEMALE","TRADITIONAL ISD/CSD",716
"2018-2019",05,"JASPER COUNTY",121905,"KIRBYVILLE CISD","MALE","TRADITIONAL ISD/CSD",792
"2018-2019",05,"JASPER COUNTY",121906,"EVADALE ISD","FEMALE","TRADITIONAL ISD/CSD",203
"2018-2019",05,"JASPER COUNTY",121906,"EVADALE ISD","MALE","TRADITIONAL ISD/CSD",244
"2018-2019",18,"JEFF DAVIS COUNTY",122901,"FT DAVIS ISD","FEMALE","TRADITIONAL ISD/CSD",112
"2018-2019",18,"JEFF DAVIS COUNTY",122901,"FT DAVIS ISD","MALE","TRADITIONAL ISD/CSD",116
"2018-2019",18,"JEFF DAVIS COUNTY",122902,"VALENTINE ISD","FEMALE","TRADITIONAL ISD/CSD",20
"2018-2019",18,"JEFF DAVIS COUNTY",122902,"VALENTINE ISD","MALE","TRADITIONAL ISD/CSD",18
"2018-2019",05,"JEFFERSON COUNTY",123803,"TEKOA ACADEMY OF ACCELERATED STUDI","FEMALE","OPEN ENROLLMENT CHARTER",244
"2018-2019",05,"JEFFERSON COUNTY",123803,"TEKOA ACADEMY OF ACCELERATED STUDI","MALE","OPEN ENROLLMENT CHARTER",220
"2018-2019",05,"JEFFERSON COUNTY",123805,"EHRHART SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER",232
"2018-2019",05,"JEFFERSON COUNTY",123805,"EHRHART SCHOOL","MALE","OPEN ENROLLMENT CHARTER",198
"2018-2019",05,"JEFFERSON COUNTY",123807,"BOB HOPE SCHOOL","FEMALE","OPEN ENROLLMENT CHARTER",758
"2018-2019",05,"JEFFERSON COUNTY",123807,"BOB HOPE SCHOOL","MALE","OPEN ENROLLMENT CHARTER",693
"2018-2019",05,"JEFFERSON COUNTY",123905,"NEDERLAND ISD","FEMALE","TRADITIONAL ISD/CSD",2493
"2018-2019",05,"JEFFERSON COUNTY",123905,"NEDERLAND ISD","MALE","TRADITIONAL ISD/CSD",2714
"2018-2019",05,"JEFFERSON COUNTY",123907,"PORT ARTHUR ISD","FEMALE","TRADITIONAL ISD/CSD",3952
"2018-2019",05,"JEFFERSON COUNTY",123907,"PORT ARTHUR ISD","MALE","TRADITIONAL ISD/CSD",4367
"2018-2019",05,"JEFFERSON COUNTY",123908,"PORT NECHES-GROVES ISD","FEMALE","TRADITIONAL ISD/CSD",2501
"2018-2019",05,"JEFFERSON COUNTY",123908,"PORT NECHES-GROVES ISD","MALE","TRADITIONAL ISD/CSD",2635
"2018-2019",05,"JEFFERSON COUNTY",123910,"BEAUMONT ISD","FEMALE","TRADITIONAL ISD/CSD",9083
"2018-2019",05,"JEFFERSON COUNTY",123910,"BEAUMONT ISD","MALE","TRADITIONAL ISD/CSD",9387
"2018-2019",05,"JEFFERSON COUNTY",123913,"SABINE PASS ISD","FEMALE","TRADITIONAL ISD/CSD",189
"2018-2019",05,"JEFFERSON COUNTY",123913,"SABINE PASS ISD","MALE","TRADITIONAL ISD/CSD",182
"2018-2019",05,"JEFFERSON COUNTY",123914,"HAMSHIRE-FANNETT ISD","FEMALE","TRADITIONAL ISD/CSD",926
"2018-2019",05,"JEFFERSON COUNTY",123914,"HAMSHIRE-FANNETT ISD","MALE","TRADITIONAL ISD/CSD",1008
"2018-2019",01,"JIM HOGG COUNTY",124901,"JIM HOGG COUNTY ISD","FEMALE","TRADITIONAL ISD/CSD",561
"2018-2019",01,"JIM HOGG COUNTY",124901,"JIM HOGG COUNTY ISD","MALE","TRADITIONAL ISD/CSD",595
"2018-2019",02,"JIM WELLS COUNTY",125901,"ALICE ISD","FEMALE","TRADITIONAL ISD/CSD",2388
"2018-2019",02,"JIM WELLS COUNTY",125901,"ALICE ISD","MALE","TRADITIONAL ISD/CSD",2552
"2018-2019",02,"JIM WELLS COUNTY",125902,"BEN BOLT-PALITO BLANCO ISD","FEMALE","TRADITIONAL ISD/CSD",247
"2018-2019",02,"JIM WELLS COUNTY",125902,"BEN BOLT-PALITO BLANCO ISD","MALE","TRADITIONAL ISD/CSD",268
"2018-2019",02,"JIM WELLS COUNTY",125903,"ORANGE GROVE ISD","FEMALE","TRADITIONAL ISD/CSD",863
"2018-2019",02,"JIM WELLS COUNTY",125903,"ORANGE GROVE ISD","MALE","TRADITIONAL ISD/CSD",957
"2018-2019",02,"JIM WELLS COUNTY",125905,"PREMONT ISD","FEMALE","TRADITIONAL ISD/CSD",284
"2018-2019",02,"JIM WELLS COUNTY",125905,"PREMONT ISD","MALE","TRADITIONAL ISD/CSD",333
"2018-2019",02,"JIM WELLS COUNTY",125906,"LA GLORIA ISD","FEMALE","TRADITIONAL ISD/CSD",55
"2018-2019",02,"JIM WELLS COUNTY",125906,"LA GLORIA ISD","MALE","TRADITIONAL ISD/CSD",68
"2018-2019",11,"JOHNSON COUNTY",126801,"KAUFFMAN LEADERSHIP ACADEMY","FEMALE","OPEN ENROLLMENT CHARTER",39
"2018-2019",11,"JOHNSON COUNTY",126801,"KAUFFMAN LEADERSHIP ACADEMY","MALE","OPEN ENROLLMENT CHARTER",66
"2018-2019",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","FEMALE","TRADITIONAL ISD/CSD",1707
"2018-2019",11,"JOHNSON COUNTY",126901,"ALVARADO ISD","MALE","TRADITIONAL ISD/CSD",1928
"2018-2019",11,"JOHNSON COUNTY",126902,"BURLESON ISD","FEMALE","TRADITIONAL ISD/CSD",5994
"2018-2019",11,"JOHNSON COUNTY",126902,"BURLESON ISD","MALE","TRADITIONAL ISD/CSD",6453
"2018-2019",11,"JOHNSON COUNTY",126903,"CLEBURNE ISD","FEMALE","TRADITIONAL ISD/CSD",3225
"2018-2019",11,"JOHNSON COUNTY",126903,"CLEBURNE ISD","MALE","TRADITIONAL ISD/CSD",3459
"2018-2019",11,"JOHNSON COUNTY",126904,"GRANDVIEW ISD","FEMALE","TRADITIONAL ISD/CSD",589
"2018-2019",11,"JOHNSON COUNTY",126904,"GRANDVIEW ISD","MALE","TRADITIONAL ISD/CSD",685
"2018-2019",11,"JOHNSON COUNTY",126905,"JOSHUA ISD","FEMALE","TRADITIONAL ISD/CSD",2701
"2018-2019",11,"JOHNSON COUNTY",126905,"JOSHUA ISD","MALE","TRADITIONAL ISD/CSD",2884
"2018-2019",11,"JOHNSON COUNTY",126906,"KEENE ISD","FEMALE","TRADITIONAL ISD/CSD",534
"2018-2019",11,"JOHNSON COUNTY",126906,"KEENE ISD","MALE","TRADITIONAL ISD/CSD",540
"2018-2019",11,"JOHNSON COUNTY",126907,"RIO VISTA ISD","FEMALE","TRADITIONAL ISD/CSD",405
"2018-2019",11,"JOHNSON COUNTY",126907,"RIO VISTA ISD","MALE","TRADITIONAL ISD/CSD",350
"2018-2019",11,"JOHNSON COUNTY",126908,"VENUS ISD","FEMALE","TRADITIONAL ISD/CSD",1031
"2018-2019",11,"JOHNSON COUNTY",126908,"VENUS ISD","MALE","TRADITIONAL ISD/CSD",1172
"2018-2019",11,"JOHNSON COUNTY",126911,"GODLEY ISD","FEMALE","TRADITIONAL ISD/CSD",1059
"2018-2019",11,"JOHNSON COUNTY",126911,"GODLEY ISD","MALE","TRADITIONAL ISD/CSD",1122
"2018-2019",14,"JONES COUNTY",127901,"ANSON ISD","FEMALE","TRADITIONAL ISD/CSD",357
"2018-2019",14,"JONES COUNTY",127901,"ANSON ISD","MALE","TRADITIONAL ISD/CSD",392
"2018-2019",14,"JONES COUNTY",127903,"HAMLIN ISD","FEMALE","TRADITIONAL ISD/CSD",184
"2018-2019",14,"JONES COUNTY",127903,"HAMLIN ISD","MALE","TRADITIONAL ISD/CSD",211
"2018-2019",14,"JONES COUNTY",127904,"HAWLEY ISD","FEMALE","TRADITIONAL ISD/CSD",379
"2018-2019",14,"JONES COUNTY",127904,"HAWLEY ISD","MALE","TRADITIONAL ISD/CSD",405
"2018-2019",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","FEMALE","TRADITIONAL ISD/CSD",44
"2018-2019",14,"JONES COUNTY",127905,"LUEDERS-AVOCA ISD","MALE","TRADITIONAL ISD/CSD",63
"2018-2019",14,"JONES COUNTY",127906,"STAMFORD ISD","FEMALE","TRADITIONAL ISD/CSD",300
"2018-2019",14,"JONES COUNTY",127906,"STAMFORD ISD","MALE","TRADITIONAL ISD/CSD",347
"2018-2019",03,"KARNES COUNTY",128901,"KARNES CITY ISD","FEMALE","TRADITIONAL ISD/CSD",561
"2018-2019",03,"KARNES COUNTY",128901,"KARNES CITY ISD","MALE","TRADITIONAL ISD/CSD",564
"2018-2019",03,"KARNES COUNTY",128902,"KENEDY ISD","FEMALE","TRADITIONAL ISD/CSD",373
"2018-2019",03,"KARNES COUNTY",128902,"KENEDY ISD","MALE","TRADITIONAL ISD/CSD",362
"2018-2019",03,"KARNES COUNTY",128903,"RUNGE ISD","FEMALE","TRADITIONAL ISD/CSD",124
"2018-2019",03,"KARNES COUNTY",128903,"RUNGE ISD","MALE","TRADITIONAL ISD/CSD",132
"2018-2019",20,"KARNES COUNTY",128904,"FALLS CITY ISD","FEMALE","TRADITIONAL ISD/CSD",167
"2018-2019",20,"KARNES COUNTY",128904,"FALLS CITY ISD","MALE","TRADITIONAL ISD/CSD",196
"2018-2019",10,"KAUFMAN COUNTY",129901,"CRANDALL ISD","FEMALE","TRADITIONAL ISD/CSD",2134
"2018-2019",10,"KAUFMAN COUNTY",129901,"CRANDALL ISD","MALE","TRADITIONAL ISD/CSD",2286
"2018-2019",10,"KAUFMAN COUNTY",129902,"FORNEY ISD","FEMALE","TRADITIONAL ISD/CSD",5417
"2018-2019",10,"KAUFMAN COUNTY",129902,"FORNEY ISD","MALE","TRADITIONAL ISD/CSD",5716
"2018-2019",10,"KAUFMAN COUNTY",129903,"KAUFMAN ISD","FEMALE","TRADITIONAL ISD/CSD",1951
"2018-2019",10,"KAUFMAN COUNTY",129903,"KAUFMAN ISD","MALE","TRADITIONAL ISD/CSD",2094
"2018-2019",10,"KAUFMAN COUNTY",129904,"KEMP ISD","FEMALE","TRADITIONAL ISD/CSD",774
"2018-2019",10,"KAUFMAN COUNTY",129904,"KEMP ISD","MALE","TRADITIONAL ISD/CSD",889
"2018-2019",10,"KAUFMAN COUNTY",129905,"MABANK ISD","FEMALE","TRADITIONAL ISD/CSD",1690
"2018-2019",10,"KAUFMAN COUNTY",129905,"MABANK ISD","MALE","TRADITIONAL ISD/CSD",1876
"2018-2019",10,"KAUFMAN COUNTY",129906,"TERRELL ISD","FEMALE","TRADITIONAL ISD/CSD",2345
"2018-2019",10,"KAUFMAN COUNTY",129906,"TERRELL ISD","MALE","TRADITIONAL ISD/CSD",2366
"2018-2019",10,"KAUFMAN COUNTY",129910,"SCURRY-ROSSER ISD","FEMALE","TRADITIONAL ISD/CSD",543
"2018-2019",10,"KAUFMAN COUNTY",129910,"SCURRY-ROSSER ISD","MALE","TRADITIONAL ISD/CSD",511
"2018-2019",20,"KENDALL COUNTY",130801,"MEADOWLAND CHARTER DISTRICT","FEMALE","OPEN ENROLLMENT CHARTER",36
"2018-2019",20,"KENDALL COUNTY",130801,"MEADOWLAND CHARTER DISTRICT","MALE","OPEN ENROLLMENT CHARTER",87
"2018-2019",20,"KENDALL COUNTY",130901,"BOERNE ISD","FEMALE","TRADITIONAL ISD/CSD",4524
"2018-2019",20,"KENDALL COUNTY",130901,"BOERNE ISD","MALE","TRADITIONAL ISD/CSD",4646
"2018-2019",13,"KENDALL COUNTY",130902,"COMFORT ISD","FEMALE","TRADITIONAL ISD/CSD",536
"2018-2019",13,"KENDALL COUNTY",130902,"COMFORT ISD","MALE","TRADITIONAL ISD/CSD",566
"2018-2019",02,"KENEDY COUNTY",131001,"KENEDY COUNTY WIDE CSD","FEMALE","TRADITIONAL ISD/CSD",29
"2018-2019",02,"KENEDY COUNTY",131001,"KENEDY COUNTY WIDE CSD","MALE","TRADITIONAL ISD/CSD",35
"2018-2019",17,"KENT COUNTY",132902,"JAYTON-GIRARD ISD","FEMALE","TRADITIONAL ISD/CSD",71
"2018-2019",17,"KENT COUNTY",132902,"JAYTON-GIRARD ISD","MALE","TRADITIONAL ISD/CSD",81
"2018-2019",20,"KERR COUNTY",133901,"CENTER POINT ISD","FEMALE","TRADITIONAL ISD/CSD",260
"2018-2019",20,"KERR COUNTY",133901,"CENTER POINT ISD","MALE","TRADITIONAL ISD/CSD",309
"2018-2019",20,"KERR COUNTY",133902,"HUNT ISD","FEMALE","TRADITIONAL ISD/CSD",94
"2018-2019",20,"KERR COUNTY",133902,"HUNT ISD","MALE","TRADITIONAL ISD/CSD",110
"2018-2019",20,"KERR COUNTY",133903,"KERRVILLE ISD","FEMALE","TRADITIONAL ISD/CSD",2403
